Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,University of Illinois at Urbana-Champaign,UnitedStates,47.2,63.9,66.5,93.6,100.0,318.1,免费评估
2,Massachusetts Institute of Technology (MIT),UnitedStates,55.6,81.6,68.3,100.0,53.5,304.3,免费评估
3,Swiss Federal Institute of Technology Zurich,Switzerland,48.0,82.1,79.3,79.6,65.5,291.0,免费评估
4,Harbin Institute of Technology,China,100.0,86.7,61.5,83.9,0.0,282.9,免费评估
5,University of Toronto,Canada,41.0,82.9,73.6,56.5,84.5,279.6,免费评估
6,"University of California, Berkeley",UnitedStates,45.8,70.4,67.1,71.3,75.6,276.5,免费评估
7,帝国理工学院Imperial College London,UnitedKingdom,47.0,69.1,86.3,77.3,65.5,276.2,免费评估
8,"The University of Newcastle, Australia",Australia,43.4,65.3,90.4,73.0,65.5,265.3,免费评估
9,Harvard University,UnitedStates,34.2,100.0,70.2,48.7,65.5,262.4,免费评估
10,University of Michigan-Ann Arbor,UnitedStates,51.2,68.7,62.7,75.4,53.5,261.3,免费评估
11,"University of California, Santa Barbara",UnitedStates,34.1,80.7,76.6,76.5,53.5,260.1,免费评估
12,Stanford University,UnitedStates,34.3,74.8,56.3,54.9,84.5,259.8,免费评估
13,Nanyang Technological University,Singapore,68.2,82.1,86.4,84.6,0.0,252.1,免费评估
14,City University of Hong Kong,China-HongKong,55.6,96.6,60.7,77.7,0.0,242.0,免费评估
15,University of Groningen,Netherlands,33.8,66.0,78.1,65.7,53.5,234.6,免费评估
16,KTH Royal Institute of Technology,Sweden,46.0,77.3,83.3,93.9,0.0,233.8,免费评估
17,Zhejiang University,China,78.4,73.5,62.3,68.8,0.0,233.1,免费评估
18,The Australian National University,Australia,30.9,67.0,91.3,63.4,53.5,233.0,免费评估
19,Southeast University,China,68.4,93.2,60.2,57.6,0.0,231.2,免费评估
20,Beihang University,China,84.0,74.1,50.8,61.1,0.0,229.3,免费评估
21,Sapienza University of Rome,Italy,31.5,62.2,66.4,41.4,75.6,223.9,免费评估
21,Tsinghua University,China,73.4,74.7,61.9,63.4,0.0,223.9,免费评估
23,剑桥大学University of Cambridge,UnitedKingdom,27.9,62.0,80.7,44.9,65.5,216.4,免费评估
24,The University of Adelaide,Australia,43.5,100.0,96.4,53.3,0.0,216.1,免费评估
25,"University of California, San Diego",UnitedStates,42.9,75.0,74.5,82.5,0.0,215.2,免费评估
26,Shanghai Jiao Tong University,China,74.7,69.1,56.7,59.1,0.0,214.2,免费评估
27,The University of Hong Kong,China-HongKong,43.5,88.5,58.5,67.1,0.0,210.7,免费评估
28,Northeastern University (Shenyang),China,76.2,69.0,53.0,54.4,0.0,210.2,免费评估
29,National University of Singapore,Singapore,58.1,79.6,79.2,55.5,0.0,209.0,免费评估
30,Carnegie Mellon University,UnitedStates,46.8,73.9,67.8,73.4,0.0,207.6,免费评估
31,New York University,UnitedStates,28.2,83.8,73.0,42.8,37.8,207.2,免费评估
32,CENTRALESUPELEC,France,50.9,55.3,86.6,81.4,0.0,204.9,免费评估
33,Victoria University,Australia,38.2,100.0,99.7,44.9,0.0,203.0,免费评估
34,King Abdulaziz University,SaudiArabia,46.4,98.0,100.0,38.5,0.0,202.9,免费评估
35,曼彻斯特大学The University of Manchester,UnitedKingdom,35.7,68.3,78.9,42.1,37.8,199.8,免费评估
36,Saint Petersburg State University,Russia,31.6,51.0,68.8,48.7,53.5,198.5,免费评估
37,Shandong University,China,57.0,62.5,44.2,69.2,0.0,197.5,免费评估
38,Beijing Institute of Technology,China,62.5,71.3,58.7,51.6,0.0,197.1,免费评估
39,Technion-Israel Institute of Technology,Israel,29.6,48.1,71.1,49.3,53.5,194.6,免费评估
40,University of Lorraine,France,43.5,65.8,74.9,69.7,0.0,194.0,免费评估
41,Eindhoven University of Technology,Netherlands,44.1,62.4,74.2,72.6,0.0,193.9,免费评估
42,Georgia Institute of Technology,UnitedStates,52.4,57.8,62.0,70.1,0.0,192.8,免费评估
43,University of Padua,Italy,36.9,73.6,70.1,67.5,0.0,192.0,免费评估
44,布鲁内尔大学Brunel University,UnitedKingdom,32.7,100.0,94.7,39.2,0.0,190.8,免费评估
45,Huazhong University of Science and Technology,China,71.1,71.7,51.9,36.9,0.0,190.0,免费评估
46,Nanjing University of Science and Technology,China,56.4,75.0,53.5,46.8,0.0,188.9,免费评估
47,McGill University,Canada,30.2,58.9,72.4,44.9,37.8,186.2,免费评估
48,RMIT University,Australia,31.1,100.0,86.5,37.7,0.0,186.1,免费评估
49,University of Science and Technology Beijing,China,41.7,97.2,62.6,34.4,0.0,185.9,免费评估
50,University of Science and Technology of China,China,43.4,81.5,63.2,48.0,0.0,185.7,免费评估
