Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,52.5%,242,84.0%,100.0,免费评估
2,阿尔斯特大学University of Ulster,92.1%,93.0%,42.5%,154,100.0%,98.0,免费评估
2,布里斯托大学University of Bristol,92.8%,91.8%,47.0%,175,90.2%,98.0,免费评估
4,英国女王大学Queen's University Belfast,84.3%,84.2%,60.0%,163,97.6%,97.4,免费评估
5,诺丁汉大学University of Nottingham,82.3%,84.8%,51.2%,174,98.7%,97.0,免费评估
6,格拉斯哥大学University of Glasgow,81.9%,81.4%,33.4%,207,92.9%,95.5,免费评估
7,思克莱德大学University of Strathclyde,68.7%,75.2%,52.2%,218,94.6%,95.0,免费评估
8,曼彻斯特大学The University of Manchester,79.3%,81.4%,57.1%,161,95.1%,94.9,免费评估
8,利兹大学University of Leeds,88.6%,91.5%,40.9%,162,88.5%,94.9,免费评估
10,巴斯大学University of Bath,79.1%,79.2%,56.2%,162,96.5%,94.8,免费评估
11,卡迪夫大学Cardiff University,83.1%,84.3%,36.8%,166,97.7%,94.6,免费评估
12,基尔大学Keele University,92.5%,94.8%,20.9%,146,95.4%,94.2,免费评估
13,阿斯顿大学Aston University,86.6%,83.9%,39.1%,136,98.0%,93.7,免费评估
14,伯明翰大学University of Birmingham,86.6%,86.5%,19.2%,155,99.4%,93.2,免费评估
15,University of Lincoln,89.6%,93.5%,22.6%,122,100.0%,92.9,免费评估
16,雷丁大学University of Reading,86.8%,80.7%,34.2%,131,100.0%,92.8,免费评估
16,东英吉利大学University of East Anglia,76.4%,79.1%,38.1%,164,99.2%,92.8,免费评估
18,邓迪大学University of Dundee,81.4%,81.0%,55.4%,,88.9%,92.6,免费评估
19,肯特大学University of Kent,,,42.3%,126,100.0%,92.5,免费评估
20,伦敦大学学院University College London,69.8%,77.3%,51.3%,177,93.6%,92.3,免费评估
21,伦敦国王学院King's College London,74.9%,81.6%,46.8%,158,92.1%,91.8,免费评估
22,纽卡斯尔大学Newcastle University,83.1%,80.9%,47.8%,181,75.0%,91.6,免费评估
23,利物浦大学The University of Liverpool,89.2%,89.8%,31.7%,150,80.3%,91.2,免费评估
24,罗伯特高登大学The Robert Gordon University,76.0%,76.9%,4.9%,187,99.4%,90.2,免费评估
25,阿伯丁大学University of Aberdeen,80.7%,75.0%,34.7%,173,81.0%,89.6,免费评估
26,朴茨茅斯大学University of Portsmouth,82.7%,83.9%,24.3%,120,95.6%,89.3,免费评估
27,布拉德福德大学University of Bradford,81.3%,84.0%,9.5%,131,97.2%,88.4,免费评估
28,桑德兰大学University of Sunderland,81.9%,83.5%,7.5%,131,95.2%,87.8,免费评估
29,德蒙福特大学De Montfort University,80.0%,82.8%,13.0%,119,97.9%,87.6,免费评估
30,哈德斯菲尔德大学University of Huddersfield,77.3%,80.5%,13.2%,126,99.2%,87.5,免费评估
31,伍尔弗汉普顿大学University of Wolverhampton,79.8%,79.2%,11.0%,134,94.1%,87.1,免费评估
32,中央兰开夏大学University of Central Lancashire,71.5%,72.1%,8.3%,158,98.7%,86.8,免费评估
33,布莱顿大学University of Brighton,77.3%,80.4%,4.8%,127,99.2%,86.6,免费评估
34,赫尔大学The University of Hull,83.7%,82.5%,16.7%,,81.1%*,86.5,免费评估
35,利物浦约翰摩尔斯大学Liverpool John Moores University,73.5%,76.2%,6.0%,137,99.6%,86.2,免费评估
36,赫特福德大学University of Hertfordshire,81.4%,80.1%,10.9%,112,92.2%,85.7,免费评估
37,萨塞克斯大学University of Sussex,75.4%,76.5%,8.0%,148,,84.9,免费评估
37,格林威治大学The University of Greenwich,77.1%,81.0%,2.7%,127,92.6%,84.9,免费评估
39,玛格丽特女王大学Queen Margaret University,90.6%,79.2%,1.5%,134,75.0%,84.4,免费评估
40,威斯敏斯特大学University of Westminster,83.0%,87.1%,21.2%,111,73.1%,83.8,免费评估
40,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,79.4%,82.9%,8.1%,154,72.2%,83.8,免费评估
42,金斯顿大学Kingston University,81.8%,83.9%,2.6%,118,83.5%,83.7,免费评估
43,伦敦大学玛丽女王学院Queen Mary University of London,67.9%,62.0%,40.2%,145,,83.2,免费评估
44,考文垂大学Coventry University,74.4%,83.4%,4.5%,116,88.5%,83.1,免费评估
45,东伦敦大学University of East London,89.4%,85.8%,7.6%,92,59.8%,79.2,免费评估
46,伦敦都市大学London Metropolitan University,75.6%,76.7%,5.2%,105,62.9%,76.3,免费评估
47,剑桥安鲁大学Anglia Ruskin University,69.4%,62.3%,3.1%,74*,,71.9,免费评估
