Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,201.0,,3.07,85.0,100.0,免费评估
2,牛津大学University of Oxford,193.0,,3.19,80.0,97.9,免费评估
3,杜伦大学Durham University,162.0,4.14,3.11,75.0,94.2,免费评估
4,肯特大学University of Kent,,4.27,2.86,80.0,93.8,免费评估
5,伯明翰大学University of Birmingham,161.0,4.02,3.18,75.0,93.2,免费评估
6,格拉斯哥大学University of Glasgow,164.0,4.34,2.52,80.0,93.2,免费评估
7,利物浦大学The University of Liverpool,148.0,4.07,3.07,80.0,93.1,免费评估
8,莱斯特大学University of Leicester,135.0,4.1,3.08,80.0,92.7,免费评估
9,约克大学The University of York,143.0,4.32,3.09,75.0,92.6,免费评估
10,埃克塞特大学University of Exeter,147.0,4.14,3.02,75.0,92.6,免费评估
11,纽卡斯尔大学Newcastle University,134.0,4.07,2.71,80.0,91.9,免费评估
12,阿伯丁大学University of Aberdeen,139.0,4.14,2.77,,91.8,免费评估
13,英国女王大学Queen's University Belfast,131.0,4.46,2.78,70.0,91.7,免费评估
14,伦敦大学学院University College London,,4.25,3.1,65.0,91.6,免费评估
15,谢菲尔德大学The University of Sheffield,139.0,4.01,2.93,75.0,91.4,免费评估
16,南安普顿大学University of Southampton,134.0,3.87,3.01,70.0,90.9,免费评估
17,诺丁汉大学University of Nottingham,138.0,4.06,2.58,70.0,90.5,免费评估
18,曼彻斯特大学The University of Manchester,149.0,4.09,2.59,65.0,90.4,免费评估
19,布拉德福德大学University of Bradford,101.0,3.9,3.04,80.0,89.4,免费评估
20,雷丁大学University of Reading,114.0,4.19,3.08,60.0,89.1,免费评估
21,斯旺西大学Swansea University,131.0,4.24,,80.0,89.0,免费评估
22,爱丁堡大学The University of Edinburgh,184.0,3.9,2.51,50.0,88.9,免费评估
23,班戈大学Bangor University,113.0,3.95,2.9,,88.7,免费评估
24,伍斯特大学University of Worcester,106.0,4.39,2.07,75.0,88.6,免费评估
25,卡迪夫大学Cardiff University,126.0,3.84,2.97,65.0,88.6,免费评估
26,University of the Highlands and Islands (UHI),141.0,3.88,2.33,,87.5,免费评估
27,圣大卫三一学院University of Wales Trinity Saint David,117.0,3.79,2.26,,87.4,免费评估
28,伯恩茅斯大学Bournemouth University,95.0,3.9,2.65,70.0,87.3,免费评估
29,温切斯特大学University of Winchester,98.0,3.92,2.02,75.0,86.7,免费评估
30,坎特伯雷大学Canterbury Christ Church University,86.0,4.12,2.63,,86.4,免费评估
31,切斯特大学University of Chester,102.0,4.33,1.9,55.0,85.1,免费评估
32,中央兰开夏大学University of Central Lancashire,96.0,3.95,2.09,55.0,83.9,免费评估
