Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.1,53.3,587,82.7,100.0,免费评估
2,牛津大学University of Oxford,89.7,50.0,574,75.8,96.6,免费评估
3,埃克塞特大学University of Exeter,90.4,40.0,464,83.6,92.4,免费评估
4,华威大学The University of Warwick,92.0,38.3,447,77.4,90.9,免费评估
5,杜伦大学Durham University,87.0,38.3,535,69.5,89.8,免费评估
6,圣安德鲁斯大学University of St Andrews,88.5,30.0,492,78.6,89.1,免费评估
7,伦敦大学学院University College London,79.2,41.7,531,71.9,86.7,免费评估
8,伦敦国王学院King's College London,85.4,41.7,453,63.7,85.4,免费评估
9,伯明翰大学University of Birmingham,86.8,30.0,412,66.3,82.7,免费评估
10,纽卡斯尔大学Newcastle University,89.6,21.7,402,65.7,81.9,免费评估
11,诺丁汉大学University of Nottingham,84.9,25.0,420,67.3,81.1,免费评估
12,曼彻斯特大学The University of Manchester,81.4,35.0,410,60.7,79.6,免费评估
13,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.7,18.3,406,67.0,78.9,免费评估
14,格拉斯哥大学University of Glasgow,89.8,15.0,430,52.8,78.8,免费评估
15,布拉德福德大学University of Bradford,73.5,31.7,448,73.6,78.7,免费评估
16,雷丁大学University of Reading,85.1,23.3,355,48.6,74.4,免费评估
16,斯旺西大学Swansea University,86.1,11.7,330,62.2,74.4,免费评估
16,利物浦大学The University of Liverpool,80.6,23.3,400,52.1,74.4,免费评估
16,利兹大学University of Leeds,80.5,13.3,410,61.2,74.4,免费评估
20,爱丁堡大学The University of Edinburgh,74.0,21.7,470,51.8,73.0,免费评估
21,肯特大学University of Kent,81.6,6.7,353,59.2,71.1,免费评估
22,罗汉普顿大学Roehampton University,85.9,,287,26.2,62.5,免费评估
