Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,伦敦国王学院King's College London,79.4,41.7,473.0,100.0,100.0,免费评估
2,利兹大学University of Leeds,94.6,31.7,411.0,81.8,96.6,免费评估
3,萨里大学University of Surrey,87.2,33.3,421.0,90.6,96.0,免费评估
4,诺丁汉大学University of Nottingham,82.1,30.0,382.0,76.1,87.2,免费评估
5,雷丁大学University of Reading,80.2,21.7,380.0,89.7,86.3,免费评估
6,罗伯特高登大学The Robert Gordon University,89.5,,450.0,76.9,85.9,免费评估
7,英国女王大学Queen's University Belfast,88.2,13.3,366.0,80.0,84.8,免费评估
8,赫瑞瓦特大学Heriot Watt University,,16.7,,81.8,84.5,免费评估
9,考文垂大学Coventry University,94.4,,355.0,85.3,83.9,免费评估
10,阿尔斯特大学University of Ulster,93.3,11.7,317.0,71.2,81.8,免费评估
11,利兹都会大学Leeds Metropolitan University,91.6,,343.0,72.2,79.3,免费评估
12,切斯特大学University of Chester,84.7,5.0,322.0,85.7,78.8,免费评估
12,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,88.3,,358.0,72.7,78.8,免费评估
14,利物浦约翰摩尔斯大学Liverpool John Moores University,84.6,11.7,320.0,73.3,78.3,免费评估
15,纽卡斯尔大学Newcastle University,66.8,18.3,398.0,80.0,78.1,免费评估
16,普利茅斯大学University of Plymouth,89.2,3.3,283.0,75.7,76.1,免费评估
17,谢菲尔德哈莱姆大学Sheffield Hallam University,85.2,,315.0,70.2,74.1,免费评估
17,伯恩茅斯大学Bournemouth University,93.1,,319.0,50.0,74.1,免费评估
19,诺桑比亚大学Northumbria University,75.1,10.9,330.0,72.2,74.0,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,80.9,,368.0,62.5,73.8,免费评估
21,巴斯斯巴大学Bath Spa University,86.8,,330.0,55.2,72.8,免费评估
22,玛格丽特女王大学Queen Margaret University,76.5,,328.0,78.6,72.4,免费评估
23,哈珀亚当斯大学Harper Adams University,83.8,8.3,283.0,0.0,72.3,免费评估
24,格林威治大学The University of Greenwich,74.0,13.3,310.0,0.0,70.5,免费评估
25,伦敦都市大学London Metropolitan University,72.6,1.7,269.0,93.8,70.3,免费评估
26,卡迪夫都市大学Cardiff Metropolitan University,83.0,8.3,282.0,53.5,70.2,免费评估
27,曼彻斯特城市大学Manchester Metropolitan University,79.0,10.0,320.0,44.7,69.5,免费评估
27,威斯敏斯特大学University of Westminster,77.0,15.0,284.0,53.2,69.5,免费评估
29,皇家农学院Royal Agricultural University,77.1,5.0,310.0,0.0,69.0,免费评估
30,"St Mary's University College, Twickenham",83.5,,274.0,57.1,68.1,免费评估
31,林肯大学University of Lincoln,73.1,6.7,310.0,52.9,66.7,免费评估
32,罗汉普顿大学Roehampton University,79.3,,250.0,45.5,62.3,免费评估
33,金斯顿大学Kingston University,76.7,,289.0,26.1,59.7,免费评估
