Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,伦敦政治经济学院The London School of Economics and Political Science,178.0,3.64,3.67,85.0,100.0,免费评估
1,思克莱德大学University of Strathclyde,195.0,4.18,2.94,,100.0,免费评估
3,爱丁堡大学The University of Edinburgh,197.0,3.94,3.19,65.0,98.7,免费评估
4,格拉斯哥大学University of Glasgow,169.0,4.14,3.2,70.0,97.2,免费评估
5,诺丁汉大学University of Nottingham,143.0,3.91,3.13,85.0,96.3,免费评估
6,布里斯托大学University of Bristol,155.0,4.11,3.16,70.0,96.1,免费评估
7,伯明翰大学University of Birmingham,147.0,3.8,2.95,80.0,95.4,免费评估
8,阿斯顿大学Aston University,120.0,4.25,3.08,80.0,94.8,免费评估
9,利兹大学University of Leeds,152.0,4.05,3.12,65.0,94.7,免费评估
10,班戈大学Bangor University,146.0,4.22,3.13,65.0,94.3,免费评估
11,约克大学The University of York,125.0,4.13,3.39,75.0,94.3,免费评估
12,拉夫堡大学Loughborough University,156.0,3.81,2.96,65.0,93.7,免费评估
13,巴斯大学University of Bath,157.0,3.75,3.23,65.0,93.5,免费评估
14,谢菲尔德大学The University of Sheffield,145.0,3.97,3.04,70.0,93.3,免费评估
15,肯特大学University of Kent,118.0,3.92,3.37,75.0,93.3,免费评估
16,南安普顿大学University of Southampton,137.0,3.83,3.23,,92.7,免费评估
17,利物浦霍普大学Liverpool Hope University,123.0,4.32,2.13,80.0,91.9,免费评估
18,英国女王大学Queen's University Belfast,141.0,3.95,2.59,60.0,91.2,免费评估
19,Lincoln,121.0,4.08,2.45,80.0,91.0,免费评估
20,斯旺西大学Swansea University,131.0,4.22,3.07,55.0,90.2,免费评估
21,基尔大学Keele University,130.0,4.01,2.86,55.0,89.6,免费评估
22,索尔福德大学University of Salford,117.0,4.04,2.65,60.0,89.6,免费评估
23,卡迪夫大学Cardiff University,,4.15,3.22,45.0,88.5,免费评估
24,"伦敦大学伯克贝克学院Birkbeck, University Of London",81.0,4.0,2.92,70.0,88.1,免费评估
25,考文垂大学Coventry University,130.0,4.02,2.01,,87.3,免费评估
26,米德塞斯大学Middlesex University,113.0,4.01,2.58,55.0,86.7,免费评估
27,中央兰开夏大学University of Central Lancashire,119.0,4.08,2.58,50.0,86.6,免费评估
28,斯塔福德郡大学Staffordshire University,100.0,4.56,,70.0,86.3,免费评估
29,西苏格兰大学University of the West of Scotland,,4.02,2.23,50.0,86.1,免费评估
30,阿尔斯特大学University of Ulster,108.0,4.38,2.94,30.0,85.8,免费评估
31,波尔顿大学University of Bolton,,4.25,1.28,60.0,85.4,免费评估
32,艾芝西尔大学Edge Hill University,122.0,3.97,2.03,,85.4,免费评估
33,伦敦都市大学London Metropolitan University,110.0,3.83,2.82,55.0,85.3,免费评估
34,伦敦大学金史密斯学院Goldsmiths University of London,99.0,3.69,2.54,,85.1,免费评估
35,伯明翰城市大学Birmingham City University,122.0,3.84,2.02,55.0,85.0,免费评估
36,普利茅斯大学University of Plymouth,,4.16,2.77,35.0,84.6,免费评估
37,布莱顿大学University of Brighton,114.0,3.91,2.6,45.0,84.4,免费评估
38,贝德福德大学University of Bedfordshire,90.0,3.95,3.05,50.0,84.0,免费评估
39,剑桥安鲁大学Anglia Ruskin University,97.0,4.2,2.16,45.0,82.9,免费评估
40,伍尔弗汉普顿大学University of Wolverhampton,111.0,4.09,,50.0,81.9,免费评估
41,切斯特大学University of Chester,114.0,3.79,1.25,,80.3,免费评估
42,北安普顿大学The University of Northampton,122.0,4.03,,35.0,80.1,免费评估
43,圣大卫三一学院University of Wales Trinity Saint David,103.0,3.99,,40.0,79.1,免费评估
