Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,阿斯顿大学Aston University,86%,2.8/9,401.0,98.00%,100.0,免费评估
2,卡迪夫大学Cardiff University,85%,3.2/9,386.0,93.00%,98.9,免费评估
3,利兹大学University of Leeds,81%,3.6/9,342.0,100.00%,97.2,免费评估
4,兰卡斯特大学Lancaster University,82%,3.4/9,396.0,84.00%,95.9,免费评估
5,纽卡斯尔大学Newcastle University,88%,3.0/9,393.0,75.00%,95.7,免费评估
6,剑桥大学University of Cambridge,85%,,578.0,82.00%,95.3,免费评估
7,曼彻斯特大学The University of Manchester,74%,3.1/9,408.0,93.00%,93.7,免费评估
7,谢菲尔德大学The University of Sheffield,84%,3.0/9,414.0,72.00%,93.7,免费评估
9,埃克塞特大学University of Exeter,80%,3.1/9,314.0,93.00%,92.1,免费评估
10,伦敦国王学院King's College London,84%,1.8/9,381.0,84.00%,91.4,免费评估
10,诺丁汉大学University of Nottingham,78%,2.2/9,400.0,88.00%,91.4,免费评估
10,伦敦大学学院University College London,73%,3.6/9,403.0,80.00%,91.4,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,76%,3.0/9,377.0,85.00%,91.3,免费评估
14,布拉德福德大学University of Bradford,81%,1.9/9,370.0,91.00%,91.2,免费评估
14,基尔大学Keele University,88%,2.6/9,314.0,79.00%,91.2,免费评估
16,罗伯特高登大学The Robert Gordon University,82%,1.4/9,366.0,96.00%,90.7,免费评估
17,西英格兰大学University of the West of England,83%,3.1/9,283.0,86.00%,90.1,免费评估
18,牛津布鲁克斯大学Oxford Brookes University,87%,1.9/9,325.0,83.00%,89.9,免费评估
19,利物浦大学The University of Liverpool,76%,2.2/9,346.0,95.00%,89.4,免费评估
19,朴茨茅斯大学University of Portsmouth,75%,2.9/9,306.0,97.00%,89.4,免费评估
21,思克莱德大学University of Strathclyde,72%,3.0/9,407.0,79.00%,89.1,免费评估
22,赫尔大学The University of Hull,78%,3.3/9,310.0,76.00%,87.2,免费评估
23,格拉摩根大学University of Glamorgan,83%,0.1/9,348.0,99.00%,86.9,免费评估
24,帝国理工学院Imperial College London,75%,,482.0,88.00%,86.7,免费评估
25,杜伦大学Durham University,87%,,395.0,79.00%,86.1,免费评估
26,伦敦城市大学City University London,73%,2.0/9,324.0,96.00%,86.0,免费评估
26,东英吉利大学University of East Anglia,81%,0.8/9,363.0,87.00%,86.0,免费评估
28,诺丁汉特伦特大学Nottingham Trent University,74%,3.1/9,280.0,88.00%,85.9,免费评估
29,南安普顿大学University of Southampton,77%,1.1/9,372.0,87.00%,85.7,免费评估
30,斯旺西大学Swansea University,77%,3.2/9,327.0,70.00%,85.5,免费评估
