Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,萨里大学University of Surrey,447.0,4.07,3.37,95.0,100.0,免费评估
2,利兹大学University of Leeds,443.0,4.26,3.06,85.0,98.3,免费评估
3,诺丁汉大学University of Nottingham,405.0,4.18,3.12,90.0,96.9,免费评估
4,King's College London,435.0,3.88,3.33,80.0,95.7,免费评估
5,雷丁大学University of Reading,394.0,4.04,3.24,80.0,94.8,免费评估
6,Lincoln,,4.46,3.07,,94.8,免费评估
7,考文垂大学Coventry University,367.0,4.17,3.14,95.0,94.3,免费评估
8,纽卡斯尔大学Newcastle University,380.0,4.07,2.84,85.0,94.0,免费评估
9,英国女王大学Queen's University Belfast,357.0,3.89,3.26,85.0,93.8,免费评估
10,Plymouth,406.0,4.35,2.6,70.0,92.3,免费评估
11,罗伯特高登大学The Robert Gordon University,426.0,3.89,2.85,75.0,91.7,免费评估
12,赫特福德大学University of Hertfordshire,314.0,4.05,2.41,95.0,91.0,免费评估
13,伍斯特大学University of Worcester,,4.52,2.24,,90.7,免费评估
14,哈珀亚当斯大学Harper Adams University,311.0,4.11,2.66,95.0,90.4,免费评估
15,伦敦都市大学London Metropolitan University,388.0,4.18,2.57,75.0,90.3,免费评估
16,曼彻斯特城市大学Manchester Metropolitan University,344.0,4.19,2.88,70.0,88.4,免费评估
17,格林威治大学The University of Greenwich,,4.29,2.7,65.0,88.3,免费评估
18,切斯特大学University of Chester,300.0,3.85,2.29,85.0,87.7,免费评估
19,诺桑比亚大学Northumbria University,352.0,4.06,3.12,60.0,86.9,免费评估
20,谢菲尔德哈莱姆大学Sheffield Hallam University,310.0,4.19,2.81,75.0,86.9,免费评估
21,利兹贝克特大学Leeds Beckett University,291.0,4.29,2.72,75.0,86.8,免费评估
22,中央兰开夏大学University of Central Lancashire,387.0,4.04,2.63,50.0,85.4,免费评估
23,利物浦霍普大学Liverpool Hope University,,4.44,,75.0,84.9,免费评估
24,罗汉普顿大学Roehampton University,280.0,4.42,2.85,60.0,84.9,免费评估
25,牛津布鲁克斯大学Oxford Brookes University,319.0,3.92,2.96,65.0,84.7,免费评估
26,威斯敏斯特大学University of Westminster,324.0,3.92,2.75,55.0,84.2,免费评估
27,玛格丽特女王大学Queen Margaret University,366.0,4.02,2.41,55.0,84.0,免费评估
28,金斯顿大学Kingston University,286.0,4.48,2.82,60.0,83.7,免费评估
29,伯恩茅斯大学Bournemouth University,286.0,4.18,2.56,65.0,83.3,免费评估
30,利物浦约翰摩尔斯大学Liverpool John Moores University,352.0,4.05,,65.0,82.7,免费评估
31,卡迪夫都市大学Cardiff Metropolitan University,315.0,3.87,,65.0,80.2,免费评估
32,皇家农学院Royal Agricultural University,260.0,3.62,1.4,75.0,79.8,免费评估
33,蒂赛德大学Teesside University,277.0,3.96,,70.0,79.6,免费评估
34,伦敦南岸大学London South Bank University,251.0,3.84,2.87,40.0,78.8,免费评估
35,巴斯斯巴大学Bath Spa University,315.0,4.1,,50.0,78.2,免费评估
36,"特威克南圣玛丽大学St Mary's, Twickenham",286.0,4.0,,55.0,77.4,免费评估
37,Suffolk,,3.89,,55.0,77.3,免费评估
38,利兹圣三一大学Leeds Trinity University,274.0,3.7,,60.0,76.7,免费评估
