Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伦敦大学学院University College London,79.9%,82.8%,54.1%,175.0,100.0%,100.0,免费评估
2,剑桥大学University of Cambridge,78.3%*,72.4%*,49.0%,203.0,89.7%,98.5,免费评估
3,英国女王大学Queen's University Belfast,94.3%,94.3%,35.2%,130.0,93.3%,95.5,免费评估
4,拉夫堡大学Loughborough University,74.8%,75.5%,58.3%,154.0,87.5%,93.9,免费评估
5,伯明翰大学University of Birmingham,76.9%,80.3%,42.0%,138.0,97.9%,92.9,免费评估
6,爱丁堡大学The University of Edinburgh,75.1%,71.1%,35.1%,155.0,100.0%,92.7,免费评估
7,谢菲尔德大学The University of Sheffield,77.5%,80.5%,36.6%,143.0,96.2%,92.4,免费评估
8,卡迪夫大学Cardiff University,83.7%,76.4%,36.8%,141.0,85.5%,91.0,免费评估
9,雷丁大学University of Reading,79.0%,77.0%,40.0%,146.0,,90.7,免费评估
10,格罗斯特大学University of Gloucestershire,91.8%,91.0%,20.6%,116.0,91.7%,90.5,免费评估
11,赫瑞瓦特大学Heriot Watt University,62.3%,62.8%,38.1%,172.0,89.7%,89.0,免费评估
12,利物浦大学The University of Liverpool,82.4%,83.7%,26.3%,129.0,,88.2,免费评估
13,阿尔斯特大学University of Ulster,94.5%,89.9%,28.6%,114.0,70.2%,87.5,免费评估
14,西英格兰大学University of the West of England,85.1%,86.6%,10.6%,119.0,91.4%,87.3,免费评估
14,纽卡斯尔大学Newcastle University,72.3%,72.6%,43.7%,124.0,85.7%,87.3,免费评估
16,邓迪大学University of Dundee,84.5%,76.3%,8.7%,,85.2%*,87.2,免费评估
17,曼彻斯特大学The University of Manchester,71.3%,75.3%,36.5%,145.0,74.1%,86.1,免费评估
18,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,67.9%,70.9%,9.1%,172.0,80.6%,84.7,免费评估
19,伯明翰城市大学Birmingham City University,86.2%,76.5%,2.7%,106.0,77.8%,81.0,免费评估
20,利兹贝克特大学Leeds Beckett University,86.5%,86.5%,5.6%,105.0,68.8%,80.7,免费评估
21,曼彻斯特城市大学Manchester Metropolitan University,76.2%,71.3%,9.7%,,75.0%*,80.6,免费评估
22,牛津布鲁克斯大学Oxford Brookes University,71.2%,69.0%,17.6%,117.0,76.9%,80.2,免费评估
23,威斯敏斯特大学University of Westminster,83.3%,82.4%,10.7%,133.0,50.0%,79.2,免费评估
24,格林威治大学The University of Greenwich,73.3%,70.9%,2.0%,,66.7%,75.8,免费评估
