Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Massachusetts Institute of Technology (MIT),UnitedStates,61.2,68.4,66.6,100.0,100.0,343.0,免费评估
2,Stanford University,UnitedStates,49.7,70.2,70.0,93.5,94.3,321.7,免费评估
3,"University of California, Berkeley",UnitedStates,55.2,71.9,71.7,97.9,74.5,313.8,免费评估
4,Georgia Institute of Technology,UnitedStates,65.9,65.8,64.3,73.6,57.7,275.9,免费评估
5,University of Illinois at Urbana-Champaign,UnitedStates,52.3,68.7,63.9,73.6,66.7,274.1,免费评估
6,Princeton University,UnitedStates,37.5,85.4,76.8,73.6,33.3,245.3,免费评估
7,"University of California, Santa Barbara",UnitedStates,37.3,67.3,70.5,45.6,57.7,222.1,免费评估
8,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,28.0,70.6,64.7,50.0,57.7,219.3,免费评估
9,Harvard University,UnitedStates,33.3,64.6,74.4,54.0,47.1,213.9,免费评估
10,North Carolina State University - Raleigh,UnitedStates,36.6,70.4,53.1,28.9,66.7,213.1,免费评估
11,Swiss Federal Institute of Technology Zurich,Switzerland,46.6,78.1,79.1,70.7,0.0,211.2,免费评估
12,Nanyang Technological University,Singapore,85.1,68.0,79.2,40.8,0.0,209.8,免费评估
13,University of Michigan-Ann Arbor,UnitedStates,53.7,65.5,58.5,76.4,0.0,207.3,免费评估
14,Aalborg University,Denmark,49.0,95.7,83.8,45.6,0.0,207.1,免费评估
15,"University of California, San Diego",UnitedStates,50.8,67.1,63.5,73.6,0.0,204.2,免费评估
16,"University of California, Los Angeles",UnitedStates,49.2,67.8,65.3,73.6,0.0,203.7,免费评估
17,Lund University,Sweden,31.2,81.6,72.1,28.9,47.1,203.3,免费评估
18,Texas A&M University,UnitedStates,45.6,61.3,63.3,50.0,33.3,202.9,免费评估
19,Carnegie Mellon University,UnitedStates,41.6,68.2,67.3,79.1,0.0,202.4,免费评估
20,The University of Texas at Austin,UnitedStates,50.3,92.4,62.7,45.6,0.0,200.8,免费评估
21,Virginia Polytechnic Institute and State University,UnitedStates,45.6,73.7,62.9,67.7,0.0,199.6,免费评估
22,Tsinghua University,China,100.0,66.2,61.5,20.4,0.0,198.9,免费评估
23,University of Electronic Science and Technology of China,China,93.5,53.1,54.8,40.8,0.0,198.4,免费评估
24,Purdue University - West Lafayette,UnitedStates,52.5,61.3,58.7,70.7,0.0,196.2,免费评估
25,Huazhong University of Science and Technology,China,78.1,64.6,55.9,40.8,0.0,194.7,免费评估
26,New York University,UnitedStates,29.8,100.0,69.5,50.0,0.0,193.7,免费评估
27,Columbia University,UnitedStates,33.9,76.1,72.9,67.7,0.0,192.3,免费评估
28,Harbin Institute of Technology,China,72.9,78.1,60.5,28.9,0.0,191.9,免费评估
29,"University of Maryland, College Park",UnitedStates,51.7,68.4,66.6,57.7,0.0,191.2,免费评估
30,伦敦大学学院University College London,UnitedKingdom,40.2,72.9,81.2,61.2,0.0,190.6,免费评估
31,The Ohio State University - Columbus,UnitedStates,45.9,70.4,61.4,61.2,0.0,189.8,免费评估
32,Zhejiang University,China,80.5,65.1,63.8,28.9,0.0,187.2,免费评估
33,National University of Singapore,Singapore,65.6,76.9,77.6,28.9,0.0,186.9,免费评估
34,University of Southern California,UnitedStates,42.4,76.3,70.1,54.0,0.0,186.8,免费评估
35,Swiss Federal Institute of Technology Lausanne,Switzerland,55.2,66.0,77.5,50.0,0.0,186.7,免费评估
36,The University of Adelaide,Australia,33.3,93.6,84.0,40.8,0.0,184.6,免费评估
37,City University of Hong Kong,China-HongKong,62.3,73.5,58.1,35.4,0.0,182.8,免费评估
38,Technical University Munich,Germany,43.6,65.1,72.0,57.7,0.0,180.8,免费评估
39,Delft University of Technology,Netherlands,54.4,60.5,77.1,50.0,0.0,180.3,免费评估
40,帝国理工学院Imperial College London,UnitedKingdom,49.8,73.5,80.4,40.8,0.0,180.2,免费评估
41,Polytechnic University of Catalonia,Spain,53.6,62.0,71.9,50.0,0.0,180.0,免费评估
42,University of Pennsylvania,UnitedStates,25.4,70.6,60.3,70.7,0.0,178.8,免费评估
43,Institut National Polytechnique de Grenoble,France,52.4,58.0,69.0,54.0,0.0,178.2,免费评估
43,Southeast University,China,78.9,67.3,57.4,20.4,0.0,178.2,免费评估
45,南安普顿大学University of Southampton,UnitedKingdom,50.6,64.8,75.9,45.6,0.0,176.3,免费评估
46,The University of New South Wales,Australia,48.1,70.8,77.3,40.8,0.0,175.2,免费评估
47,爱丁堡大学The University of Edinburgh,UnitedKingdom,36.4,77.3,77.1,45.6,0.0,174.8,免费评估
48,California Institute of Technology,UnitedStates,43.2,72.1,64.8,45.6,0.0,173.8,免费评估
49,The University of Hong Kong,China-HongKong,48.1,71.0,63.8,40.8,0.0,172.7,免费评估
50,KTH Royal Institute of Technology,Sweden,55.6,65.5,80.4,35.4,0.0,172.5,免费评估
