Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,91.2,50.0,647,90.2,100.0,免费评估
2,剑桥大学University of Cambridge,83.2,60.0,632,97.4,98.7,免费评估
3,帝国理工学院Imperial College London,86.7,51.7,574,95.1,96.5,免费评估
4,圣安德鲁斯大学University of St Andrews,93.4,30.0,513,100.0,94.7,免费评估
5,伯明翰大学University of Birmingham,92.2,45.0,434,90.7,92.7,免费评估
6,南安普顿大学University of Southampton,83.0,51.7,462,94.8,90.8,免费评估
7,格拉斯哥大学University of Glasgow,88.2,46.7,434,86.5,90.0,免费评估
8,杜伦大学Durham University,84.1,35.0,530,92.7,89.7,免费评估
9,曼彻斯特大学The University of Manchester,86.8,48.3,443,84.3,89.4,免费评估
10,爱丁堡大学The University of Edinburgh,81.8,51.7,491,85.6,89.2,免费评估
11,华威大学The University of Warwick,85.5,31.7,507,92.0,88.9,免费评估
12,伦敦大学学院University College London,78.1,50.0,518,90.3,88.6,免费评估
13,巴斯大学University of Bath,82.7,41.7,480,88.6,87.8,免费评估
14,布拉德福德大学University of Bradford,76.9,43.3,493,95.3,86.8,免费评估
15,斯旺西大学Swansea University,87.8,40.0,334,93.2,86.5,免费评估
16,利兹大学University of Leeds,85.3,43.3,422,79.8,85.9,免费评估
17,纽卡斯尔大学Newcastle University,84.4,36.7,408,87.0,85.1,免费评估
18,利物浦大学The University of Liverpool,80.2,45.0,403,86.7,84.3,免费评估
19,拉夫堡大学Loughborough University,87.9,28.3,373,87.4,84.2,免费评估
20,谢菲尔德大学The University of Sheffield,80.7,31.7,419,92.6,83.5,免费评估
21,诺丁汉大学University of Nottingham,77.3,46.7,401,88.0,83.2,免费评估
22,兰卡斯特大学Lancaster University,78.8,43.3,419,83.2,83.0,免费评估
23,东英吉利大学University of East Anglia,85.3,35.0,395,76.4,82.6,免费评估
24,赫瑞瓦特大学Heriot Watt University,85.1,30.0,421,77.2,82.5,免费评估
25,约克大学The University of York,75.5,41.7,454,85.6,82.4,免费评估
26,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.4,38.3,366,77.3,82.0,免费评估
27,思克莱德大学University of Strathclyde,80.6,26.7,434,87.6,81.9,免费评估
28,伦敦国王学院King's College London,81.4,30.0,421,82.2,81.5,免费评估
29,肯特大学University of Kent,79.4,31.7,378,92.4,81.4,免费评估
30,萨里大学University of Surrey,82.0,23.3,397,90.1,81.3,免费评估
31,英国女王大学Queen's University Belfast,81.1,30.0,382,87.8,81.2,免费评估
32,Cardiff University,78.5,36.7,390,85.7,81.0,免费评估
33,埃塞克斯大学University of Essex,85.9,31.7,330,78.8,80.7,免费评估
34,阿斯顿大学Aston University,85.7,18.3,366,82.0,79.6,免费评估
35,邓迪大学University of Dundee,88.0,31.7,351,62.2,79.1,免费评估
36,阿伯丁大学University of Aberdeen,75.4,36.7,397,82.7,78.9,免费评估
36,莱斯特大学University of Leicester,77.4,35.0,373,82.8,78.9,免费评估
38,埃塞克斯大学University of Essex,74.2,36.7,381,86.6,78.5,免费评估
38,University of Lincoln,83.6,26.7,344,77.5,78.5,免费评估
40,普利茅斯大学University of Plymouth,81.8,41.7,318,70.1,78.3,免费评估
41,索尔福德大学University of Salford,84.4,31.7,367,61.2,77.4,免费评估
42,赫尔大学The University of Hull,86.6,13.3,326,78.3,77.0,免费评估
43,亚伯大学Aberystwyth University,78.2,40.0,299,77.7,76.9,免费评估
44,雷丁大学University of Reading,78.2,13.3,349,90.6,75.6,免费评估
44,伦敦城市大学City University London,76.3,28.3,392,73.5,75.6,免费评估
44,布鲁内尔大学Brunel University,76.9,30.0,347,77.4,75.6,免费评估
47,罗伯特高登大学The Robert Gordon University,80.8,18.3,347,74.7,74.7,免费评估
48,伦敦大学金史密斯学院Goldsmiths University of London,82.0,33.3,302,62.2,74.5,免费评估
49,诺丁汉特伦特大学Nottingham Trent University,84.9,10.0,299,77.4,74.3,免费评估
50,伦敦大学玛丽女王学院Queen Mary University of London,67.2,41.7,379,79.6,74.2,免费评估
51,班戈大学Bangor University,79.2,26.7,267,78.5,73.8,免费评估
52,阿尔斯特大学University of Ulster,79.0,25.0,313,69.4,73.0,免费评估
53,龙比亚大学Napier University,85.5,10.1,332,63.6,72.9,免费评估
53,伯恩茅斯大学Bournemouth University,75.3,15.0,339,84.6,72.9,免费评估
55,Coventry University,83.7,13.5,289,71.3,72.8,免费评估
56,艾芝西尔大学Edge Hill University,90.1,,289,67.5,72.7,免费评估
57,西英格兰大学University of the West of England,73.9,21.7,324,81.9,72.4,免费评估
57,利物浦约翰摩尔斯大学Liverpool John Moores University,81.5,20.0,325,63.1,72.4,免费评估
59,德蒙福特大学De Montfort University,77.3,22.5,300,73.8,72.0,免费评估
60,阿伯泰邓迪大学University of Abertay Dundee,80.1,,369,77.0,71.8,免费评估
61,中央兰开夏大学University of Central Lancashire,81.9,,349,74.9,71.7,免费评估
62,牛津布鲁克斯大学Oxford Brookes University,71.2,26.7,427,62.5,71.4,免费评估
63,基尔大学Keele University,81.7,,381,67.4,71.1,免费评估
64,蒂赛德大学Teesside University,78.9,25.0,362,51.9,71.0,免费评估
64,布莱顿大学University of Brighton,74.2,28.3,284,74.0,71.0,免费评估
66,朴茨茅斯大学University of Portsmouth,82.9,11.7,309,62.6,70.8,免费评估
67,赫特福德大学University of Hertfordshire,76.9,25.0,315,63.7,70.7,免费评估
68,诺桑比亚大学Northumbria University,82.3,,334,69.0,70.2,免费评估
69,谢菲尔德哈莱姆大学Sheffield Hallam University,80.0,11.7,298,67.1,69.8,免费评估
69,北安普顿大学The University of Northampton,85.3,,286,66.7,69.8,免费评估
71,斯特林大学University of Stirling,69.8,18.3,391,72.3,69.7,免费评估
72,米德塞斯大学Middlesex University,82.9,18.3,253,58.6,69.6,免费评估
73,哈德斯菲尔德大学University of Huddersfield,77.5,11.7,320,66.9,69.1,免费评估
74,布拉德福德大学University of Bradford,77.9,18.3,285,64.0,69.0,免费评估
75,斯塔福德郡大学Staffordshire University,80.7,10.0,297,62.3,68.9,免费评估
75,切斯特大学University of Chester,82.7,,297,67.7,68.9,免费评估
77,桑德兰大学University of Sunderland,77.6,11.7,330,63.3,68.8,免费评估
78,格林多大学Glyndwr University,77.7,16.7,329,54.8,68.1,免费评估
78,德比大学University of Derby,76.3,,324,76.5,68.1,免费评估
80,南威尔士大学The University of South Wales,74.0,16.7,321,65.3,67.9,免费评估
81,格林威治大学The University of Greenwich,83.7,6.7,307,51.1,67.8,免费评估
82,Manchester Metropolitan University,73.0,15.0,328,64.6,67.1,免费评估
82,伯明翰城市大学Birmingham City University,79.6,,316,64.2,67.1,免费评估
84,剑桥安鲁大学Anglia Ruskin University,83.6,,242,62.0,66.5,免费评估
85,格罗斯特大学University of Gloucestershire,78.5,,262,70.2,66.0,免费评估
86,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,75.7,5.0,318,62.2,65.7,免费评估
87,伦敦南岸大学London South Bank University,83.8,13.3,205,45.6,64.8,免费评估
88,卡迪夫都市大学Cardiff Metropolitan University,74.7,,288,68.3,64.4,免费评估
89,伍斯特大学University of Worcester,76.7,,266,63.1,63.7,免费评估
90,西苏格兰大学University of the West of Scotland,75.4,10.0,293,49.2,63.1,免费评估
91,南安普顿索伦特大学Southampton Solent University,76.0,,239,63.9,62.6,免费评估
92,利兹贝克特大学Leeds Beckett University,73.9,,254,62.1,61.6,免费评估
92,贝德福德大学University of Bedfordshire,74.8,10.0,218,55.5,61.6,免费评估
94,金斯顿大学Kingston University,69.4,15.0,260,57.4,61.4,免费评估
94,波尔顿大学University of Bolton,77.7,,299,44.0,61.4,免费评估
96,坎特伯雷大学Canterbury Christ Church University,69.9,,245,70.1,60.7,免费评估
97,威斯敏斯特大学University of Westminster,71.7,11.7,265,49.0,60.5,免费评估
98,泰晤士河谷大学Thames Valley University,75.3,5.0,225,50.0,59.9,免费评估
99,东伦敦大学University of East London,78.5,,233,43.2,59.6,免费评估
100,伦敦都市大学London Metropolitan University,77.5,3.3,205,44.1,58.9,免费评估
101,白金汉大学The University of Buckingham,72.7,,222,50.0,57.4,免费评估
