Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,95.1%,89.9%,29.3%,228*,99.2%,100.0,免费评估
2,邓迪大学University of Dundee,87.7%,88.8%,22.1%,225,100.0%,95.3,免费评估
3,英国女王大学Queen's University Belfast,89.1%,86.6%,50.7%,191,100.0%,95.2,免费评估
4,纽卡斯尔大学Newcastle University,93.0%,91.4%,43.6%,189,98.5%,94.6,免费评估
5,伦敦大学玛丽女王学院Queen Mary University of London,84.6%,86.0%,48.3%,182,97.5%,91.2,免费评估
6,卡迪夫大学Cardiff University,78.1%,78.0%,36.8%,194,99.3%,88.0,免费评估
7,曼彻斯特大学The University of Manchester,64.1%,65.0%,57.1%,189,98.5%,87.1,免费评估
8,布里斯托大学University of Bristol,78.6%,71.2%,47.1%,179,99.0%,86.6,免费评估
9,利兹大学University of Leeds,80.9%,82.9%,31.7%,181,99.1%,84.9,免费评估
10,利物浦大学The University of Liverpool,85.9%,81.6%,31.7%,173,99.2%,84.4,免费评估
11,伯明翰大学University of Birmingham,89.2%,80.7%,19.2%,183,100.0%,83.8,免费评估
12,中央兰开夏大学University of Central Lancashire,93.0%,89.7%,8.3%,..,100.0%,82.7,免费评估
13,谢菲尔德大学The University of Sheffield,83.7%,83.1%,28.5%,171,97.5%,82.5,免费评估
14,普利茅斯大学University of Plymouth,92.0%,89.1%,9.5%,173,96.6%,80.6,免费评估
15,伦敦国王学院King's College London,61.2%,53.2%,40.9%,187,99.1%,79.8,免费评估
