Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,82.0%,79.0%,46.7%,190,,100.0,免费评估
1,剑桥大学University of Cambridge,,,45.0%,215,88.9%,100.0,免费评估
3,杜伦大学Durham University,82.9%,75.9%,34.6%,180,88.5%,96.7,免费评估
4,牛津大学University of Oxford,,,36.2%,223,89.6%,94.0,免费评估
5,爱丁堡大学The University of Edinburgh,72.0%,70.4%,30.1%,167,89.2%,91.6,免费评估
6,埃克塞特大学University of Exeter,69.9%,73.5%,36.0%,167,76.7%,89.9,免费评估
7,曼彻斯特大学The University of Manchester,,,48.9%,147,75.0%,89.0,免费评估
8,伦敦大学亚非学院SOAS University of London,80.0%,71.8%,26.3%,148,76.0%,88.2,免费评估
9,利兹大学University of Leeds,74.5%,73.1%,30.6%,160,69.2%,87.4,免费评估
10,伯明翰大学University of Birmingham,74.1%,67.2%,50.9%,137,57.1%,86.7,免费评估
11,威斯敏斯特大学University of Westminster,86.0%,89.7%,11.3%,106,66.7%,82.8,免费评估
