Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,布里斯托大学University of Bristol,99.0%,96.1%,52.3%,206,97.4%,100.0,免费评估
2,剑桥大学University of Cambridge,83.7%*,85.5%*,67.0%,239,93.5%,98.6,免费评估
3,格拉斯哥大学University of Glasgow,82.2%,85.7%,47.2%,213,93.1%,94.0,免费评估
4,牛津大学University of Oxford,,,68.7%,234,88.3%,93.7,免费评估
5,帝国理工学院Imperial College London,83.9%,84.7%,60.1%,204,84.6%,93.3,免费评估
6,诺丁汉大学University of Nottingham,84.9%,86.0%,40.8%,..,90.0%,91.5,免费评估
7,赫瑞瓦特大学Heriot Watt University,79.9%,82.9%,47.8%,183,..,90.3,免费评估
8,谢菲尔德大学The University of Sheffield,76.5%,82.9%,51.4%,167,91.4%,89.8,免费评估
9,华威大学The University of Warwick,77.2%,79.3%,47.2%,174,89.2%,88.9,免费评估
10,杜伦大学Durham University,71.5%,73.6%,39.4%,217,88.7%,88.6,免费评估
11,伦敦国王学院King's College London,76.2%,76.2%,56.6%,170,..,87.9,免费评估
12,阿伯丁大学University of Aberdeen,77.2%,79.5%,28.4%,193,..,87.2,免费评估
13,邓迪大学University of Dundee,75.0%,80.2%,34.1%,189,..,87.0,免费评估
14,斯旺西大学Swansea University,78.5%,81.6%,45.5%,140,86.4%,86.5,免费评估
15,利物浦约翰摩尔斯大学Liverpool John Moores University,87.8%,80.1%,14.2%,156,88.5%,85.7,免费评估
16,埃克塞特大学University of Exeter,67.4%,66.8%,36.4%,167,96.7%,85.5,免费评估
17,诺丁汉特伦特大学Nottingham Trent University,84.8%,85.0%,20.1%,144,..,85.0,免费评估
18,University of Lincoln,76.8%,78.2%,12.4%,..,90.9%,84.3,免费评估
19,西英格兰大学University of the West of England,94.0%,90.6%,10.6%,119,81.9%,83.8,免费评估
20,阿尔斯特大学University of Ulster,88.0%,85.6%,22.8%,125,79.5%,83.4,免费评估
21,萨里大学University of Surrey,73.9%,77.6%,30.8%,159,..,83.1,免费评估
22,伦敦南岸大学London South Bank University,80.5%,78.1%,19.6%,130,87.5%,82.8,免费评估
23,伦敦大学玛丽女王学院Queen Mary University of London,82.3%,67.3%,46.7%,133,69.2%,81.2,免费评估
24,卡迪夫大学Cardiff University,73.7%,77.1%,30.2%,139,77.4%,80.8,免费评估
25,阿斯顿大学Aston University,78.2%,79.1%,20.6%,122,81.3%,80.6,免费评估
26,利物浦大学The University of Liverpool,77.8%,82.5%,32.1%,156,65.5%,80.5,免费评估
26,莱斯特大学University of Leicester,73.7%,74.2%,34.4%,125,79.1%,80.5,免费评估
28,伯恩茅斯大学Bournemouth University,84.1%,76.3%,8.5%,126,81.7%,80.3,免费评估
29,中央兰开夏大学University of Central Lancashire,67.4%,67.4%,7.1%,152*,92.3%,79.8,免费评估
30,布拉德福德大学University of Bradford,79.8%,82.1%,7.7%,128,79.6%,79.5,免费评估
31,格林威治大学The University of Greenwich,73.5%,70.9%,5.5%,..,84.6%,78.9,免费评估
32,德比大学University of Derby,78.7%,79.1%,6.7%,109*,..,77.1,免费评估
33,考文垂大学Coventry University,77.7%,79.7%,10.3%,94*,76.7%,76.4,免费评估
34,西苏格兰大学University of the West of Scotland,75.8%,74.0%,9.0%,..,69.2%,74.8,免费评估
35,赫尔大学The University of Hull,67.1%,70.2%,16.5%,123,..,74.6,免费评估
36,伦敦城市大学City University London,69.7%,73.8%,23.1%,112,67.0%,74.4,免费评估
37,伍尔弗汉普顿大学University of Wolverhampton,77.4%,72.1%,..,71,80.6%,73.8,免费评估
38,米德塞斯大学Middlesex University,76.4%,78.4%,..,121,62.4%,72.7,免费评估
39,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,59.7%,62.2%,4.7%,146,69.9%,71.4,免费评估
40,龙比亚大学Napier University,67.9%,73.6%,..,126,63.1%,70.9,免费评估
41,北安普顿大学The University of Northampton,63.0%,57.6%,..,91,77.8%,69.6,免费评估
