Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.0,60.0,647.0,97.0,100.0,免费评估
2,帝国理工学院Imperial College London,83.8,46.7,565.0,79.3,86.9,免费评估
3,利兹大学University of Leeds,94.0,39.2,437.0,70.7,84.2,免费评估
4,布拉德福德大学University of Bradford,76.7,43.3,532.0,90.7,84.0,免费评估
5,巴斯大学University of Bath,85.2,25.0,544.0,86.7,83.1,免费评估
6,纽卡斯尔大学Newcastle University,84.5,31.7,,90.3,82.6,免费评估
7,谢菲尔德大学The University of Sheffield,79.1,45.0,446.0,86.6,82.0,免费评估
8,萨里大学University of Surrey,81.9,35.0,453.0,88.1,81.4,免费评估
9,诺丁汉大学University of Nottingham,80.5,41.7,410.0,85.7,80.6,免费评估
10,南安普顿大学University of Southampton,79.0,30.0,487.0,89.2,80.0,免费评估
11,拉夫堡大学Loughborough University,77.4,36.7,429.0,86.7,78.6,免费评估
12,利物浦大学The University of Liverpool,84.0,35.4,409.0,75.6,78.5,免费评估
13,英国女王大学Queen's University Belfast,88.9,31.7,387.0,70.7,78.2,免费评估
14,思克莱德大学University of Strathclyde,80.3,26.2,470.0,71.8,75.5,免费评估
15,曼彻斯特大学The University of Manchester,79.4,36.7,444.0,64.9,75.4,免费评估
16,格拉斯哥大学University of Glasgow,77.1,21.7,477.0,79.4,74.7,免费评估
17,利物浦约翰摩尔斯大学Liverpool John Moores University,85.2,33.3,,51.6,72.6,免费评估
18,斯旺西大学Swansea University,79.6,21.7,344.0,81.8,72.3,免费评估
19,西英格兰大学University of the West of England,75.4,25.0,316.0,84.0,70.7,免费评估
20,布鲁内尔大学Brunel University,79.5,23.3,375.0,67.7,70.6,免费评估
21,西苏格兰大学University of the West of Scotland,84.3,,350.0,84.0,69.8,免费评估
21,赫特福德大学University of Hertfordshire,76.9,26.7,333.0,72.3,69.8,免费评估
23,伦敦大学玛丽女王学院Queen Mary University of London,81.7,21.7,389.0,58.1,69.7,免费评估
24,阿尔斯特大学University of Ulster,90.8,,310.0,73.1,69.4,免费评估
25,Coventry University,87.1,7.4,303.0,73.2,69.3,免费评估
26,阿斯顿大学Aston University,78.3,18.3,374.0,66.0,68.4,免费评估
27,普利茅斯大学University of Plymouth,87.8,8.3,256.0,66.7,67.0,免费评估
28,朴茨茅斯大学University of Portsmouth,79.5,18.3,287.0,67.7,66.6,免费评估
29,伦敦城市大学City University London,74.6,21.7,353.0,62.1,65.9,免费评估
30,斯塔福德郡大学Staffordshire University,74.5,20.0,238.0,78.9,65.5,免费评估
31,索尔福德大学University of Salford,68.7,23.3,318.0,68.9,63.9,免费评估
32,埃塞克斯大学University of Essex,73.7,,367.0,73.7,63.0,免费评估
33,南威尔士大学The University of South Wales,67.6,23.3,328.0,63.4,62.4,免费评估
33,谢菲尔德哈莱姆大学Sheffield Hallam University,79.1,15.0,277.0,54.0,62.4,免费评估
35,布莱顿大学University of Brighton,76.0,26.7,339.0,35.3,61.7,免费评估
36,Manchester Metropolitan University,75.7,11.7,289.0,54.1,60.3,免费评估
37,金斯顿大学Kingston University,72.3,11.7,307.0,47.7,57.8,免费评估
