Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,纽卡斯尔大学Newcastle University,464.0,4.3,2.6,88.0,100.0,免费评估
2,利兹大学University of Leeds,,4.13,2.65,96.0,98.3,免费评估
3,卡迪夫大学Cardiff University,,4.08,2.65,,91.9,免费评估
4,斯旺西大学Swansea University,,4.05,2.65,,91.5,免费评估
5,曼彻斯特大学The University of Manchester,386.0,4.34,2.55,76.0,90.0,免费评估
6,朴茨茅斯大学University of Portsmouth,,3.92,2.5,,88.2,免费评估
7,南安普顿大学University of Southampton,406.0,4.04,1.75,84.0,87.3,免费评估
8,思克莱德大学University of Strathclyde,,3.64,2.65,,86.3,免费评估
9,东英吉利大学University of East Anglia,459.0,4.07,1.55,60.0,85.7,免费评估
10,蒂赛德大学Teesside University,,4.42,1.65,,84.8,免费评估
11,曼彻斯特城市大学Manchester Metropolitan University,386.0,3.99,2.05,74.0,84.5,免费评估
12,阿斯顿大学Aston University,342.0,3.69,2.5,86.0,84.0,免费评估
13,伦敦城市大学City University London,395.0,4.07,2.03,66.0,83.9,免费评估
14,雷丁大学University of Reading,435.0,3.77,2.3,50.0,83.6,免费评估
15,阿尔斯特大学University of Ulster,413.0,3.94,2.59,42.0,82.5,免费评估
16,中央兰开夏大学University of Central Lancashire,,4.28,1.85,58.0,81.9,免费评估
17,谢菲尔德大学The University of Sheffield,372.0,4.13,2.4,54.0,81.6,免费评估
18,德蒙福特大学De Montfort University,346.0,3.96,1.9,76.0,80.4,免费评估
19,玛格丽特女王大学Queen Margaret University,427.0,3.74,1.1,,78.6,免费评估
20,伯明翰城市大学Birmingham City University,375.0,4.16,,72.0,76.2,免费评估
21,卡迪夫都市大学Cardiff Metropolitan University,424.0,4.02,1.55,32.0,75.8,免费评估
22,利兹都会大学Leeds Metropolitan University,337.0,4.34,1.35,56.0,74.1,免费评估
