Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,198.0,,3.0,84.0,100.0,免费评估
2,牛津大学University of Oxford,192.0,,2.87,78.0,97.6,免费评估
3,伦敦大学学院University College London,170.0,4.09,2.91,74.0,93.7,免费评估
4,埃克塞特大学University of Exeter,161.0,4.07,2.99,76.0,93.7,免费评估
5,萨塞克斯大学University of Sussex,148.0,4.09,2.91,84.0,93.5,免费评估
6,"London School of Economics and Political Science, University of London",161.0,4.2,2.84,70.0,92.8,免费评估
7,曼彻斯特大学The University of Manchester,155.0,4.08,3.12,74.0,92.7,免费评估
8,杜伦大学Durham University,167.0,4.01,2.96,76.0,92.7,免费评估
9,爱丁堡大学The University of Edinburgh,176.0,4.13,3.02,60.0,92.3,免费评估
10,圣安德鲁斯大学University of St Andrews,192.0,4.39,2.67,54.0,92.1,免费评估
11,拉夫堡大学Loughborough University,145.0,4.12,2.96,,91.3,免费评估
12,伯明翰大学University of Birmingham,145.0,3.85,3.37,,91.2,免费评估
13,肯特大学University of Kent,125.0,4.27,2.63,76.0,90.3,免费评估
14,南安普顿大学University of Southampton,136.0,3.76,3.23,,89.7,免费评估
15,伦敦大学亚非学院SOAS University of London,156.0,3.85,2.8,64.0,89.5,免费评估
16,阿伯丁大学University of Aberdeen,153.0,4.16,2.76,50.0,88.4,免费评估
17,英国女王大学Queen's University Belfast,143.0,4.1,3.07,46.0,88.0,免费评估
18,罗汉普顿大学Roehampton University,105.0,4.32,2.65,,87.7,免费评估
19,利物浦约翰摩尔斯大学Liverpool John Moores University,156.0,3.84,2.49,66.0,87.7,免费评估
20,布鲁内尔大学Brunel University,103.0,4.21,2.62,64.0,87.3,免费评估
21,布里斯托大学University of Bristol,153.0,3.89,2.17,62.0,87.2,免费评估
22,伦敦大学金史密斯学院Goldsmiths University of London,125.0,3.99,2.88,54.0,87.0,免费评估
23,诺丁汉特伦特大学Nottingham Trent University,116.0,4.08,,74.0,85.5,免费评估
24,伯恩茅斯大学Bournemouth University,99.0,4.05,2.65,60.0,85.2,免费评估
25,普利茅斯大学University of Plymouth,117.0,3.93,2.77,56.0,84.9,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,,4.17,2.26,48.0,84.8,免费评估
27,伯明翰城市大学Birmingham City University,113.0,4.06,2.02,66.0,83.9,免费评估
28,"Glyndwr University, Wrexham",83.0,4.43,,66.0,83.5,免费评估
29,牛津布鲁克斯大学Oxford Brookes University,112.0,3.75,2.38,50.0,82.9,免费评估
30,德比大学University of Derby,114.0,4.1,,,82.2,免费评估
31,温切斯特大学University of Winchester,92.0,4.01,,,79.7,免费评估
32,利兹贝克特大学Leeds Beckett University,96.0,3.98,,40.0,78.4,免费评估
33,萨福克学院University Campus Suffolk,85.0,4.03,,42.0,78.1,免费评估
34,剑桥安鲁大学Anglia Ruskin University,104.0,3.87,,38.0,78.1,免费评估
