Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,南安普顿大学University of Southampton,83.0%,79.5%,65.7%,181,100.0%,100.0,免费评估
2,罗伯特高登大学The Robert Gordon University,98.0%,95.5%,4.9%,201,100.0%,98.1,免费评估
3,东英吉利大学University of East Anglia,80.1%,74.5%,24.9%,207,97.0%,96.3,免费评估
3,卡迪夫大学Cardiff University,90.7%,92.9%,36.8%,163,98.7%,96.3,免费评估
5,诺丁汉大学University of Nottingham,77.1%,73.2%,40.6%,171,98.3%,95.1,免费评估
6,伯明翰大学University of Birmingham,72.3%,69.9%,63.7%,174,94.6%,94.8,免费评估
7,中央兰开夏大学University of Central Lancashire,92.9%,91.8%,8.3%,163*,100.0%,94.6,免费评估
8,利物浦大学The University of Liverpool,90.5%,91.8%,35.3%,145,98.4%,94.5,免费评估
9,伍斯特大学University of Worcester,98.8%,95.9%,2.6%,156,100.0%,94.2,免费评估
10,伯恩茅斯大学Bournemouth University,99.1%,98.3%,4.7%,147,100.0%,93.7,免费评估
11,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,91.1%,82.7%,8.1%,202,93.3%,93.6,免费评估
12,布拉德福德大学University of Bradford,96.9%,96.0%,9.5%,158,97.7%,93.5,免费评估
13,基尔大学Keele University,86.0%,87.4%,20.9%,148,98.9%,93.1,免费评估
14,索尔福德大学University of Salford,92.6%,90.0%,3.8%,148,100.0%,92.8,免费评估
14,布鲁内尔大学Brunel University,84.3%,85.8%,18.2%,149,99.0%,92.8,免费评估
16,考文垂大学Coventry University,87.9%,90.8%,4.5%,155,99.3%,92.7,免费评估
17,曼彻斯特城市大学Manchester Metropolitan University,84.9%,82.9%,12.0%,165,97.0%,92.3,免费评估
18,利兹贝克特大学Leeds Beckett University,88.0%,83.3%,3.5%,150,100.0%,92.2,免费评估
18,蒂赛德大学Teesside University,86.9%,87.0%,2.4%,150,100.0%,92.2,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,83.0%,79.7%,3.0%,155,100.0%,92.1,免费评估
21,阿尔斯特大学University of Ulster,71.7%,72.2%,27.7%,150,98.8%,91.9,免费评估
22,谢菲尔德哈莱姆大学Sheffield Hallam University,93.4%,88.2%,3.7%,150,97.9%,91.8,免费评估
23,西英格兰大学University of the West of England,83.1%,82.2%,8.2%,150,98.8%,91.6,免费评估
24,"Kingston/St George's, London",77.3%,74.7%,2.6%,158,100.0%,91.5,免费评估
25,赫特福德大学University of Hertfordshire,89.0%,92.4%,4.0%,154,96.9%,91.4,免费评估
26,普利茅斯大学University of Plymouth,83.4%,81.0%,9.5%,159,96.7%,91.2,免费评估
27,哈德斯菲尔德大学University of Huddersfield,82.8%,77.5%,13.2%,144,98.6%,91.1,免费评估
28,玛格丽特女王大学Queen Margaret University,61.9%,58.7%,1.5%,193,96.8%,90.5,免费评估
28,伦敦国王学院King's College London,75.4%,74.5%,34.6%,179,90.2%,90.5,免费评估
30,诺桑比亚大学Northumbria University,88.7%,89.3%,14.0%,160,91.9%,89.8,免费评估
31,布莱顿大学University of Brighton,93.3%,88.4%,4.8%,142,95.1%,89.6,免费评估
32,约克圣约翰大学York St John University,85.9%,87.7%,1.9%,147,94.6%,88.8,免费评估
33,东伦敦大学University of East London,81.2%,82.9%,7.6%,127,91.2%,85.0,免费评估
33,哥比亚大学University of Cumbria,39.6%,27.9%,0.7%,146,100.0%,85.0,免费评估
