Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,雷丁大学University of Reading,83.6%,91.3%,50.7%,379.0,81.4%,100.0,免费评估
2,英国女王大学Queen's University Belfast,75.9%,93.8%,56.3%,365.0,72.7%,97.3,免费评估
3,诺丁汉大学University of Nottingham,83.1%,85.7%,36.4%,385.0,62.5%,95.0,免费评估
4,格拉斯哥大学University of Glasgow,88.4%,79.1%,42.3%,347.0,,93.7,免费评估
5,纽卡斯尔大学Newcastle University,74.6%,81.9%,28.4%,363.0,80.5%,92.5,免费评估
6,亚伯大学Aberystwyth University,87.7%,89.3%,38.2%,343.0,47.0%,91.5,免费评估
7,班戈大学Bangor University,92.7%,90.6%,29.7%,297.0,57.3%,89.6,免费评估
8,肯特大学University of Kent,79.4%,87.2%,,391.0,64.3%,89.4,免费评估
8,哈珀亚当斯大学Harper Adams University,83.9%,91.5%,5.7%,331.0,77.9%,89.4,免费评估
10,University of Lincoln,63.7%,63.0%,31.1%,,76.7%,84.5,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,94.8%,92.0%,,294.0,50.0%,84.4,免费评估
12,皇家农学院Royal Agricultural University,76.8%,84.8%,2.1%,311.0,56.4%,82.2,免费评估
13,格林威治大学The University of Greenwich,,,19.5%,323.0,36.7%,82.1,免费评估
14,普利茅斯大学University of Plymouth,82.3%,85.5%,17.4%,,28.6%,82.0,免费评估
15,哥比亚大学University of Cumbria,80.1%,80.3%,,284.0,29.1%,76.5,免费评估
