Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,哈佛大学Harvard University,UnitedStates,100.0,82.6,66.4,100.0,33.6,329.5,免费评估
2,旧金山大学University of San Francisco,UnitedStates,56.7,84.0,61.9,45.3,88.0,286.4,免费评估
3,约翰霍普金斯大学Johns Hopkins University,UnitedStates,74.5,83.6,63.4,54.6,53.9,279.3,免费评估
4,剑桥大学University of Cambridge,UnitedKingdom,38.1,82.8,81.7,38.1,100.0,275.4,免费评估
5,宾夕法尼亚大学University of Pennsylvania,UnitedStates,59.3,82.6,56.0,47.0,59.6,259.7,免费评估
6,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,53.1,83.4,58.6,48.8,58.2,255.2,免费评估
7,伦敦大学学院University College London,UnitedKingdom,62.3,77.8,76.3,54.7,44.0,254.0,免费评估
8,牛津大学University of Oxford,UnitedKingdom,44.6,88.2,81.0,56.5,38.1,243.5,免费评估
9,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,55.9,81.4,57.8,39.6,53.9,242.3,免费评估
10,哥伦比亚大学Columbia University,UnitedStates,52.8,80.6,62.9,43.8,45.8,235.6,免费评估
11,斯坦福大学Stanford University,UnitedStates,51.7,81.2,63.1,42.1,45.8,233.5,免费评估
12,帝国理工学院Imperial College London,UnitedKingdom,46.3,80.8,81.1,47.5,38.1,228.9,免费评估
13,杜克大学Duke University,UnitedStates,52.4,82.4,61.2,44.6,35.9,227.5,免费评估
14,埃默里大学Emory University,UnitedStates,48.1,81.4,57.6,41.3,44.0,226.4,免费评估
15,多伦多大学University of Toronto,Canada,70.4,77.8,75.1,53.5,0.0,216.7,免费评估
16,麻省理工学院Massachusetts Institute of Technology,UnitedStates,22.6,100.0,76.3,21.8,53.9,213.5,免费评估
17,耶鲁大学Yale University,UnitedStates,47.7,80.8,60.4,35.1,35.9,211.7,免费评估
18,Rockefeller University,UnitedStates,10.5,93.6,74.5,8.4,84.2,211.6,免费评估
19,墨尔本大学The University of Melbourne,Australia,47.5,74.3,73.1,38.9,35.9,211.2,免费评估
19,Karolinska Institute,Sweden,53.1,76.5,81.2,39.9,25.4,211.2,免费评估
21,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,53.8,80.4,60.8,38.9,25.4,210.7,免费评估
22,Heidelberg University,Germany,47.3,75.8,71.7,32.8,35.9,206.2,免费评估
23,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,38.0,80.6,54.8,25.4,49.2,204.2,免费评估
24,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,44.3,80.2,58.1,33.4,31.1,200.8,免费评估
25,伦敦国王学院King's College London,UnitedKingdom,46.5,79.2,78.8,38.7,18.0,198.1,免费评估
25,犹他大学University of Utah,UnitedStates,37.6,78.0,54.1,27.7,44.0,198.1,免费评估
27,Oregon Health and Science University,UnitedStates,35.8,87.1,55.7,31.5,31.1,196.6,免费评估
28,范德堡大学Vanderbilt University,UnitedStates,43.5,80.8,55.0,31.3,22.0,188.6,免费评估
29,Aarhus University,Denmark,38.2,75.8,72.8,28.0,31.1,187.7,免费评估
30,"弗吉尼亚大学University of Virginia,Main Campus",UnitedStates,31.8,76.3,54.5,24.2,44.0,187.2,免费评估
31,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,54.9,80.0,54.7,39.9,0.0,185.8,免费评估
32,悉尼大学The University of Sydney,Australia,50.4,78.6,72.1,42.0,0.0,185.4,免费评估
33,University of Gothenburg,Sweden,40.0,77.1,75.1,26.7,25.4,184.3,免费评估
34,莱斯特大学University of Leicester,UnitedKingdom,22.9,82.2,70.4,26.4,38.1,183.7,免费评估
35,University of Paris-Sud (Paris 11),France,27.5,85.6,73.7,23.4,31.1,182.2,免费评估
36,University of Zurich,Switzerland,37.9,75.2,81.9,21.5,31.1,182.0,免费评估
37,西北大学Northwestern University,UnitedStates,59.8,78.2,53.0,32.8,0.0,181.4,免费评估
38,诺丁汉大学University of Nottingham,UnitedKingdom,28.1,74.5,67.4,26.4,38.1,180.7,免费评估
39,西澳大学The University of Western Australia,Australia,34.0,75.0,71.5,30.4,26.9,180.6,免费评估
40,London School of Hygiene & Tropical Medicine,UnitedKingdom,25.3,87.1,92.1,49.3,0.0,180.1,免费评估
41,University of Copenhagen,Denmark,51.0,76.3,72.5,37.8,0.0,179.5,免费评估
42,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,45.0,81.8,63.7,38.5,0.0,178.1,免费评估
43,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,45.2,85.6,54.8,35.9,0.0,177.6,免费评估
44,芝加哥大学The University of Chicago,UnitedStates,35.6,80.2,60.1,23.7,25.4,176.9,免费评估
45,KU Leuven,Belgium,39.4,84.4,86.2,34.7,0.0,175.7,免费评估
46,Erasmus University Rotterdam,Netherlands,45.5,79.8,73.7,34.3,0.0,174.3,免费评估
47,麦克马斯特大学McMaster University,Canada,36.9,83.6,73.8,36.8,0.0,172.1,免费评估
48,Icahn School of Medicine at Mount Sinai,UnitedStates,42.7,80.6,64.6,34.9,0.0,171.1,免费评估
49,University of Amsterdam,Netherlands,42.2,78.2,74.1,34.9,0.0,170.1,免费评估
50,The University of Texas Health Science Center at Houston,UnitedStates,35.7,73.7,60.8,22.7,25.4,169.7,免费评估
