Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.5,534,0.88,0.81,免费评估
2,杜伦大学Durham University,3.0,497,0.8,0.74,免费评估
3,南安普顿索伦特大学Southampton Solent University,3.2,436,0.84,0.67,免费评估
4,牛津大学University of Oxford,2.7,519,0.8,0.68,免费评估
5,巴斯大学University of Bath,2.2,423,0.87,0.78,免费评估
6,圣安德鲁斯大学University of St Andrews,2.6,443,0.83,0.72,免费评估
7,诺丁汉大学University of Nottingham,3.7,382,0.73,0.77,免费评估
8,谢菲尔德大学The University of Sheffield,2.9,408,0.83,0.65,免费评估
9,利兹大学University of Leeds,2.9,421,0.77,0.68,免费评估
10,伦敦国王学院King's College London,3.2,405,0.68,0.75,免费评估
10,赫瑞瓦特大学Heriot Watt University,1.7,391,0.88,0.69,免费评估
12,曼彻斯特城市大学Manchester Metropolitan University,3.7,404,0.69,0.68,免费评估
13,爱丁堡大学The University of Edinburgh,2.5,481,0.63,0.81,免费评估
14,兰卡斯特大学Lancaster University,1.8,362,0.8,0.79,免费评估
15,英国女王大学Queen's University Belfast,2.6,379,0.76,0.72,免费评估
16,布里斯托大学University of Bristol,1.8,425,0.77,0.75,免费评估
17,伦敦大学学院University College London,2.2,453,0.75,0.69,免费评估
18,斯旺西大学Swansea University,2.2,316,0.83,0.73,免费评估
19,阿伯丁大学University of Aberdeen,2.2,340,0.84,0.66,免费评估
20,莱斯特大学University of Leicester,2.0,341,0.89,0.59,免费评估
21,肯特大学University of Kent,1.5,335,0.81,0.76,免费评估
22,阿斯顿大学Aston University,1.3,388,0.85,,免费评估
23,埃克塞特大学University of Exeter,2.3,419,0.74,0.64,免费评估
24,伯明翰大学University of Birmingham,2.2,408,0.8,0.58,免费评估
25,朴茨茅斯大学University of Portsmouth,2.3,230,0.88,,免费评估
26,伦敦大学玛丽女王学院Queen Mary University of London,3.1,340,0.8,0.55,免费评估
27,利物浦大学The University of Liverpool,2.5,342,0.73,0.69,免费评估
28,斯特林大学University of Stirling,1.6,322,,0.73,免费评估
28,卡迪夫大学Cardiff University,2.3,399,0.74,0.57,免费评估
30,伦敦大学皇家霍洛威学院Royal Holloway University of London,2.3,350,0.8,0.53,免费评估
30,思克莱德大学University of Strathclyde,1.2,382,0.8,0.62,免费评估
32,萨塞克斯大学University of Sussex,,387,0.81,0.7,免费评估
33,纽卡斯尔大学Newcastle University,2.6,450,0.72,0.43,免费评估
33,赫尔大学The University of Hull,,278,0.89,0.68,免费评估
35,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,1.4,410,0.62,0.71,免费评估
36,东英吉利大学University of East Anglia,,359,0.8,0.65,免费评估
37,诺桑比亚大学Northumbria University,,281,0.73,0.76,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,1.1,294,0.75,0.57,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,,260,0.79,0.69,免费评估
40,阿尔斯特大学University of Ulster,0.8,296,0.72,0.54,免费评估
41,罗汉普顿大学Roehampton University,1.5,224,0.73,0.52,免费评估
41,索尔福德大学University of Salford,,322,0.74,0.55,免费评估
43,利物浦约翰摩尔斯大学Liverpool John Moores University,,211,0.73,0.54,免费评估
