Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,91.4,96.7,98.5,100.0,96.4,免费评估
1,Stanford University,United States,94.8,96.1,98.3,93.2,96.4,免费评估
3,Massachusetts Institute of Technology (MIT),United States,89.8,94.3,100.0,96.2,95.6,免费评估
4,牛津大学University of Oxford,United Kingdom,93.8,92.7,98.5,95.2,95.5,免费评估
5,剑桥大学University of Cambridge,United Kingdom,91.2,93.2,99.1,96.6,95.4,免费评估
5,Wageningen University & Research,Netherlands,99.4,92.5,99.6,75.6,95.4,免费评估
7,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,96.9,95.1,95.7,84.5,94.7,免费评估
8,Tsinghua University,China (Mainland),100.0,91.5,92.7,86.4,93.6,免费评估
9,"University of California, Berkeley (UCB)",United States,88.2,90.8,99.9,86.5,93.4,免费评估
10,帝国理工学院Imperial College London,United Kingdom,94.4,93.7,92.4,87.3,92.7,免费评估
11,National University of Singapore (NUS),Singapore,87.5,92.5,96.0,85.1,91.9,免费评估
12,University of British Columbia,Canada,92.0,89.1,93.8,82.8,91.1,免费评估
13,"Nanyang Technological University, Singapore (NTU)",Singapore,90.9,96.5,89.8,81.3,90.9,免费评估
14,Delft University of Technology,Netherlands,89.8,90.3,93.5,79.6,90.4,免费评估
15,"University of California, Davis",United States,91.6,88.0,93.7,74.6,89.8,免费评估
15,Yale University,United States,88.2,94.0,89.0,86.0,89.8,免费评估
17,The University of Queensland,Australia,94.6,90.3,87.3,79.5,89.1,免费评估
18,"University of California, Los Angeles (UCLA)",United States,85.4,90.2,90.8,85.6,88.8,免费评估
19,The University of New South Wales (UNSW Sydney),Australia,92.8,90.5,84.0,85.4,88.0,免费评估
20,Cornell University,United States,89.8,88.1,88.2,81.2,87.9,免费评估
21,EPFL,Switzerland,89.2,98.0,83.2,77.5,87.8,免费评估
21,Peking University,China (Mainland),90.1,89.9,85.7,84.9,87.8,免费评估
23,Stockholm University,Sweden,95.1,94.0,85.6,60.6,87.6,免费评估
23,University of Michigan-Ann Arbor,United States,89.6,89.8,87.5,77.0,87.6,免费评估
25,The University of Melbourne,Australia,87.7,88.3,87.4,83.7,87.3,免费评估
26,Princeton University,United States,83.2,100.0,82.9,82.0,87.2,免费评估
27,California Institute of Technology (Caltech),United States,86.7,93.5,85.8,77.7,87.1,免费评估
28,McGill University,Canada,88.2,90.3,85.6,80.1,86.9,免费评估
29,The University of Tokyo,Japan,83.5,79.8,92.7,88.1,86.7,免费评估
29,利兹大学University of Leeds,United Kingdom,90.5,92.4,83.8,74.3,86.7,免费评估
31,Duke University,United States,89.4,93.2,85.0,69.1,86.6,免费评估
31,University of Toronto,Canada,87.2,86.8,87.1,82.6,86.6,免费评估
33,伦敦大学学院University College London,United Kingdom,88.7,89.2,85.3,78.5,86.4,免费评估
34,The Australian National University,Australia,90.1,91.0,82.5,80.6,86.3,免费评估
35,Columbia University,United States,87.7,90.8,83.2,82.8,86.2,免费评估
36,University of Washington,United States,92.4,90.4,83.2,67.1,85.7,免费评估
37,爱丁堡大学The University of Edinburgh,United Kingdom,82.7,90.1,85.6,81.8,85.6,免费评估
38,Technical University of Denmark,Denmark,90.9,91.5,82.2,69.8,85.5,免费评估
39,University of Wisconsin-Madison,United States,91.4,90.6,83.1,66.3,85.4,免费评估
39,Zhejiang University,China (Mainland),91.2,87.6,81.2,82.4,85.4,免费评估
41,The Hong Kong University of Science and Technology,Hong Kong SAR,83.8,92.7,84.2,75.0,85.3,免费评估
41,University of Copenhagen,Denmark,91.4,89.5,83.9,65.3,85.3,免费评估
43,埃克塞特大学University of Exeter,United Kingdom,91.8,93.9,78.1,73.9,85.1,免费评估
44,Georgia Institute of Technology,United States,84.4,91.8,83.5,75.8,85.0,免费评估
