Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,89.5%*,92.4%*,60.6%,584,94.7%,100.0,免费评估
2,剑桥大学University of Cambridge,85.3%,82.4%,57.1%,618,96.7%,98.6,免费评估
3,帝国理工学院Imperial College London,83.7%,89.2%,64.1%,564,95.1%,98.2,免费评估
4,圣安德鲁斯大学University of St Andrews,96.7%,98.5%,33.4%,499,97.3%,97.2,免费评估
5,华威大学The University of Warwick,80.3%,85.5%,54.8%,477,88.3%,92.4,免费评估
6,布拉德福德大学University of Bradford,74.2%,81.2%,49.2%,516,96.0%,92.2,免费评估
7,斯旺西大学Swansea University,90.7%,93.3%,47.5%,323,95.0%,91.7,免费评估
8,杜伦大学Durham University,80.5%,85.3%,38.8%,466,96.7%,91.6,免费评估
9,南安普顿大学University of Southampton,73.3%,85.5%,48.2%,479,94.8%,91.2,免费评估
9,曼彻斯特大学The University of Manchester,79.9%,89.9%,50.7%,451,85.2%,91.2,免费评估
11,约克大学The University of York,79.1%,84.3%,46.9%,469,89.4%,91.0,免费评估
11,埃克塞特大学University of Exeter,85.3%,89.4%,40.7%,423,,91.0,免费评估
13,谢菲尔德大学The University of Sheffield,78.8%,85.1%,51.1%,408,95.2%,90.8,免费评估
14,爱丁堡大学The University of Edinburgh,76.1%,85.9%,54.3%,499,79.5%,90.6,免费评估
15,巴斯大学University of Bath,83.8%,85.1%,33.3%,465,86.3%,89.8,免费评估
16,伯明翰大学University of Birmingham,79.5%,83.8%,46.4%,424,89.3%,89.7,免费评估
17,格拉斯哥大学University of Glasgow,78.0%,83.3%,50.3%,443,85.1%,89.6,免费评估
18,利兹大学University of Leeds,84.3%,87.7%,41.6%,402,85.6%,89.5,免费评估
19,邓迪大学University of Dundee,90.7%,94.9%,29.4%,374,82.7%,89.1,免费评估
20,伦敦大学学院University College London,61.2%,75.3%,62.7%,502,91.2%,89.0,免费评估
21,萨里大学University of Surrey,82.2%,87.2%,25.3%,410,94.1%,88.6,免费评估
22,纽卡斯尔大学Newcastle University,76.0%,84.7%,49.7%,408,85.8%,88.4,免费评估
23,伦敦大学皇家霍洛威学院Royal Holloway University of London,85.9%,85.5%,35.1%,376,84.8%,87.9,免费评估
23,思克莱德大学University of Strathclyde,78.2%,86.1%,21.1%,475,88.2%,87.9,免费评估
23,赫瑞瓦特大学Heriot Watt University,80.2%,87.5%,39.5%,414,81.3%,87.9,免费评估
23,兰卡斯特大学Lancaster University,68.1%,81.6%,44.8%,417,97.4%,87.9,免费评估
27,诺丁汉大学University of Nottingham,76.4%,83.7%,45.4%,401,86.4%,87.8,免费评估
28,利物浦大学The University of Liverpool,79.5%,84.5%,40.5%,400,84.8%,87.7,免费评估
28,阿斯顿大学Aston University,86.4%,89.4%,21.7%,362,92.1%,87.7,免费评估
30,拉夫堡大学Loughborough University,87.5%,89.7%,18.7%,366,89.4%,87.3,免费评估
30,阿伯丁大学University of Aberdeen,78.3%,80.0%,37.4%,414,87.8%,87.3,免费评估
32,肯特大学University of Kent,75.7%,84.3%,37.8%,363,92.5%,86.7,免费评估
33,东英吉利大学University of East Anglia,79.4%,89.0%,35.9%,354,81.8%,85.9,免费评估
34,Cardiff University,74.2%,83.9%,25.0%,396,92.1%,85.7,免费评估
35,英国女王大学Queen's University Belfast,77.1%,86.3%,29.5%,361,88.7%,85.6,免费评估
36,埃塞克斯大学University of Essex,77.2%,83.8%,21.6%,364,90.8%,84.8,免费评估
37,埃塞克斯大学University of Essex,82.9%,87.2%,34.3%,309,78.6%,84.5,免费评估
38,亚伯大学Aberystwyth University,77.7%,80.6%,38.4%,297,89.2%,84.4,免费评估
39,赫尔大学The University of Hull,83.0%,84.3%,22.2%,324,84.9%,84.2,免费评估
39,伦敦国王学院King's College London,64.7%,72.6%,47.6%,422,83.6%,84.2,免费评估
41,基尔大学Keele University,85.9%,91.8%,10.8%,361,75.9%,83.9,免费评估
42,伦敦城市大学City University London,84.1%,84.5%,19.2%,369,75.7%,83.8,免费评估
43,University of Lincoln,82.6%,87.5%,13.6%,334,80.3%,83.0,免费评估
44,牛津布鲁克斯大学Oxford Brookes University,78.6%,83.2%,13.0%,434,70.5%,82.5,免费评估
45,伦敦大学玛丽女王学院Queen Mary University of London,67.3%,76.3%,37.4%,374,82.2%,82.4,免费评估
45,班戈大学Bangor University,84.1%,81.4%,17.6%,277,86.4%,82.4,免费评估
47,莱斯特大学University of Leicester,68.8%,71.1%,30.2%,390,85.9%,82.3,免费评估
48,雷丁大学University of Reading,68.8%,80.5%,16.3%,356,89.7%,81.5,免费评估
48,布鲁内尔大学Brunel University,74.7%,81.3%,25.2%,351,75.7%,81.5,免费评估
50,Coventry University,88.8%,90.9%,3.3%,302,71.9%,81.2,免费评估
51,西英格兰大学University of the West of England,80.4%,80.8%,5.9%,326,83.7%,81.0,免费评估
52,北安普顿大学The University of Northampton,88.1%,88.7%,,285,77.2%,80.8,免费评估
52,艾芝西尔大学Edge Hill University,89.6%,90.7%,0.3%,305,70.1%,80.8,免费评估
54,阿伯泰邓迪大学University of Abertay Dundee,82.5%,83.6%,3.4%,377,69.9%,80.7,免费评估
55,伦敦大学金史密斯学院Goldsmiths University of London,77.2%,78.2%,29.2%,337,66.2%,80.2,免费评估
56,普利茅斯大学University of Plymouth,76.9%,79.0%,21.8%,313,74.6%,80.1,免费评估
57,中央兰开夏大学University of Central Lancashire,81.6%,86.2%,,332,75.0%,80.0,免费评估
58,阿尔斯特大学University of Ulster,77.8%,82.7%,16.6%,300,73.5%,79.6,免费评估
59,哈德斯菲尔德大学University of Huddersfield,81.2%,78.7%,7.4%,348,69.9%,79.4,免费评估
60,德蒙福特大学De Montfort University,71.5%,78.8%,13.4%,306,82.7%,79.0,免费评估
61,斯特林大学University of Stirling,65.9%,73.7%,14.0%,354,85.4%,78.9,免费评估
61,德比大学University of Derby,80.9%,80.1%,5.0%,305,75.0%,78.9,免费评估
63,伯恩茅斯大学Bournemouth University,72.6%,75.6%,8.5%,328,81.8%,78.7,免费评估
