Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
52,University of British Columbia,Canada,54.5,90.4,50.2,72.2,34.9,57.7,免费评估
52,Sorbonne University,France,63.6,57.2,60.1,40.6,37.0,57.7,免费评估
54,University of Notre Dame,United States,61.4,31.1,61.1,54.8,36.1,57.4,免费评估
55,Brown University,United States,65.7,33.1,55.0,56.4,34.7,57.1,免费评估
56,University of Freiburg,Germany,57.4,71.0,50.5,54.2,100.0,56.4,免费评估
57,伦敦大学亚非学院SOAS University of London,United Kingdom,60.7,72.1,51.7,50.1,34.9,56.0,免费评估
58,Northwestern University,United States,57.4,31.8,52.0,67.8,68.3,55.3,免费评估
59,University of Texas at Austin,United States,57.4,19.4,56.1,66.8,41.4,55.1,免费评估
60,Carnegie Mellon University,United States,48.6,67.4,46.7,88.7,37.6,55.0,免费评估
61,"University of California, San Diego",United States,51.3,46.0,52.1,69.0,82.1,54.6,免费评估
62,谢菲尔德大学The University of Sheffield,United Kingdom,53.8,76.5,47.5,65.3,36.0,54.4,免费评估
63,University of Helsinki,Finland,49.8,44.2,62.3,53.4,34.9,54.2,免费评估
64,Chinese University of Hong Kong,Hong Kong,56.2,90.5,45.0,51.7,64.2,54.1,免费评估
65,伯明翰大学University of Birmingham,United Kingdom,55.5,53.8,52.0,58.7,34.8,54.0,免费评估
66,Sapienza University of Rome,Italy,56.1,28.6,57.4,49.5,54.6,53.5,免费评估
67,Hebrew University of Jerusalem,Israel,51.7,60.6,54.1,53.2,35.1,53.1,免费评估
67,利兹大学University of Leeds,United Kingdom,53.2,57.7,49.7,61.7,37.2,53.1,免费评估
69,Ohio State University (Main campus),United States,51.9,35.6,49.4,75.4,34.8,52.8,免费评估
70,Utrecht University,Netherlands,43.7,54.7,55.0,63.7,61.5,52.2,免费评估
71,University of Pittsburgh-Pittsburgh campus,United States,47.0,20.7,56.2,65.2,35.7,50.9,免费评估
72,Lomonosov Moscow State University,Russian Federation,64.0,72.1,38.8,36.2,55.8,50.8,免费评估
73,University of North Carolina at Chapel Hill,United States,49.4,19.5,55.8,56.4,34.8,50.2,免费评估
74,University of Groningen,Netherlands,41.4,85.8,44.6,67.4,50.4,50.1,免费评估
74,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,45.5,61.6,47.4,65.0,34.7,50.1,免费评估
76,University of Copenhagen,Denmark,40.3,61.9,48.7,67.0,59.9,49.6,免费评估
76,University of Geneva,Switzerland,44.1,93.5,44.0,54.8,53.7,49.6,免费评估
78,Scuola Normale Superiore di Pisa,Italy,67.2,14.7,46.2,32.4,37.5,49.4,免费评估
79,University of Washington,United States,50.0,50.4,41.8,68.5,34.7,49.3,免费评估
80,University of Arizona,United States,40.5,27.7,50.2,76.7,36.6,48.5,免费评估
81,University of Southern California,United States,47.4,35.0,43.9,71.0,36.8,48.4,免费评估
82,"University of California, Santa Barbara",United States,44.7,41.4,43.9,71.8,38.7,48.1,免费评估
83,埃克塞特大学University of Exeter,United Kingdom,43.3,71.2,43.0,62.5,38.3,48.0,免费评估
84,Ghent University,Belgium,37.2,55.6,47.7,64.3,87.3,47.9,免费评估
85,University of Zurich,Switzerland,37.7,79.1,45.0,61.2,49.0,47.4,免费评估
86,格拉斯哥大学University of Glasgow,United Kingdom,41.9,67.4,45.2,56.5,34.8,47.1,免费评估
87,University of Illinois at Urbana-Champaign,United States,45.1,36.0,45.5,60.8,42.0,46.9,免费评估
87,"University of Maryland, College Park",United States,41.6,20.7,45.1,79.7,36.1,46.9,免费评估
89,The University of Queensland,Australia,43.0,84.4,32.9,71.1,53.2,46.7,免费评估
90,Université Catholique de Louvain,Belgium,40.0,74.4,47.1,40.2,83.2,46.3,免费评估
91,布里斯托大学University of Bristol,United Kingdom,37.2,68.4,42.6,67.6,34.7,46.1,免费评估
92,Aarhus University,Denmark,34.5,58.6,43.5,66.5,87.0,45.8,免费评估
92,"伦敦大学伯克贝克学院Birkbeck, University Of London",United Kingdom,38.6,80.1,36.6,71.0,34.8,45.8,免费评估
92,Fudan University,China,54.3,65.2,33.0,48.0,38.1,45.8,免费评估
95,University of Oslo,Norway,40.0,61.8,43.0,60.0,37.5,45.7,免费评估
96,Radboud University Nijmegen,Netherlands,37.7,66.8,45.1,57.7,37.4,45.6,免费评估
97,University of Hamburg,Germany,40.0,40.8,45.8,51.4,100.0,45.5,免费评估
98,Georgetown University,United States,50.9,23.0,34.8,70.5,39.6,45.4,免费评估
98,Indiana University,United States,43.9,30.6,43.8,60.2,46.0,45.4,免费评估
100,Macquarie University,Australia,39.1,72.9,37.4,62.3,71.5,45.3,免费评估
