Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226.0,4.25,3.2,86.0,100.0,免费评估
2,肯特大学University of Kent,,4.19,3.24,82.0,96.3,免费评估
3,杜伦大学Durham University,198.0,4.06,2.98,86.0,96.3,免费评估
4,曼彻斯特大学The University of Manchester,168.0,4.22,3.16,86.0,96.1,免费评估
5,伯明翰大学University of Birmingham,160.0,4.03,2.9,96.0,95.6,免费评估
6,牛津大学University of Oxford,201.0,4.17,2.88,76.0,95.0,免费评估
7,埃克塞特大学University of Exeter,169.0,4.16,2.84,86.0,94.1,免费评估
8,华威大学The University of Warwick,169.0,4.14,3.09,74.0,93.8,免费评估
9,爱丁堡大学The University of Edinburgh,175.0,4.1,2.96,76.0,92.9,免费评估
10,巴斯大学University of Bath,156.0,4.0,2.81,84.0,92.2,免费评估
11,赫尔大学The University of Hull,,4.35,2.8,76.0,92.0,免费评估
12,布里斯托大学University of Bristol,163.0,3.9,2.89,76.0,91.8,免费评估
13,格拉斯哥大学University of Glasgow,172.0,4.3,2.71,,91.7,免费评估
14,思克莱德大学University of Strathclyde,217.0,4.02,,76.0,91.4,免费评估
15,伦敦大学学院University College London,178.0,3.44,3.0,68.0,91.0,免费评估
16,曼彻斯特城市大学Manchester Metropolitan University,,4.41,3.07,62.0,90.9,免费评估
17,卡迪夫大学Cardiff University,149.0,4.15,3.21,64.0,90.7,免费评估
18,伦敦大学皇家霍洛威学院Royal Holloway University of London,141.0,3.88,3.13,64.0,90.1,免费评估
19,埃塞克斯大学University of Essex,117.0,4.07,3.2,72.0,90.0,免费评估
20,利兹大学University of Leeds,155.0,4.18,2.91,64.0,89.8,免费评估
21,利物浦大学The University of Liverpool,122.0,3.99,2.95,66.0,88.2,免费评估
22,莱斯特大学University of Leicester,134.0,4.47,2.49,68.0,88.1,免费评估
23,雷丁大学University of Reading,137.0,4.05,2.96,56.0,88.1,免费评估
24,诺丁汉特伦特大学Nottingham Trent University,,4.52,2.64,62.0,86.9,免费评估
