Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,巴斯大学University of Bath,71.0,4.4,366.0,95,100.0,免费评估
2,约克大学The University of York,79.0,3.5,368.0,88,98.5,免费评估
3,萨塞克斯大学University of Sussex,86.0,2.8,,98,98.3,免费评估
4,肯特大学University of Kent,83.0,4.0,279.0,88,95.4,免费评估
5,英国女王大学Queen's University Belfast,79.0,3.0,340.0,91,95.2,免费评估
6,谢菲尔德大学The University of Sheffield,70.0,3.2,373.0,88,93.7,免费评估
7,基尔大学Keele University,79.0,2.9,300.0,95,93.1,免费评估
8,格拉摩根大学University of Glamorgan,82.0,1.8,,100,91.7,免费评估
9,兰卡斯特大学Lancaster University,61.0,3.1,366.0,98,91.7,免费评估
10,利兹大学University of Leeds,77.0,4.1,343.0,63,91.1,免费评估
11,思克莱德大学University of Strathclyde,83.0,1.6,331.0,88,90.2,免费评估
12,布里斯托大学University of Bristol,74.0,3.1,356.0,75,90.1,免费评估
13,斯特林大学University of Stirling,78.0,2.4,,88,88.2,免费评估
14,米德塞斯大学Middlesex University,72.0,1.9,,100,86.4,免费评估
15,布拉德福德大学University of Bradford,76.0,2.2,271.0,92,86.3,免费评估
16,赫尔大学The University of Hull,76.0,1.9,276.0,92,85.7,免费评估
17,伯明翰大学University of Birmingham,77.0,2.8,302.0,70,85.2,免费评估
18,雷丁大学University of Reading,72.0,1.9,,95,84.6,免费评估
19,东英吉利大学University of East Anglia,80.0,2.4,277.0,75,84.5,免费评估
20,阿尔斯特大学University of Ulster,78.0,2.5,254.0,80,83.9,免费评估
21,贝德福德大学University of Bedfordshire,80.0,1.9,,78,83.7,免费评估
22,切斯特大学University of Chester,84.0,0.6,262.0,95,83.7,免费评估
23,诺桑比亚大学Northumbria University,85.0,1.5,264.0,80,83.6,免费评估
24,爱丁堡大学The University of Edinburgh,46.0,3.8,375.0,80,83.2,免费评估
25,哈德斯菲尔德大学University of Huddersfield,77.0,2.1,256.0,83,82.8,免费评估
26,林肯大学University of Lincoln,78.0,1.5,254.0,89,82.3,免费评估
27,斯旺西大学Swansea University,63.0,2.5,,96,82.3,免费评估
28,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,83.0,,289.0,91,82.1,免费评估
29,罗伯特高登大学The Robert Gordon University,85.0,,276.0,90,82.0,免费评估
30,纽波特大学University of Wales Newport,74.0,1.7,,86,81.8,免费评估
31,考文垂大学Coventry University,76.0,1.2,281.0,84,81.5,免费评估
32,西英格兰大学University of the West of England,77.0,0.9,,91,81.3,免费评估
33,邓迪大学University of Dundee,67.0,1.5,275.0,96,81.0,免费评估
34,南安普顿索伦特大学Southampton Solent University,77.0,,279.0,98,80.8,免费评估
35,伦敦大学金史密斯学院Goldsmiths University of London,79.0,1.8,,75,80.6,免费评估
36,西苏格兰大学University of the West of Scotland,,1.9,296.0,75,80.6,免费评估
37,德蒙福特大学De Montfort University,75.0,1.3,222.0,95,79.9,免费评估
38,牛津布鲁克斯大学Oxford Brookes University,83.0,,310.0,76,79.7,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,70.0,2.8,207.0,84,78.9,免费评估
40,谢菲尔德哈莱姆大学Sheffield Hallam University,67.0,1.7,265.0,87,78.6,免费评估
41,伦敦南岸大学London South Bank University,67.0,2.8,,73,78.1,免费评估
42,赫特福德大学University of Hertfordshire,70.0,0.6,228.0,97,75.8,免费评估
43,曼彻斯特大学The University of Manchester,59.0,2.4,,84,75.7,免费评估
44,威尔士大学卡迪夫学院UWIC,79.0,,208.0,93,75.3,免费评估
45,中央兰开夏大学University of Central Lancashire,67.0,1.9,226.0,81,75.1,免费评估
46,蒂赛德大学Teesside University,79.0,,281.0,72,74.6,免费评估
47,索尔福德大学University of Salford,63.0,1.9,282.0,69,74.1,免费评估
48,布鲁内尔大学Brunel University,57.0,1.5,277.0,86,73.7,免费评估
49,金斯顿大学Kingston University,71.0,,232.0,93,73.0,免费评估
50,朴茨茅斯大学University of Portsmouth,62.0,,275.0,92,72.0,免费评估
51,剑桥安鲁大学Anglia Ruskin University,63.0,1.4,239.0,80,71.9,免费评估
52,格罗斯特大学University of Gloucestershire,72.0,0.4,240.0,78,71.5,免费评估
53,伦敦都市大学London Metropolitan University,69.0,2.2,,60,71.5,免费评估
54,普利茅斯大学University of Plymouth,57.0,2.1,250.0,73,70.6,免费评估
55,普利茅斯大学University of Plymouth,81.0,,204.0,72,69.9,免费评估
