Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,林肯大学University of Lincoln,100.0,96.0,95.3,94.0,19.5,4,132.0,7,74.0,免费评估
2,阿尔斯特大学University of Ulster,94.1,99.1,91.1,86.8,20.3,6,121.0,9,67.0,免费评估
3,考文垂大学Coventry University,89.3,87.1,88.3,72.3,16.9,8,135.0,7,,免费评估
4,牛津布鲁克斯大学Oxford Brookes University,88.5,86.0,81.1,72.9,15.7,8,140.0,7,74.0,免费评估
5,德比大学University of Derby,86.9,90.1,88.7,86.1,12.0,9,130.0,5,60.0,免费评估
6,伯明翰大学University of Birmingham,86.7,80.6,78.7,76.0,16.4,10,165.0,4,,免费评估
7,赫特福德大学University of Hertfordshire,84.8,88.0,89.7,79.7,18.6,5,120.0,5,68.0,免费评估
8,德蒙福特大学De Montfort University,84.2,77.8,79.8,77.5,14.1,6,124.0,7,,免费评估
9,桑德兰大学University of Sunderland,82.8,93.9,95.3,94.7,23.3,10,99.0,4,69.0,免费评估
10,曼彻斯特城市大学Manchester Metropolitan University,82.2,83.2,81.9,77.4,13.4,9,135.0,4,62.0,免费评估
11,谢菲尔德哈莱姆大学Sheffield Hallam University,81.0,87.0,84.7,76.3,16.3,8,114.0,8,66.0,免费评估
12,哈德斯菲尔德大学University of Huddersfield,80.5,88.1,82.7,76.2,17.0,4,138.0,6,,免费评估
13,伯恩茅斯大学Bournemouth University,80.4,83.8,80.0,67.0,17.0,9,121.0,8,68.0,免费评估
14,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,80.2,89.0,91.7,82.0,23.9,3,154.0,10,,免费评估
15,格林威治大学The University of Greenwich,79.5,82.0,80.3,82.2,22.3,4,146.0,8,61.0,免费评估
16,萨里大学University of Surrey,78.7,78.8,72.5,58.0,25.2,6,160.0,8,64.0,免费评估
17,威斯敏斯特大学University of Westminster,78.4,82.2,80.2,74.1,23.2,6,141.0,4,,免费评估
17,温切斯特大学University of Winchester,78.4,89.0,87.6,77.0,18.3,3,105.0,8,,免费评估
19,利兹贝克特大学Leeds Beckett University,76.6,88.9,86.0,78.6,18.6,4,117.0,4,70.0,免费评估
20,朴茨茅斯大学University of Portsmouth,74.9,65.7,69.4,72.1,20.5,4,101.0,9,,免费评估
21,切斯特大学University of Chester,74.4,92.0,88.7,81.8,18.0,4,116.0,5,59.0,免费评估
22,中央兰开夏大学University of Central Lancashire,73.5,81.2,81.6,80.6,19.9,4,125.0,6,60.0,免费评估
23,北安普顿大学The University of Northampton,72.6,84.5,81.7,82.0,17.2,10,105.0,6,61.0,免费评估
24,龙比亚大学Napier University,72.2,79.0,76.0,73.6,16.7,5,140.0,8,51.0,免费评估
25,圣大卫三一学院University of Wales Trinity Saint David,71.2,85.5,81.4,79.9,18.6,2,105.0,4,59.0,免费评估
26,伦敦南岸大学London South Bank University,71.0,73.2,76.1,72.7,18.4,6,99.0,3,75.0,免费评估
27,泰晤士河谷大学Thames Valley University,70.0,87.0,81.3,71.8,20.6,8,120.0,5,56.0,免费评估
28,普利茅斯大学University of Plymouth,69.7,82.7,76.4,74.7,21.3,5,120.0,8,54.0,免费评估
29,利物浦约翰摩尔斯大学Liverpool John Moores University,69.6,86.1,78.7,75.5,25.5,4,144.0,8,55.0,免费评估
30,索尔福德大学University of Salford,69.1,77.6,71.4,73.9,23.4,4,123.0,9,,免费评估
30,奇切斯特大学University of Chichester,69.1,86.3,81.4,64.9,14.1,3,117.0,2,,免费评估
32,玛格丽特女王大学Queen Margaret University,69.0,85.1,82.1,73.8,14.7,3,129.0,5,61.0,免费评估
33,罗伯特高登大学The Robert Gordon University,68.6,88.9,81.7,69.2,22.9,2,141.0,5,62.0,免费评估
34,Canterbury Christ Church,67.5,85.9,84.6,69.2,22.5,6,106.0,4,,免费评估
35,Arts Uni Bournemouth,67.3,78.9,80.7,74.2,23.7,6,117.0,4,,免费评估
36,剑桥安鲁大学Anglia Ruskin University,66.3,91.5,84.4,71.9,24.1,8,106.0,6,,免费评估
37,利物浦霍普大学Liverpool Hope University,64.4,87.2,88.2,66.2,10.1,2,110.0,1,,免费评估
38,南威尔士大学The University of South Wales,63.2,66.0,75.7,74.4,18.9,3,112.0,5,,免费评估
39,米德塞斯大学Middlesex University,61.8,81.4,79.0,69.0,18.2,6,,1,,免费评估
39,伦敦都市大学London Metropolitan University,61.8,74.0,82.1,73.7,21.6,4,98.0,8,52.0,免费评估
41,卡迪夫都市大学Cardiff Metropolitan University,60.7,73.0,67.1,57.9,13.7,6,118.0,6,56.0,免费评估
42,西苏格兰大学University of the West of Scotland,59.9,83.8,77.9,79.4,37.3,7,120.0,3,67.0,免费评估
43,布莱顿大学University of Brighton,58.1,75.3,79.2,76.2,22.4,3,116.0,4,52.0,免费评估
44,东伦敦大学University of East London,51.9,66.1,74.8,69.2,30.6,2,98.0,3,59.0,免费评估
45,Bucks New Uni,46.1,61.6,70.0,67.2,18.8,8,108.0,1,53.0,免费评估
46,贝德福德大学University of Bedfordshire,36.3,73.6,74.2,71.5,30.0,5,73.0,3,52.0,免费评估
