Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,93.6,99.0,55.1,100.0,100.0,315.4,免费评估
2,Stanford University,UnitedStates,72.4,100.0,54.7,86.9,63.2,263.6,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,92.3,83.1,62.2,68.8,0.0,255.1,免费评估
4,牛津大学University of Oxford,UnitedKingdom,100.0,79.7,60.2,49.6,0.0,245.4,免费评估
5,Princeton University,UnitedStates,65.3,100.0,42.4,82.7,44.7,243.9,免费评估
6,Columbia University,UnitedStates,76.1,76.7,49.7,72.5,68.3,243.7,免费评估
7,Yale University,UnitedStates,65.5,94.2,48.7,81.6,51.6,242.2,免费评估
8,New York University,UnitedStates,69.7,83.0,56.1,74.9,44.7,235.5,免费评估
9,"University of California, Berkeley",UnitedStates,64.7,80.8,57.9,57.7,68.3,214.6,免费评估
10,University of Michigan-Ann Arbor,UnitedStates,63.6,89.0,50.1,53.0,63.2,210.6,免费评估
11,Georgetown University,UnitedStates,68.7,80.2,41.2,56.2,0.0,203.5,免费评估
12,Duke University,UnitedStates,56.0,96.8,57.3,62.1,0.0,200.2,免费评估
13,"University of California, San Diego",UnitedStates,48.2,100.0,52.5,62.1,36.5,196.9,免费评估
14,The George Washington University,UnitedStates,66.8,72.1,45.6,51.3,0.0,192.1,免费评估
15,University of Chicago,UnitedStates,49.5,95.9,44.7,64.9,0.0,191.6,免费评估
16,伦敦国王学院King's College London,UnitedKingdom,79.6,63.5,50.6,32.4,0.0,188.6,免费评估
17,University of Pennsylvania,UnitedStates,55.8,79.9,39.2,60.7,0.0,188.2,免费评估
18,University of Wisconsin - Madison,UnitedStates,50.2,86.9,47.8,63.5,0.0,187.1,免费评估
19,The University of Texas at Austin,UnitedStates,51.4,86.7,47.7,60.7,0.0,185.9,免费评估
20,University of Amsterdam,Netherlands,70.2,92.4,66.5,22.9,0.0,181.1,免费评估
21,Aarhus University,Denmark,58.0,92.3,63.2,39.7,0.0,179.2,免费评估
22,Massachusetts Institute of Technology (MIT),UnitedStates,47.1,100.0,47.6,53.0,0.0,178.3,免费评估
23,伦敦大学学院University College London,UnitedKingdom,61.3,81.1,59.2,37.5,0.0,175.9,免费评估
24,Pennsylvania State University - University Park,UnitedStates,51.2,91.8,49.4,47.8,0.0,175.4,免费评估
24,"University of California, Los Angeles",UnitedStates,50.5,82.1,43.8,43.9,51.6,175.4,免费评估
24,"University of Maryland, College Park",UnitedStates,54.3,78.3,51.7,49.6,0.0,175.4,免费评估
27,Texas A&M University,UnitedStates,44.6,91.1,50.9,57.7,0.0,175.3,免费评估
28,埃塞克斯大学University of Essex,UnitedKingdom,52.5,84.2,82.6,43.9,0.0,173.1,免费评估
29,Vanderbilt University,UnitedStates,40.7,92.5,35.9,62.1,0.0,173.0,免费评估
30,The Australian National University,Australia,80.2,67.8,53.2,13.2,0.0,172.8,免费评估
31,University of Zurich,Switzerland,48.0,100.0,77.4,41.9,0.0,171.6,免费评估
32,The Ohio State University - Columbus,UnitedStates,46.0,97.9,48.0,47.8,0.0,170.5,免费评估
33,华威大学The University of Warwick,UnitedKingdom,63.3,77.9,55.1,29.6,0.0,169.1,免费评估
34,Cornell University,UnitedStates,49.9,82.3,42.6,47.8,0.0,167.9,免费评估
35,Uppsala University,Sweden,49.9,91.2,61.9,39.7,0.0,166.3,免费评估
36,University of Mannheim,Germany,48.1,91.5,81.4,37.5,0.0,163.5,免费评估
37,University of Gothenburg,Sweden,55.0,88.6,69.1,29.6,0.0,163.3,免费评估
38,University of Toronto,Canada,63.1,71.4,59.6,26.5,0.0,162.8,免费评估
39,"University of Minnesota, Twin Cities",UnitedStates,48.3,82.7,44.0,43.9,0.0,162.1,免费评估
40,University of British Columbia,Canada,51.1,90.7,70.4,32.4,0.0,161.4,免费评估
41,Washington University in St. Louis,UnitedStates,40.4,82.6,48.9,54.6,0.0,161.3,免费评估
42,University of North Carolina at Chapel Hill,UnitedStates,48.3,83.4,45.8,41.9,0.0,160.6,免费评估
43,University of Oslo,Norway,56.1,75.2,62.5,32.4,0.0,160.4,免费评估
44,University of Virginia,UnitedStates,44.2,76.9,30.0,51.3,0.0,159.0,免费评估
45,Indiana University Bloomington,UnitedStates,45.9,80.7,45.6,37.5,36.5,158.6,免费评估
46,Brown University,UnitedStates,46.6,75.7,48.7,45.9,0.0,158.5,免费评估
47,European University Institute,Italy,65.8,78.7,70.4,0.0,63.2,157.7,免费评估
48,American University,UnitedStates,57.1,68.5,41.2,32.4,0.0,156.4,免费评估
49,剑桥大学University of Cambridge,UnitedKingdom,71.2,63.0,46.4,13.2,0.0,156.2,免费评估
49,University of Sydney,Australia,59.4,64.0,55.0,29.6,0.0,156.2,免费评估
