Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,90.7,45.0,456,,100.0,免费评估
2,伯明翰大学University of Birmingham,84.5,28.3,419,85.7,91.6,免费评估
3,曼彻斯特大学The University of Manchester,78.5,45.0,461,54.4,90.1,免费评估
4,肯特大学University of Kent,90.9,41.7,362,50.0,88.5,免费评估
5,东英吉利大学University of East Anglia,88.5,30.0,431,52.2,87.6,免费评估
6,萨塞克斯大学University of Sussex,84.3,40.0,414,49.6,87.5,免费评估
7,莱斯特大学University of Leicester,88.6,30.0,402,56.7,87.0,免费评估
8,诺丁汉大学University of Nottingham,79.0,31.7,402,53.9,82.3,免费评估
9,赫尔大学The University of Hull,91.7,25.0,357,47.6,82.2,免费评估
10,利物浦大学The University of Liverpool,74.2,21.7,369,81.8,80.9,免费评估
11,基尔大学Keele University,85.7,23.3,349,54.9,80.0,免费评估
12,埃塞克斯大学University of Essex,79.6,25.0,364,,77.0,免费评估
13,朴茨茅斯大学University of Portsmouth,86.2,25.0,290,43.8,75.1,免费评估
14,斯旺西大学Swansea University,71.4,16.7,340,52.5,69.8,免费评估
15,坎特伯雷大学Canterbury Christ Church University,75.1,,259,31.0,56.8,免费评估
