Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,卡迪夫大学Cardiff University,89.2,31.7,445.0,95.7,100.0,免费评估
2,诺丁汉大学University of Nottingham,87.6,20.0,419.0,97.0,95.1,免费评估
3,基尔大学Keele University,88.2,23.3,376.0,100.0,94.5,免费评估
4,利物浦大学The University of Liverpool,88.8,20.0,400.0,89.3,92.7,免费评估
5,伯明翰大学University of Birmingham,89.3,10.0,449.0,95.2,92.2,免费评估
5,罗伯特高登大学The Robert Gordon University,84.7,,485.0,85.7,92.2,免费评估
7,牛津布鲁克斯大学Oxford Brookes University,86.6,16.7,398.0,94.4,92.0,免费评估
8,布鲁内尔大学Brunel University,94.8,15.0,383.0,83.0,91.8,免费评估
9,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,74.4,30.0,443.0,89.6,90.8,免费评估
10,伦敦国王学院King's College London,81.3,15.0,425.0,93.9,90.4,免费评估
11,蒂赛德大学Teesside University,90.0,6.7,408.0,88.9,90.3,免费评估
12,布拉德福德大学University of Bradford,90.1,16.7,353.0,90.9,90.2,免费评估
13,约克圣约翰大学York St John University,95.6,13.3,368.0,89.3,89.6,免费评估
13,诺桑比亚大学Northumbria University,85.3,1.7,384.0,93.9,89.6,免费评估
15,西英格兰大学University of the West of England,83.8,31.7,356.0,83.7,89.4,免费评估
16,东英吉利大学University of East Anglia,89.9,5.0,396.0,88.2,89.0,免费评估
16,索尔福德大学University of Salford,90.5,15.0,383.0,80.0,89.0,免费评估
18,布莱顿大学University of Brighton,91.8,5.0,354.0,93.8,88.9,免费评估
19,考文垂大学Coventry University,90.5,6.7,372.0,88.4,88.4,免费评估
19,谢菲尔德哈莱姆大学Sheffield Hallam University,89.1,8.3,373.0,89.3,88.4,免费评估
21,东伦敦大学University of East London,86.1,16.7,307.0,97.4,87.3,免费评估
22,Kingston/St George's,87.4,11.7,362.0,82.8,86.2,免费评估
23,伯恩茅斯大学Bournemouth University,89.4,,367.0,88.9,86.0,免费评估
24,普利茅斯大学University of Plymouth,83.9,3.3,369.0,91.3,84.9,免费评估
25,赫特福德大学University of Hertfordshire,82.7,,385.0,89.2,83.8,免费评估
26,阿尔斯特大学University of Ulster,87.3,31.0,365.0,52.2,83.7,免费评估
27,南安普顿大学University of Southampton,74.9,8.3,437.0,82.8,83.6,免费评估
28,曼彻斯特城市大学Manchester Metropolitan University,82.5,13.5,385.0,72.5,83.1,免费评估
29,玛格丽特女王大学Queen Margaret University,84.8,1.7,,85.7,83.0,免费评估
30,利兹都会大学Leeds Metropolitan University,90.4,3.3,332.0,72.0,81.2,免费评估
31,中央兰开夏大学University of Central Lancashire,78.7,13.3,332.0,82.1,80.5,免费评估
32,哥比亚大学University of Cumbria,86.5,0.0,307.0,71.4,76.9,免费评估
