Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,伦敦大学玛丽女王学院Queen Mary University of London,100.0,92.0,95.0,72.0,12.8,10.0,396.0,7.0,75.0,免费评估
2,市政厅音乐及戏剧学院Guildhall School of Music and Drama,98.2,,,,8.3,9.0,373.0,9.0,60.0,免费评估
3,三一拉邦艺术学院Trinity Laban Conservatoire of Music and Dance,97.9,90.0,85.0,66.0,8.8,,319.0,9.0,88.0,免费评估
4,东英吉利大学University of East Anglia,95.1,95.0,96.0,71.0,15.1,10.0,426.0,7.0,,免费评估
5,兰卡斯特大学Lancaster University,93.9,74.0,86.0,60.0,11.8,10.0,406.0,8.0,74.0,免费评估
6,伯明翰大学University of Birmingham,93.5,83.0,92.0,63.0,12.3,10.0,411.0,7.0,68.0,免费评估
7,华威大学The University of Warwick,90.6,96.0,97.0,63.0,13.9,8.0,433.0,6.0,59.0,免费评估
8,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",90.3,92.0,92.0,77.0,16.7,6.0,349.0,8.0,72.0,免费评估
9,舞蹈与戏剧艺术学院Conservatoire for Dance and Drama,90.2,86.0,89.0,70.0,12.4,,,9.0,57.0,免费评估
10,格拉斯哥大学University of Glasgow,89.8,94.0,96.0,82.0,10.3,6.0,443.0,7.0,43.0,免费评估
11,苏格兰皇家音乐学院Royal Conservatoire of Scotland,85.7,,,,9.8,8.0,282.0,,67.0,免费评估
12,布里斯托大学University of Bristol,83.4,63.0,75.0,55.0,13.9,9.0,475.0,7.0,62.0,免费评估
13,肯特大学University of Kent,82.4,90.0,90.0,71.0,15.6,8.0,370.0,6.0,55.0,免费评估
14,埃塞克斯大学University of Essex,81.8,88.0,94.0,67.0,21.3,10.0,343.0,9.0,49.0,免费评估
15,罗斯布鲁弗学院Rose Bruford College,81.3,83.0,88.0,66.0,16.9,5.0,312.0,8.0,72.0,免费评估
16,萨里大学University of Surrey,80.2,80.0,86.0,50.0,14.8,9.0,356.0,8.0,58.0,免费评估
17,伦敦大学皇家霍洛威学院Royal Holloway University of London,80.0,88.0,93.0,65.0,12.6,6.0,417.0,7.0,45.0,免费评估
18,拉夫堡大学Loughborough University,76.5,86.0,90.0,64.0,16.2,7.0,394.0,7.0,45.0,免费评估
19,萨塞克斯大学University of Sussex,76.1,91.0,97.0,80.0,20.0,2.0,405.0,8.0,,免费评估
20,哈德斯菲尔德大学University of Huddersfield,74.7,85.0,88.0,74.0,16.2,5.0,301.0,6.0,60.0,免费评估
21,卡迪夫都市大学Cardiff Metropolitan University,73.9,87.0,91.0,85.0,17.7,7.0,279.0,5.0,49.0,免费评估
22,考文垂大学Coventry University,72.9,91.0,95.0,68.0,18.8,3.0,299.0,9.0,51.0,免费评估
23,布鲁内尔大学Brunel University,72.8,86.0,90.0,81.0,14.4,6.0,340.0,3.0,43.0,免费评估
24,诺桑比亚大学Northumbria University,72.7,85.0,87.0,71.0,13.9,6.0,305.0,8.0,42.0,免费评估
25,布莱顿大学University of Brighton,71.8,65.0,79.0,71.0,14.0,8.0,276.0,,,免费评估
25,利兹大学University of Leeds,71.8,86.0,88.0,76.0,23.8,4.0,366.0,7.0,64.0,免费评估
27,伯明翰城市大学Birmingham City University,71.6,87.0,90.0,61.0,19.9,8.0,309.0,7.0,49.0,免费评估
28,伦敦艺术大学University of the Arts London,70.7,68.0,78.0,64.0,19.0,9.0,304.0,7.0,55.0,免费评估
