Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,巴斯大学University of Bath,86.8,48.3,419.0,78.7,100.0,免费评估
2,利兹大学University of Leeds,90.1,45.0,396.0,73.1,97.9,免费评估
3,斯旺西大学Swansea University,86.6,26.7,,96.7,95.6,免费评估
4,兰卡斯特大学Lancaster University,85.3,33.3,396.0,85.1,95.1,免费评估
5,英国女王大学Queen's University Belfast,87.5,31.7,367.0,86.8,94.4,免费评估
6,谢菲尔德大学The University of Sheffield,82.6,35.0,,87.8,93.4,免费评估
7,伯明翰大学University of Birmingham,85.3,30.0,356.0,85.5,91.8,免费评估
8,埃塞克斯大学University of Essex,83.0,30.0,369.0,85.1,91.4,免费评估
9,布拉德福德大学University of Bradford,90.4,33.3,411.0,56.3,91.3,免费评估
10,约克大学The University of York,74.4,38.3,416.0,79.3,91.1,免费评估
11,格拉斯哥大学University of Glasgow,88.8,16.7,,88.5,90.3,免费评估
12,斯特林大学University of Stirling,82.7,25.0,,89.3,90.0,免费评估
13,思克莱德大学University of Strathclyde,90.3,16.7,,82.5,89.3,免费评估
14,波尔顿大学University of Bolton,85.8,18.3,,88.9,89.2,免费评估
15,东英吉利大学University of East Anglia,79.5,25.0,446.0,70.2,89.1,免费评估
16,诺丁汉大学University of Nottingham,83.1,23.3,,81.8,87.1,免费评估
17,西英格兰大学University of the West of England,81.2,8.3,360.0,98.6,87.0,免费评估
18,肯特大学University of Kent,76.4,43.3,291.0,79.6,86.2,免费评估
19,基尔大学Keele University,76.3,31.7,,81.8,86.1,免费评估
20,米德塞斯大学Middlesex University,83.5,20.0,,81.6,86.0,免费评估
21,爱丁堡大学The University of Edinburgh,67.3,41.7,396.0,70.8,85.4,免费评估
22,Coventry University,86.6,11.7,335.0,79.4,84.3,免费评估
23,罗伯特高登大学The Robert Gordon University,88.8,,322.0,90.9,84.0,免费评估
24,蒂赛德大学Teesside University,86.3,,391.0,77.9,83.7,免费评估
25,哈德斯菲尔德大学University of Huddersfield,85.3,21.7,306.0,72.8,83.3,免费评估
26,Manchester Metropolitan University,84.9,10.0,329.0,74.7,81.5,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,85.1,30.0,302.0,56.5,81.4,免费评估
28,赫尔大学The University of Hull,73.7,20.0,345.0,79.3,81.2,免费评估
29,西苏格兰大学University of the West of Scotland,78.8,20.0,385.0,56.9,80.4,免费评估
30,剑桥安鲁大学Anglia Ruskin University,82.5,13.3,290.0,80.0,80.3,免费评估
31,阿尔斯特大学University of Ulster,81.8,26.7,299.0,63.0,80.2,免费评估
32,University of Lincoln,75.1,15.0,318.0,83.4,79.8,免费评估
33,谢菲尔德哈莱姆大学Sheffield Hallam University,83.1,18.3,295.0,68.7,79.6,免费评估
33,诺桑比亚大学Northumbria University,83.1,15.0,354.0,58.7,79.6,免费评估
35,索尔福德大学University of Salford,70.7,20.0,410.0,62.4,79.4,免费评估
35,曼彻斯特大学The University of Manchester,76.8,25.0,,68.4,79.4,免费评估
35,德蒙福特大学De Montfort University,81.6,13.3,303.0,74.8,79.4,免费评估
38,邓迪大学University of Dundee,76.3,15.0,330.0,75.5,79.1,免费评估
39,中央兰开夏大学University of Central Lancashire,82.4,20.0,320.0,57.8,78.5,免费评估
40,南安普顿索伦特大学Southampton Solent University,80.5,,320.0,84.5,78.4,免费评估
41,布鲁内尔大学Brunel University,77.4,15.0,317.0,70.7,77.7,免费评估
42,朴茨茅斯大学University of Portsmouth,72.9,,343.0,89.6,77.3,免费评估
43,温切斯特大学University of Winchester,89.7,,301.0,64.8,76.8,免费评估
