Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
44,牛津布鲁克斯大学Oxford Brookes University,71.1,,368.0,82.0,76.1,免费评估
44,伦敦大学金史密斯学院Goldsmiths University of London,70.5,18.3,,78.7,76.1,免费评估
44,伯明翰城市大学Birmingham City University,75.6,10.0,312.0,75.0,76.1,免费评估
47,布拉德福德大学University of Bradford,75.1,23.3,292.0,64.5,76.0,免费评估
48,北安普顿大学The University of Northampton,83.2,,317.0,66.7,75.0,免费评估
49,布莱顿大学University of Brighton,80.1,11.7,327.0,56.0,74.9,免费评估
50,普利茅斯大学University of Plymouth,69.9,21.7,314.0,66.5,74.8,免费评估
51,卡迪夫都市大学Cardiff Metropolitan University,85.1,,236.0,77.8,73.9,免费评估
52,德比大学University of Derby,84.1,,258.0,71.7,73.2,免费评估
52,贝德福德大学University of Bedfordshire,73.7,20.0,,61.7,73.2,免费评估
54,桑德兰大学University of Sunderland,85.4,,303.0,56.7,72.8,免费评估
55,埃塞克斯大学University of Essex,85.7,,256.0,66.7,72.6,免费评估
55,白金汉大学The University of Buckingham,76.0,,296.0,75.6,72.6,免费评估
57,南威尔士大学The University of South Wales,78.0,18.3,284.0,51.8,72.3,免费评估
58,泰晤士河谷大学Thames Valley University,85.2,,222.0,73.7,72.1,免费评估
59,伦敦南岸大学London South Bank University,62.6,30.0,,67.7,72.0,免费评估
60,斯塔福德郡大学Staffordshire University,76.3,,286.0,73.7,71.7,免费评估
61,利物浦约翰摩尔斯大学Liverpool John Moores University,83.2,,334.0,48.9,71.6,免费评估
62,切斯特大学University of Chester,69.6,5.0,300.0,76.1,71.3,免费评估
63,赫特福德大学University of Hertfordshire,64.4,5.0,319.0,80.0,71.0,免费评估
64,伦敦都市大学London Metropolitan University,71.3,23.3,239.0,63.0,70.7,免费评估
65,格林多大学Glyndwr University,75.6,6.7,254.0,67.3,69.8,免费评估
65,班戈大学Bangor University,74.3,13.3,283.0,55.0,69.8,免费评估
67,东伦敦大学University of East London,72.9,11.7,258.0,63.6,69.3,免费评估
68,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",82.9,,215.0,66.5,68.8,免费评估
69,格罗斯特大学University of Gloucestershire,67.7,3.3,271.0,77.1,68.5,免费评估
69,纽曼大学Newman University,85.0,,303.0,39.9,68.5,免费评估
71,格林威治大学The University of Greenwich,82.1,,253.0,56.2,68.2,免费评估
72,奇切斯特大学University of Chichester,75.7,,284.0,57.4,67.2,免费评估
73,坎特伯雷大学Canterbury Christ Church University,80.5,,258.0,51.2,66.4,免费评估
74,利兹贝克特大学Leeds Beckett University,76.6,,255.0,57.2,65.9,免费评估
75,伍斯特大学University of Worcester,68.2,,258.0,67.0,64.5,免费评估
76,艾芝西尔大学Edge Hill University,76.3,5.0,283.0,36.9,63.8,免费评估
77,哥比亚大学University of Cumbria,72.5,,237.0,60.1,63.6,免费评估
