Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,剑桥大学University of Cambridge,100.0,95.0,99.5,84.6,10.2,10,572,7,85,免费评估
2,牛津大学University of Oxford,80.2,92.7,94.3,73.5,9.6,-,555,7,86,免费评估
3,杜伦大学Durham University,77.0,89.0,94.2,85.1,14.2,4,557,8,87,免费评估
4,圣安德鲁斯大学University of St Andrews,75.9,93.5,92.9,83.5,13.7,5,480,5,92,免费评估
5,伦敦大学学院University College London,62.4,78.8,87.8,65.3,7.8,7,473,6,79,免费评估
6,华威大学The University of Warwick,61.2,90.5,93.2,76.4,14.6,4,421,9,71,免费评估
7,肯特大学University of Kent,60.4,100.0,98.0,81.9,13.3,5,314,9,66,免费评估
8,格拉斯哥大学University of Glasgow,59.6,96.0,97.5,89.2,14.6,5,434,-,-,免费评估
9,埃克塞特大学University of Exeter,58.1,94.9,92.5,82.5,13.9,3,469,6,76,免费评估
10,伦敦国王学院King's College London,56.4,92.0,91.3,82.0,10.3,5,431,4,63,免费评估
11,伦敦大学皇家霍洛威学院Royal Holloway University of London,53.8,98.8,97.8,89.4,16.7,3,400,7,55,免费评估
12,爱丁堡大学The University of Edinburgh,52.8,90.7,92.9,62.6,14.6,9,470,4,70,免费评估
13,利物浦大学The University of Liverpool,51.5,90.3,94.9,82.7,15.6,7,378,7,-,免费评估
14,伯明翰大学University of Birmingham,49.2,78.1,89.6,62.8,17.2,8,398,8,81,免费评估
15,卡迪夫大学Cardiff University,46.7,94.0,97.7,81.0,15.2,4,363,8,52,免费评估
16,诺丁汉大学University of Nottingham,44.4,88.4,93.0,72.2,16.3,6,385,7,64,免费评估
17,雷丁大学University of Reading,43.9,92.0,91.5,72.7,11.0,7,362,3,53,免费评估
18,纽卡斯尔大学Newcastle University,43.0,93.0,93.2,79.4,17.8,4,392,3,84,免费评估
19,罗汉普顿大学Roehampton University,41.5,82.0,94.5,79.8,11.0,-,256,4,48,免费评估
20,布里斯托大学University of Bristol,32.5,75.6,89.4,52.5,16.6,5,461,6,68,免费评估
21,利兹大学University of Leeds,30.5,92.0,91.5,64.8,19.0,4,402,3,66,免费评估
22,曼彻斯特大学The University of Manchester,28.0,93.7,95.8,78.9,18.0,4,368,1,67,免费评估
23,斯旺西大学Swansea University,27.0,96.0,94.7,79.6,21.9,2,294,3,74,免费评估
