Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,86.0,1.4,521.0,77.0,100.0,免费评估
2,伦敦政治经济学院The London School of Economics and Political Science,83.0,1.5,453.0,78.0,97.0,免费评估
3,牛津大学University of Oxford,87.0,1.1,508.0,75.0,96.2,免费评估
4,伦敦大学学院University College London,76.0,1.2,463.0,65.0,87.7,免费评估
5,杜伦大学Durham University,78.0,1.0,421.0,74.0,86.2,免费评估
6,圣安德鲁斯大学University of St Andrews,77.0,1.1,445.0,63.0,85.3,免费评估
7,伦敦大学亚非学院SOAS University of London,71.0,1.3,433.0,61.0,84.0,免费评估
8,爱丁堡大学The University of Edinburgh,75.0,1.1,451.0,57.0,83.9,免费评估
9,萨塞克斯大学University of Sussex,75.0,1.1,363.0,68.0,82.9,免费评估
10,曼彻斯特大学The University of Manchester,81.0,0.9,390.0,49.0,80.9,免费评估
11,英国女王大学Queen's University Belfast,76.0,1.3,389.0,44.0,80.8,免费评估
12,格拉斯哥大学University of Glasgow,81.0,0.6,471.0,46.0,79.9,免费评估
13,阿伯丁大学University of Aberdeen,83.0,1.2,360.0,25.0,78.5,免费评估
14,伦敦大学金史密斯学院Goldsmiths University of London,76.0,1.1,338.0,48.0,78.0,免费评估
15,布鲁内尔大学Brunel University,72.0,0.9,315.0,63.0,76.1,免费评估
16,肯特大学University of Kent,75.0,0.8,347.0,52.0,75.5,免费评估
17,利物浦约翰摩尔斯大学Liverpool John Moores University,76.0,0.7,271.0,62.0,74.3,免费评估
18,东伦敦大学University of East London,74.0,0.6,,50.0,70.9,免费评估
19,罗汉普顿大学Roehampton University,70.0,1.1,239.0,42.0,69.8,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,67.0,0.5,322.0,55.0,67.0,免费评估
21,圣大卫三一学院University of Wales Trinity Saint David,,0.8,233.0,,66.3,免费评估
