Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,邓迪大学University of Dundee,,4.17,3.5,100.0,100.0,免费评估
2,基尔大学Keele University,134.0,3.88,3.09,78.0,93.3,免费评估
3,布拉德福德大学University of Bradford,144.0,3.85,3.22,80.0,93.2,免费评估
4,肯特大学University of Kent,134.0,4.2,2.88,,92.4,免费评估
5,诺丁汉特伦特大学Nottingham Trent University,136.0,3.99,3.16,72.0,91.9,免费评估
6,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,167.0,3.53,2.4,66.0,91.8,免费评估
7,哈德斯菲尔德大学University of Huddersfield,136.0,4.28,2.67,,91.4,免费评估
8,考文垂大学Coventry University,123.0,4.22,3.14,72.0,90.0,免费评估
9,阿伯泰邓迪大学University of Abertay Dundee,159.0,3.81,2.08,58.0,89.7,免费评估
10,中央兰开夏大学University of Central Lancashire,133.0,4.01,2.36,64.0,89.5,免费评估
11,林肯大学University of Lincoln,137.0,4.06,,80.0,89.3,免费评估
12,德蒙福特大学De Montfort University,114.0,4.43,2.58,72.0,89.2,免费评估
13,罗伯特高登大学The Robert Gordon University,149.0,4.02,,68.0,88.9,免费评估
14,西英格兰大学University of the West of England,121.0,3.83,3.06,72.0,88.8,免费评估
15,伍斯特大学University of Worcester,116.0,4.7,2.24,,88.8,免费评估
16,蒂赛德大学Teesside University,128.0,4.3,,78.0,88.4,免费评估
17,赫尔大学The University of Hull,120.0,3.51,2.91,68.0,88.3,免费评估
18,德比大学University of Derby,128.0,4.27,1.57,68.0,87.9,免费评估
19,利物浦约翰摩尔斯大学Liverpool John Moores University,148.0,3.97,,62.0,87.7,免费评估
20,曼彻斯特城市大学Manchester Metropolitan University,142.0,3.98,2.88,44.0,87.5,免费评估
21,泰晤士河谷大学Thames Valley University,121.0,4.03,1.94,66.0,87.2,免费评估
22,格林威治大学The University of Greenwich,132.0,4.19,2.28,52.0,86.9,免费评估
23,伯恩茅斯大学Bournemouth University,127.0,3.83,2.65,50.0,86.7,免费评估
24,斯塔福德郡大学Staffordshire University,124.0,4.19,,64.0,85.7,免费评估
25,伦敦南岸大学London South Bank University,116.0,3.36,2.25,66.0,85.6,免费评估
26,西苏格兰大学University of the West of Scotland,118.0,4.13,,70.0,85.6,免费评估
27,南威尔士大学The University of South Wales,127.0,4.09,,58.0,84.9,免费评估
28,金斯顿大学Kingston University,116.0,3.65,,62.0,83.0,免费评估
29,剑桥安鲁大学Anglia Ruskin University,112.0,3.9,,58.0,82.6,免费评估
30,贝德福德大学University of Bedfordshire,96.0,4.58,,,81.9,免费评估
31,伍尔弗汉普顿大学University of Wolverhampton,113.0,3.83,,50.0,81.4,免费评估
32,Wrexham Glyndŵr,100.0,4.14,,,81.1,免费评估
33,哥比亚大学University of Cumbria,,3.8,,46.0,80.6,免费评估
34,Canterbury Christ Church,96.0,3.85,,34.0,77.0,免费评估
