Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
36,诺丁汉大学University of Nottingham,89.2,20.0,351.0,55.6,82.8,免费评估
37,南威尔士大学The University of South Wales,81.8,0.0,357.0,93.4,82.4,免费评估
38,伯明翰大学University of Birmingham,85.2,,416.0,74.3,82.3,免费评估
39,北安普顿大学The University of Northampton,87.5,6.7,301.0,77.2,81.4,免费评估
40,雷丁大学University of Reading,84.4,,435.0,68.9,81.3,免费评估
41,伯恩茅斯大学Bournemouth University,85.0,,335.0,83.8,81.1,免费评估
42,诺桑比亚大学Northumbria University,83.2,13.3,386.0,63.1,80.8,免费评估
42,索尔福德大学University of Salford,81.0,15.0,365.0,70.3,80.8,免费评估
42,哥比亚大学University of Cumbria,88.7,0.0,318.0,76.3,80.8,免费评估
42,中央兰开夏大学University of Central Lancashire,85.7,13.3,344.0,64.4,80.8,免费评估
46,蒂赛德大学Teesside University,87.4,6.7,339.0,68.0,80.7,免费评估
47,约克圣约翰大学York St John University,83.3,1.7,340.0,82.8,80.6,免费评估
47,伦敦国王学院King's College London,76.3,15.0,,84.6,80.6,免费评估
49,谢菲尔德哈莱姆大学Sheffield Hallam University,85.8,8.3,317.0,72.9,80.5,免费评估
50,普利茅斯大学University of Plymouth,82.6,3.3,338.0,82.5,80.4,免费评估
51,Coventry University,85.7,6.7,308.0,75.1,80.1,免费评估
52,玛格丽特女王大学Queen Margaret University,79.5,1.7,386.0,79.6,79.5,免费评估
53,埃塞克斯大学University of Essex,87.5,,330.0,71.2,79.4,免费评估
54,哈德斯菲尔德大学University of Huddersfield,86.9,,323.0,73.4,79.3,免费评估
55,赫尔大学The University of Hull,82.1,33.3,,44.5,79.0,免费评估
56,卡迪夫都市大学Cardiff Metropolitan University,84.1,8.3,319.0,69.5,78.8,免费评估
57,德比大学University of Derby,88.7,,349.0,61.5,78.6,免费评估
58,西苏格兰大学University of the West of Scotland,83.7,23.3,312.0,53.3,78.5,免费评估
58,坎特伯雷大学Canterbury Christ Church University,87.3,1.7,294.0,72.4,78.5,免费评估
60,格林威治大学The University of Greenwich,87.4,,307.0,71.2,78.4,免费评估
60,切斯特大学University of Chester,85.8,5.0,304.0,70.0,78.4,免费评估
62,伯明翰城市大学Birmingham City University,85.2,,365.0,66.0,78.3,免费评估
63,利物浦约翰摩尔斯大学Liverpool John Moores University,80.7,11.7,341.0,64.6,77.5,免费评估
64,University of Lincoln,83.1,3.3,321.0,70.5,77.2,免费评估
64,格林多大学Glyndwr University,82.6,8.3,394.0,53.3,77.2,免费评估
66,米德塞斯大学Middlesex University,80.7,13.3,327.0,63.1,77.0,免费评估
67,龙比亚大学Napier University,79.6,6.7,,71.9,76.3,免费评估
68,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",,,316.0,73.1,75.9,免费评估
69,东伦敦大学University of East London,82.4,16.7,262.0,59.7,75.4,免费评估
70,威斯敏斯特大学University of Westminster,71.7,18.3,288.0,78.7,75.3,免费评估
71,利兹贝克特大学Leeds Beckett University,80.5,3.3,281.0,68.5,73.7,免费评估
72,"特威克南圣玛丽大学St Mary's, Twickenham",77.8,,293.0,72.2,72.7,免费评估
73,德蒙福特大学De Montfort University,70.8,11.7,304.0,67.3,71.1,免费评估
74,斯塔福德郡大学Staffordshire University,82.6,1.7,200.0,,69.0,免费评估
75,贝德福德大学University of Bedfordshire,72.1,,234.0,78.6,68.5,免费评估
76,伦敦都市大学London Metropolitan University,72.8,13.3,,51.9,67.3,免费评估
77,波尔顿大学University of Bolton,77.1,,251.0,54.5,66.5,免费评估
78,纽曼大学Newman University,76.4,,304.0,46.4,66.3,免费评估
