Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,阿斯顿大学Aston University,93.5,26.7,425.0,98.9,100.0,免费评估
2,利兹大学University of Leeds,86.5,36.7,,97.5,99.8,免费评估
3,萨里大学University of Surrey,84.1,33.3,487.0,,96.6,免费评估
4,剑桥大学University of Cambridge,87.4,,665.0,86.6,96.5,免费评估
5,曼彻斯特大学The University of Manchester,88.8,30.0,433.0,86.0,95.5,免费评估
6,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,84.8,30.0,420.0,91.2,93.9,免费评估
7,Cardiff University,79.8,31.7,441.0,96.2,93.6,免费评估
8,伦敦大学学院University College London,82.8,36.7,,86.1,93.5,免费评估
9,纽卡斯尔大学Newcastle University,86.2,30.0,461.0,77.5,93.2,免费评估
10,兰卡斯特大学Lancaster University,86.5,33.3,435.0,73.3,92.2,免费评估
11,朴茨茅斯大学University of Portsmouth,89.0,28.3,,75.0,91.8,免费评估
12,赫特福德大学University of Hertfordshire,83.0,26.0,369.0,98.1,91.5,免费评估
13,伦敦城市大学City University London,86.8,18.3,403.0,90.8,91.3,免费评估
14,牛津布鲁克斯大学Oxford Brookes University,89.4,16.7,382.0,86.4,90.5,免费评估
15,利物浦大学The University of Liverpool,93.1,20.0,349.0,78.7,90.3,免费评估
16,斯旺西大学Swansea University,81.0,31.7,368.0,90.3,90.0,免费评估
17,罗伯特高登大学The Robert Gordon University,95.5,10.0,370.0,78.8,89.9,免费评估
17,金斯顿大学Kingston University,88.9,11.7,,87.5,89.9,免费评估
19,邓迪大学University of Dundee,84.1,23.3,489.0,70.0,89.7,免费评估
20,诺丁汉特伦特大学Nottingham Trent University,,30.0,,70.6,88.6,免费评估
21,阿伯泰邓迪大学University of Abertay Dundee,84.8,3.3,,100.0,87.7,免费评估
22,谢菲尔德大学The University of Sheffield,82.4,30.0,424.0,68.5,87.5,免费评估
23,思克莱德大学University of Strathclyde,74.0,30.0,480.0,78.9,87.4,免费评估
24,肯特大学University of Kent,91.8,16.7,387.0,65.9,87.2,免费评估
25,东英吉利大学University of East Anglia,88.4,5.0,436.0,75.5,86.5,免费评估
26,华威大学The University of Warwick,79.5,28.3,460.0,65.7,86.2,免费评估
27,南安普顿大学University of Southampton,83.1,8.3,409.0,85.3,85.5,免费评估
28,西英格兰大学University of the West of England,80.0,31.7,356.0,74.8,85.3,免费评估
29,埃克塞特大学University of Exeter,70.8,30.0,452.0,80.0,84.7,免费评估
30,剑桥安鲁大学Anglia Ruskin University,86.8,8.3,280.0,94.0,84.5,免费评估
31,Manchester Metropolitan University,87.4,12.7,365.0,71.9,84.2,免费评估
31,布鲁内尔大学Brunel University,86.4,15.0,352.0,73.9,84.2,免费评估
33,阿尔斯特大学University of Ulster,83.9,31.0,346.0,59.4,83.4,免费评估
34,布拉德福德大学University of Bradford,77.5,16.2,375.0,85.0,83.0,免费评估
35,布莱顿大学University of Brighton,81.4,5.0,333.0,95.1,82.9,免费评估
