Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,84.7%,86.3%,43.8%,211,85.5%,100.0,免费评估
2,巴斯大学University of Bath,81.1%,84.3%,41.8%,189,83.2%,96.6,免费评估
3,牛津大学University of Oxford,,,32.0%,216,85.1%,95.9,免费评估
3,拉夫堡大学Loughborough University,82.5%,88.7%,32.6%,159,92.5%,95.9,免费评估
5,华威大学The University of Warwick,77.0%,81.5%,40.4%,189,86.2%,95.5,免费评估
6,利兹大学University of Leeds,80.5%,84.3%,39.3%,168,85.9%,95.1,免费评估
7,思克莱德大学University of Strathclyde,77.6%,79.7%,44.3%,207,71.7%,94.5,免费评估
8,兰卡斯特大学Lancaster University,78.6%,80.3%,42.6%,152,89.3%,94.1,免费评估
9,伦敦大学学院University College London,73.8%,76.1%,43.9%,180,87.3%,94.0,免费评估
10,约克大学The University of York,86.1%,87.7%,24.0%,144,85.7%,93.2,免费评估
10,伦敦政治经济学院The London School of Economics and Political Science,71.0%,73.3%,52.3%,172,85.4%,93.2,免费评估
12,埃克塞特大学University of Exeter,74.1%,80.9%,24.4%,169,94.0%,92.5,免费评估
13,伦敦国王学院King's College London,68.6%,77.4%,38.2%,189,82.8%,91.9,免费评估
14,南安普顿大学University of Southampton,79.3%,83.9%,24.0%,156,85.6%,91.8,免费评估
15,谢菲尔德大学The University of Sheffield,77.1%,81.7%,26.8%,150,87.7%,91.3,免费评估
15,伦敦城市大学City University London,77.1%,81.4%,28.7%,176,77.3%,91.3,免费评估
17,格拉斯哥大学University of Glasgow,71.1%,74.5%,22.1%,195,86.7%,91.0,免费评估
18,斯特林大学University of Stirling,82.3%,81.0%,25.2%,160,76.5%,90.9,免费评估
19,东英吉利大学University of East Anglia,81.3%,80.7%,28.1%,145,80.7%,90.8,免费评估
20,布里斯托大学University of Bristol,77.1%,77.5%,32.1%,164,77.3%,90.5,免费评估
21,杜伦大学Durham University,73.5%,72.0%,23.1%,172,88.5%,90.2,免费评估
22,曼彻斯特大学The University of Manchester,75.0%,78.4%,33.3%,160,77.4%,90.0,免费评估
23,诺丁汉大学University of Nottingham,70.0%,77.4%,32.6%,153,84.8%,89.4,免费评估
24,阿伯丁大学University of Aberdeen,71.4%,75.3%,24.9%,182,78.6%,89.2,免费评估
25,阿尔斯特大学University of Ulster,84.6%,84.5%,40.4%,125,61.8%,89.0,免费评估
26,萨塞克斯大学University of Sussex,73.7%,78.8%,23.7%,146,85.1%,88.8,免费评估
26,卡迪夫大学Cardiff University,73.3%,75.9%,32.0%,161,76.0%,88.8,免费评估
28,肯特大学University of Kent,75.2%,77.4%,24.8%,139,84.9%,88.7,免费评估
