Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,88.0%,83.9%,48.8%,151,81.2%,100.0,免费评估
2,曼彻斯特大学The University of Manchester,88.2%,82.5%,49.1%,152,65.2%,97.6,免费评估
3,萨塞克斯大学University of Sussex,78.5%,75.2%,45.6%,153,78.8%,95.6,免费评估
4,肯特大学University of Kent,79.7%,74.8%,47.3%,111,79.4%,91.7,免费评估
5,诺丁汉大学University of Nottingham,75.2%,71.4%,39.9%,140,73.7%,90.9,免费评估
6,莱斯特大学University of Leicester,84.3%,84.4%,34.3%,127,63.2%,90.5,免费评估
7,朴茨茅斯大学University of Portsmouth,89.6%,81.2%,32.2%,104,70.0%,89.7,免费评估
8,东英吉利大学University of East Anglia,79.1%,71.8%,33.1%,147,60.4%,89.5,免费评估
9,赫尔大学The University of Hull,93.1%,92.6%,26.1%,112,50.4%,88.4,免费评估
10,斯旺西大学Swansea University,84.4%,82.1%,18.5%,122,70.2%,87.6,免费评估
11,伦敦大学金史密斯学院Goldsmiths University of London,80.6%,76.3%,34.9%,128,54.2%,87.5,免费评估
12,埃塞克斯大学University of Essex,78.8%,79.0%,46.9%,96,58.2%,86.7,免费评估
13,温切斯特大学University of Winchester,93.0%,92.7%,,107,76.2%,86.6,免费评估
14,曼彻斯特城市大学Manchester Metropolitan University,79.7%,81.9%,29.0%,120*,,86.3,免费评估
15,基尔大学Keele University,81.9%,73.9%,29.8%,115*,57.9%,85.7,免费评估
16,利物浦大学The University of Liverpool,80.1%,77.1%,33.4%,,39.3%,81.9,免费评估
17,德比大学University of Derby,88.6%,76.1%,13.5%,,30.7%,79.3,免费评估
18,约克圣约翰大学York St John University,84.1%,84.5%,,100,51.7%,78.6,免费评估
19,坎特伯雷大学Canterbury Christ Church University,76.1%,58.8%,16.3%,96,41.3%,75.0,免费评估
