Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,210,3.79,3.07,85.0,100.0,免费评估
2,剑桥大学University of Cambridge,226,3.83,3.02,,99.8,免费评估
3,爱丁堡大学The University of Edinburgh,182,4.15,2.91,65.0,95.9,免费评估
4,纽卡斯尔大学Newcastle University,156,4.21,3.04,,95.7,免费评估
5,杜伦大学Durham University,172,4.08,2.87,,95.6,免费评估
6,曼彻斯特大学The University of Manchester,153,4.04,3.16,65.0,95.0,免费评估
7,诺丁汉大学University of Nottingham,148,3.56,2.75,80.0,94.5,免费评估
8,利兹大学University of Leeds,157,3.9,2.91,65.0,93.6,免费评估
9,伦敦大学亚非学院SOAS University of London,161,4.0,2.78,60.0,93.0,免费评估
10,诺丁汉特伦特大学Nottingham Trent University,125,4.31,2.81,,91.6,免费评估
11,谢菲尔德大学The University of Sheffield,154,3.86,2.77,60.0,91.6,免费评估
12,赫尔大学The University of Hull,111,4.13,2.8,,91.0,免费评估
13,牛津布鲁克斯大学Oxford Brookes University,138,3.99,,60.0,88.5,免费评估
14,卡迪夫大学Cardiff University,131,4.02,,,87.9,免费评估
15,中央兰开夏大学University of Central Lancashire,122,4.06,,55.0,87.0,免费评估
