Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Massachusetts Institute of Technology,United States,91.6,73.5,91.3,99.5,94.0,91.9,免费评估
2,Stanford University,United States,94.5,71.3,90.4,98.7,70.6,91.6,免费评估
3,牛津大学University of Oxford,United Kingdom,90.4,90.6,96.1,85.9,94.3,91.2,免费评估
4,剑桥大学University of Cambridge,United Kingdom,90.7,94.0,91.1,87.0,33.9,88.8,免费评估
5,"University of California, Berkeley",United States,87.6,46.9,97.0,97.9,30.5,88.1,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,84.4,95.0,91.6,89.4,31.6,87.6,免费评估
7,Duke University,United States,86.3,60.5,87.0,96.0,100.0,87.0,免费评估
8,University of Chicago,United States,89.5,61.2,86.8,98.5,30.5,86.9,免费评估
9,University of Pennsylvania,United States,88.8,50.7,90.2,94.7,42.2,86.2,免费评估
10,Harvard University,United States,89.6,42.4,89.2,98.8,30.5,86.0,免费评估
11,Yale University,United States,88.8,57.1,86.5,97.1,30.5,85.8,免费评估
12,ETH Zurich,Switzerland,75.8,98.3,88.8,80.8,100.0,83.9,免费评估
12,Northwestern University,United States,83.8,57.2,85.2,97.0,32.8,83.9,免费评估
14,National University of Singapore,Singapore,84.1,77.2,92.8,74.5,55.1,83.2,免费评估
15,Columbia University,United States,89.2,66.5,80.3,89.3,40.3,83.0,免费评估
16,University of Michigan-Ann Arbor,United States,79.9,51.1,86.0,97.2,33.2,82.4,免费评估
17,New York University,United States,81.7,60.3,83.4,92.5,37.4,81.9,免费评估
18,"University of California, Los Angeles",United States,80.4,56.6,82.4,93.8,30.5,81.0,免费评估
19,Tsinghua University,China,84.5,61.9,88.7,71.0,89.6,80.6,免费评估
20,Peking University,China,87.3,64.9,76.8,74.7,100.0,79.0,免费评估
21,伦敦大学学院University College London,United Kingdom,68.8,92.1,86.0,79.2,30.5,78.1,免费评估
22,Cornell University,United States,81.2,52.9,81.9,74.8,32.2,76.0,免费评估
23,The Hong Kong University of Science and Technology,Hong Kong,67.0,86.2,75.8,80.8,48.0,74.6,免费评估
24,University of British Columbia,Canada,62.1,90.4,70.5,90.2,31.0,73.6,免费评估
25,"University of California, San Diego",United States,63.0,60.8,64.0,98.6,98.1,72.9,免费评估
26,华威大学The University of Warwick,United Kingdom,66.2,91.0,63.6,88.3,32.0,72.2,免费评估
27,University of Toronto,Canada,66.4,85.0,72.6,76.1,30.5,71.6,免费评估
28,Erasmus University Rotterdam,Netherlands,57.9,83.6,77.7,78.8,44.2,71.5,免费评估
29,Carnegie Mellon University,United States,58.0,76.9,73.9,85.8,32.0,71.2,免费评估
30,University of Hong Kong,Hong Kong,62.9,99.1,73.7,68.7,37.6,70.5,免费评估
31,The University of Tokyo,Japan,83.5,26.8,88.8,42.2,95.5,70.1,免费评估
32,Copenhagen Business School,Denmark,64.7,75.0,56.8,88.1,60.7,68.8,免费评估
33,Tilburg University,Netherlands,54.2,78.7,70.0,77.3,94.5,68.3,免费评估
34,Hong Kong Polytechnic University,Hong Kong,56.2,87.0,65.7,81.7,35.3,67.9,免费评估
35,University of Minnesota,United States,61.6,33.5,72.7,81.8,59.0,67.7,免费评估
36,University of Washington,United States,62.0,48.2,65.5,86.8,30.5,67.3,免费评估
37,曼彻斯特大学The University of Manchester,United Kingdom,58.6,88.7,59.1,84.0,36.4,67.2,免费评估
38,University of Melbourne,Australia,55.1,92.5,71.5,67.3,50.8,66.8,免费评估
39,Michigan State University,United States,52.3,53.5,65.9,91.5,30.5,66.1,免费评估
40,University of Texas at Austin,United States,62.7,26.0,71.6,75.0,42.8,64.9,免费评估
41,University of Mannheim,Germany,56.2,47.3,68.5,72.2,98.7,64.5,免费评估
42,LMU Munich,Germany,57.3,49.1,69.1,69.9,91.1,64.4,免费评估
43,University of Southern California,United States,55.4,53.1,59.4,87.7,38.0,64.1,免费评估
44,Dartmouth College,United States,66.9,31.2,45.3,100.0,31.4,64.0,免费评估
45,Boston University,United States,50.8,64.7,52.4,96.4,30.9,63.5,免费评估
46,Penn State (Main campus),United States,62.9,34.5,67.6,69.8,47.0,63.2,免费评估
46,Pompeu Fabra University,Spain,55.1,61.5,58.6,81.5,45.8,63.2,免费评估
48,Arizona State University (Tempe),United States,46.5,51.0,57.5,93.9,30.5,61.9,免费评估
48,University of Wisconsin-Madison,United States,60.4,33.3,65.6,71.7,39.5,61.9,免费评估
50,Zhejiang University,China,59.1,71.3,55.2,65.5,100.0,61.6,免费评估
51,University of Zurich,Switzerland,42.2,85.5,48.5,91.8,69.6,61.2,免费评估
52,"Nanyang Technological University, Singapore",Singapore,51.6,76.5,56.1,69.7,99.2,61.0,免费评估
53,University of Illinois at Urbana-Champaign,United States,59.0,48.0,62.7,67.2,46.2,60.9,免费评估
54,Aalto University,Finland,50.9,59.4,52.8,84.1,53.5,60.7,免费评估
55,爱丁堡大学The University of Edinburgh,United Kingdom,49.2,87.7,48.9,81.4,32.5,60.2,免费评估
55,The University of Queensland,Australia,41.1,85.6,60.0,74.9,60.4,60.2,免费评估
57,Johns Hopkins University,United States,55.4,75.8,57.2,65.6,32.4,59.8,免费评估
58,City University of Hong Kong,Hong Kong,44.0,98.3,50.6,77.7,53.5,59.7,免费评估
58,Ohio State University (Main campus),United States,46.8,48.8,63.0,77.9,34.2,59.7,免费评估
60,Chinese University of Hong Kong,Hong Kong,43.8,94.0,61.8,63.3,62.2,59.5,免费评估
60,Indiana University,United States,47.5,44.2,56.4,85.2,45.5,59.5,免费评估
62,Technical University of Munich,Germany,51.4,41.6,57.6,72.7,100.0,59.1,免费评估
63,Australian National University,Australia,51.6,85.4,61.7,56.4,41.6,58.9,免费评估
63,UNSW Sydney,Australia,50.7,88.6,57.0,61.9,46.2,58.9,免费评估
65,"University of Maryland, College Park",United States,40.8,38.1,61.5,86.8,30.7,58.6,免费评估
66,KU Leuven,Belgium,40.6,53.5,54.5,83.7,99.7,58.5,免费评估
67,University of Bonn,Germany,44.9,59.5,54.3,77.1,65.6,57.8,免费评估
68,Boston College,United States,52.3,42.2,41.8,93.2,30.5,57.6,免费评估
69,University of Virginia (Main campus),United States,62.5,38.3,37.2,87.3,31.3,57.5,免费评估
70,Shanghai Jiao Tong University,China,52.4,64.1,46.5,71.9,93.6,57.4,免费评估
71,Georgia Institute of Technology,United States,46.7,54.9,50.6,82.6,30.5,57.3,免费评估
72,萨塞克斯大学University of Sussex,United Kingdom,35.5,94.7,38.4,96.7,30.8,56.9,免费评估
73,Maastricht University,Netherlands,44.8,97.2,47.9,64.7,97.4,56.8,免费评估
74,Seoul National University,South Korea,58.1,42.5,64.6,45.0,99.2,56.6,免费评估
75,Lund University,Sweden,30.9,60.7,52.0,87.2,81.7,55.8,免费评估
76,University of Amsterdam,Netherlands,39.7,75.6,48.0,80.2,33.0,55.6,免费评估
76,University of Vienna,Austria,35.7,88.4,42.6,87.2,37.3,55.6,免费评估
76,Washington University in St Louis,United States,53.1,58.9,42.8,76.7,30.5,55.6,免费评估
79,University of St Gallen,Switzerland,50.7,89.3,34.8,74.1,58.8,55.1,免费评估
80,University of Groningen,Netherlands,30.0,59.4,52.7,87.6,52.4,55.0,免费评估
80,University of North Carolina at Chapel Hill,United States,39.9,27.5,52.2,89.3,34.7,55.0,免费评估
82,Texas A&M University,United States,40.9,32.0,61.9,72.0,36.1,54.6,免费评估
83,Kyoto University,Japan,62.4,31.8,61.4,38.0,93.4,54.0,免费评估
83,萨里大学University of Surrey,United Kingdom,32.7,93.1,37.6,89.9,32.1,54.0,免费评估
85,Queensland University of Technology,Australia,33.2,77.3,40.3,88.0,54.0,53.7,免费评估
86,Sant’Anna School of Advanced Studies – Pisa,Italy,37.7,34.4,38.0,94.2,99.8,53.2,免费评估
87,Paris Sciences et Lettres – PSL Research University Paris,France,62.4,43.1,52.0,46.4,44.5,52.8,免费评估
88,Federal University of Toulouse Midi-Pyrénées,France,43.4,64.7,50.7,63.8,40.9,52.7,免费评估
88,Sungkyunkwan University (SKKU),South Korea,49.2,60.4,45.7,58.9,98.7,52.7,免费评估
90,University of Sydney,Australia,37.3,82.5,46.6,69.3,42.2,52.5,免费评估
91,University of Florida,United States,36.3,28.1,58.7,73.1,30.5,52.0,免费评估
91,利兹大学University of Leeds,United Kingdom,30.5,90.6,39.6,82.7,32.4,52.0,免费评估
93,University of Alberta,Canada,17.5,90.9,43.7,91.0,42.1,51.6,免费评估
94,Fudan University,China,53.2,58.0,32.8,71.7,47.7,51.5,免费评估
94,HSE University,Russian Federation,58.1,29.3,55.4,41.6,99.9,51.5,免费评估
96,École Polytechnique,France,52.5,82.2,42.2,47.8,69.0,51.1,免费评估
96,McGill University,Canada,41.2,89.0,44.1,61.0,30.5,51.1,免费评估
98,National Taiwan University,Taiwan,51.1,33.5,56.8,44.4,85.4,50.6,免费评估
98,Polytechnic University of Milan,Italy,30.6,30.1,39.4,92.2,100.0,50.6,免费评估
100,Sun Yat-sen University,China,40.0,50.6,36.0,80.3,68.2,50.4,免费评估
