Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology,United States,100.0,97.2,90.4,97.8,97.4,免费评估
2,Stanford University,United States,94.8,92.4,96.6,98.5,94.9,免费评估
3,剑桥大学University of Cambridge,United Kingdom,90.1,100.0,89.9,93.0,93.5,免费评估
4,"University of California, Berkeley",United States,92.5,85.4,93.8,100.0,91.7,免费评估
5,University of Michigan,United States,99.3,80.2,81.8,95.3,90.4,免费评估
6,National University of Singapore,Singapore,84.5,97.3,88.0,94.0,90.3,免费评估
6,帝国理工学院Imperial College London,United Kingdom,89.6,92.0,86.8,92.1,90.3,免费评估
8,Harvard University,United States,79.0,97.7,98.1,92.6,89.5,免费评估
9,牛津大学University of Oxford,United Kingdom,82.8,99.6,82.8,82.4,87.8,免费评估
10,The University of Tokyo,Japan,87.5,94.1,75.5,87.7,87.7,免费评估
11,Georgia Institute of Technology,United States,87.0,82.7,84.2,94.0,86.3,免费评估
12,"Nanyang Technological University, Singapore",Singapore,76.5,96.9,84.3,92.1,86.1,免费评估
13,California Institute of Technology,United States,90.0,80.7,82.8,85.2,85.4,免费评估
14,Purdue University,United States,92.1,81.2,75.9,83.9,85.2,免费评估
15,Tsinghua University,China,83.2,89.5,71.7,94.9,85.1,免费评估
16,Northwestern University,United States,84.2,76.9,92.4,95.3,84.9,免费评估
17,The University of Melbourne,Australia,79.3,94.6,81.5,81.7,84.6,免费评估
18,RWTH Aachen University,Germany,83.4,89.9,78.1,82.4,84.4,免费评估
19,Delft University of Technology,Netherlands,82.0,90.3,75.6,86.5,84.2,免费评估
20,The Hong Kong University of Science and Technology,Hong Kong,74.9,97.7,82.9,78.4,83.5,免费评估
21,KAIST - Korea Advanced Institute of Science & Technology,South Korea,75.2,89.0,83.0,90.5,82.8,免费评估
22,KTH Royal Institute of Technology,Sweden,81.1,86.3,76.6,81.7,82.1,免费评估
23,Princeton University,United States,76.2,84.8,88.7,85.2,82.0,免费评估
24,University of Illinois at Urbana-Champaign,United States,83.7,72.9,84.6,92.6,81.9,免费评估
25,Seoul National University,South Korea,68.4,92.1,83.4,93.5,81.5,免费评估
26,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,71.7,89.9,84.9,85.9,81.2,免费评估
26,The University of Sydney,Australia,75.5,90.0,81.5,78.4,81.2,免费评估
28,"University of California, Los Angeles",United States,71.7,80.7,96.9,91.6,81.1,免费评估
28,Cornell University,United States,76.6,77.7,94.3,86.5,81.1,免费评估
30,Kyoto University,Japan,75.7,92.8,71.1,80.1,80.8,免费评估
30,Politecnico di Milano,Italy,75.2,94.6,72.0,76.6,80.8,免费评估
30,Technical University Munich,Germany,78.5,86.5,77.2,79.2,80.8,免费评估
33,Shanghai Jiao Tong University,China,74.3,88.3,71.9,90.0,80.5,免费评估
34,The University of Hong Kong,Hong Kong,70.0,96.4,77.4,75.6,79.9,免费评估
34,National Taiwan University,Taiwan,72.2,87.4,79.2,85.9,79.9,免费评估
36,Tokyo Institute of Technology,Japan,78.0,89.7,65.5,77.5,79.6,免费评估
37,The University of New South Wales,Australia,72.9,91.3,75.3,77.5,79.5,免费评估
37,Pennsylvania State University,United States,81.4,70.9,82.1,88.9,79.5,免费评估
39,克兰菲尔德大学Cranfield University,United Kingdom,83.8,81.2,71.0,71.2,79.3,免费评估
40,Peking University,China,60.9,93.4,86.5,91.1,79.0,免费评估
41,Monash University,Australia,66.7,92.7,83.3,79.2,78.9,免费评估
42,The Hong Kong Polytechnic University,Hong Kong,71.9,85.5,78.3,82.4,78.5,免费评估
43,Pohang University of Science And Technology,South Korea,68.8,85.7,81.1,83.2,77.9,免费评估
44,曼彻斯特大学The University of Manchester,United Kingdom,74.2,79.5,80.5,80.9,77.7,免费评估
45,Tohoku University,Japan,72.6,82.2,71.8,87.7,77.6,免费评估
45,University of Pennsylvania,United States,69.6,81.9,84.5,83.2,77.6,免费评估
47,Ecole Polytechnique Fédérale de Lausanne,Switzerland,60.1,90.6,87.0,87.7,77.4,免费评估
48,Universität Stuttgart,Germany,73.5,75.7,83.0,82.4,76.9,免费评估
48,McGill University,Canada,78.7,78.7,71.9,73.5,76.9,免费评估
50,University of Texas at Austin,United States,65.5,77.9,89.5,91.6,76.7,免费评估
