Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,651.0,4.1,3.34,94.0,100.0,免费评估
2,剑桥大学University of Cambridge,626.0,4.23,3.36,93.0,99.5,免费评估
3,帝国理工学院Imperial College London,589.0,4.17,3.5,92.0,98.2,免费评估
4,杜伦大学Durham University,535.0,4.34,3.02,95.0,96.3,免费评估
5,圣安德鲁斯大学University of St Andrews,519.0,4.53,2.99,93.0,95.8,免费评估
6,伦敦大学学院University College London,524.0,3.94,3.57,95.0,95.4,免费评估
7,华威大学The University of Warwick,495.0,4.2,3.53,91.0,94.4,免费评估
8,布里斯托大学University of Bristol,500.0,3.85,3.17,97.0,93.8,免费评估
9,曼彻斯特大学The University of Manchester,479.0,4.13,3.42,92.0,93.5,免费评估
10,巴斯大学University of Bath,480.0,4.04,2.92,94.0,92.5,免费评估
11,南安普顿大学University of Southampton,452.0,4.06,3.18,95.0,92.3,免费评估
12,萨里大学University of Surrey,462.0,4.2,2.67,95.0,92.0,免费评估
13,伯明翰大学University of Birmingham,454.0,4.0,3.13,93.0,91.9,免费评估
14,利兹大学University of Leeds,432.0,4.46,3.17,87.0,91.6,免费评估
15,谢菲尔德大学The University of Sheffield,384.0,4.39,3.39,93.0,91.6,免费评估
16,约克大学The University of York,427.0,3.98,3.34,93.0,90.9,免费评估
17,兰卡斯特大学Lancaster University,396.0,3.94,3.26,99.0,90.8,免费评估
18,King's College London,416.0,4.01,3.2,92.0,90.5,免费评估
19,拉夫堡大学Loughborough University,390.0,4.52,2.51,94.0,90.2,免费评估
20,埃克塞特大学University of Exeter,434.0,4.11,2.97,,90.1,免费评估
21,斯旺西大学Swansea University,338.0,4.28,3.17,97.0,89.8,免费评估
22,爱丁堡大学The University of Edinburgh,487.0,3.7,3.19,82.0,89.5,免费评估
23,邓迪大学University of Dundee,390.0,4.26,3.11,92.0,89.5,免费评估
24,诺丁汉大学University of Nottingham,423.0,4.08,3.24,85.0,89.4,免费评估
