Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,617.0,4.2,3.48,94.0,100.0,免费评估
2,牛津大学University of Oxford,583.0,3.96,3.51,90.0,97.7,免费评估
3,帝国理工学院Imperial College London,579.0,4.0,3.34,84.0,96.0,免费评估
4,利兹大学University of Leeds,493.0,4.29,3.14,90.0,95.5,免费评估
5,巴斯大学University of Bath,525.0,4.04,3.08,90.0,95.3,免费评估
6,兰卡斯特大学Lancaster University,396.0,4.14,3.08,96.0,94.2,免费评估
7,布里斯托大学University of Bristol,520.0,3.97,3.3,82.0,94.0,免费评估
8,萨里大学University of Surrey,459.0,4.16,2.98,90.0,93.7,免费评估
9,伦敦大学学院University College London,492.0,3.63,3.12,90.0,93.5,免费评估
10,拉夫堡大学Loughborough University,412.0,4.09,3.08,92.0,93.4,免费评估
11,思克莱德大学University of Strathclyde,528.0,3.86,3.03,84.0,93.4,免费评估
12,南安普顿大学University of Southampton,456.0,3.92,3.23,86.0,93.2,免费评估
13,爱丁堡大学The University of Edinburgh,487.0,3.67,3.3,86.0,93.1,免费评估
14,谢菲尔德大学The University of Sheffield,452.0,4.1,3.11,86.0,92.9,免费评估
15,诺丁汉大学University of Nottingham,437.0,4.11,3.16,86.0,92.9,免费评估
16,曼彻斯特大学The University of Manchester,452.0,3.9,3.11,88.0,92.6,免费评估
17,伯明翰大学University of Birmingham,411.0,4.0,2.99,88.0,92.2,免费评估
18,埃克塞特大学University of Exeter,449.0,3.74,3.18,88.0,92.2,免费评估
19,格拉斯哥大学University of Glasgow,434.0,3.89,3.25,84.0,92.0,免费评估
20,考文垂大学Coventry University,381.0,4.31,2.62,94.0,91.7,免费评估
21,英国女王大学Queen's University Belfast,380.0,3.99,2.99,88.0,91.5,免费评估
22,斯旺西大学Swansea University,356.0,4.15,3.29,86.0,91.4,免费评估
23,Cardiff,388.0,3.98,3.31,88.0,91.4,免费评估
24,纽卡斯尔大学Newcastle University,406.0,3.91,3.02,88.0,91.3,免费评估
25,赫瑞瓦特大学Heriot Watt University,405.0,4.2,3.3,78.0,91.1,免费评估
26,阿伯丁大学University of Aberdeen,437.0,3.77,2.94,86.0,91.1,免费评估
27,布鲁内尔大学Brunel University,392.0,4.33,2.72,84.0,91.0,免费评估
28,利物浦大学The University of Liverpool,388.0,3.89,3.14,84.0,90.3,免费评估
29,罗伯特高登大学The Robert Gordon University,420.0,3.75,2.58,88.0,89.2,免费评估
30,萨塞克斯大学University of Sussex,336.0,4.09,2.97,84.0,89.2,免费评估
31,阿斯顿大学Aston University,328.0,3.93,2.83,88.0,88.8,免费评估
32,Plymouth,308.0,3.88,2.72,92.0,88.7,免费评估
33,诺桑比亚大学Northumbria University,365.0,3.95,2.8,78.0,88.4,免费评估
34,阿尔斯特大学University of Ulster,307.0,4.18,2.89,82.0,88.3,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,368.0,3.68,3.29,76.0,88.1,免费评估
36,莱斯特大学University of Leicester,355.0,3.8,2.99,78.0,88.1,免费评估
37,伯恩茅斯大学Bournemouth University,,4.24,2.31,,88.0,免费评估
38,邓迪大学University of Dundee,384.0,3.81,3.31,72.0,87.6,免费评估
39,蒂赛德大学Teesside University,316.0,4.19,2.63,84.0,87.3,免费评估
40,牛津布鲁克斯大学Oxford Brookes University,360.0,4.04,2.56,78.0,87.2,免费评估
41,利物浦约翰摩尔斯大学Liverpool John Moores University,373.0,4.19,2.45,78.0,86.9,免费评估
42,桑德兰大学University of Sunderland,192.0,4.44,2.03,92.0,86.9,免费评估
43,哈珀亚当斯大学Harper Adams University,324.0,4.1,2.66,82.0,86.7,免费评估
44,哈德斯菲尔德大学University of Huddersfield,321.0,3.83,2.48,84.0,86.4,免费评估
45,谢菲尔德哈莱姆大学Sheffield Hallam University,303.0,3.78,2.55,80.0,86.0,免费评估
46,赫尔大学The University of Hull,276.0,3.93,2.82,80.0,85.8,免费评估
47,德蒙福特大学De Montfort University,255.0,3.9,2.29,84.0,85.7,免费评估
48,曼彻斯特城市大学Manchester Metropolitan University,329.0,3.95,2.69,74.0,85.7,免费评估
49,格林威治大学The University of Greenwich,367.0,3.99,2.91,64.0,85.6,免费评估
50,西英格兰大学University of the West of England,321.0,3.92,2.85,76.0,85.6,免费评估
51,朴茨茅斯大学University of Portsmouth,312.0,4.1,2.46,76.0,85.5,免费评估
52,布拉德福德大学University of Bradford,300.0,4.05,2.69,78.0,85.4,免费评估
53,赫特福德大学University of Hertfordshire,298.0,3.88,2.52,76.0,85.3,免费评估
54,索尔福德大学University of Salford,305.0,4.29,2.49,76.0,85.2,免费评估
55,德比大学University of Derby,287.0,3.95,1.67,84.0,85.0,免费评估
56,伦敦城市大学City University London,342.0,4.06,2.85,64.0,84.7,免费评估
57,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,361.0,3.86,2.4,72.0,84.3,免费评估
58,中央兰开夏大学University of Central Lancashire,343.0,4.04,2.63,66.0,83.8,免费评估
59,东伦敦大学University of East London,285.0,4.33,2.05,,83.5,免费评估
