Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,利兹大学University of Leeds,88.7%,93.5%,36.8%,162,92.8%,100.0,免费评估
2,萨里大学University of Surrey,82.9%,87.1%,37.5%,162,95.3%,98.7,免费评估
3,罗伯特高登大学The Robert Gordon University,88.4%,88.1%,4.9%,184,96.9%,98.2,免费评估
4,英国女王大学Queen's University Belfast,77.1%,77.0%,56.3%,150,91.8%,97.0,免费评估
5,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,93.1%,88.2%,8.1%,,94.7%,95.8,免费评估
6,诺丁汉大学University of Nottingham,77.7%,79.8%,36.4%,153,85.1%,93.4,免费评估
7,普利茅斯大学University of Plymouth,92.0%,91.8%,17.4%,156,73.1%,92.5,免费评估
8,纽卡斯尔大学Newcastle University,81.2%,84.0%,28.4%,151,80.3%,92.1,免费评估
9,阿尔斯特大学University of Ulster,87.6%,89.2%,42.5%,128,74.2%,91.7,免费评估
10,雷丁大学University of Reading,71.9%,70.8%,50.7%,140,84.1%,91.5,免费评估
11,赫特福德大学University of Hertfordshire,84.8%,83.7%,14.8%,121,97.0%,90.2,免费评估
12,伦敦国王学院King's College London,62.2%,59.5%,46.8%,161,78.0%,89.2,免费评估
13,伍斯特大学University of Worcester,85.3%,83.9%,,127,92.9%,87.8,免费评估
14,考文垂大学Coventry University,82.0%,79.9%,,132,93.5%,87.6,免费评估
15,阿伯泰邓迪大学University of Abertay Dundee,86.0%,80.8%,,144,80.0%,87.3,免费评估
16,利兹贝克特大学Leeds Beckett University,84.5%,86.2%,,131,86.1%,87.1,免费评估
17,中央兰开夏大学University of Central Lancashire,81.0%,79.0%,8.3%,137,80.9%,86.5,免费评估
18,利物浦约翰摩尔斯大学Liverpool John Moores University,86.9%,88.9%,6.0%,142,61.7%,85.1,免费评估
19,切斯特大学University of Chester,71.3%,72.6%,12.0%,125,88.9%,84.5,免费评估
20,哈珀亚当斯大学Harper Adams University,83.1%,83.3%,5.7%,107,86.9%,84.4,免费评估
21,巴斯斯巴大学Bath Spa University,91.8%,85.2%,,127,68.3%,84.1,免费评估
22,伯恩茅斯大学Bournemouth University,90.9%,87.7%,4.7%,127,63.3%,83.9,免费评估
23,蒂赛德大学Teesside University,83.8%,83.5%,,110*,85.2%,83.6,免费评估
24,曼彻斯特城市大学Manchester Metropolitan University,84.5%,80.0%,12.0%,123,67.4%,83.3,免费评估
25,艾芝西尔大学Edge Hill University,90.1%,91.4%,,122,64.3%,82.9,免费评估
26,伦敦都市大学London Metropolitan University,80.3%,80.3%,,111,82.8%,82.3,免费评估
27,哈德斯菲尔德大学University of Huddersfield,74.2%,62.8%,,137,81.0%,82.2,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,80.8%,77.5%,3.7%,122,73.1%,82.1,免费评估
29,罗汉普顿大学Roehampton University,77.7%,79.0%,20.6%,106,72.0%,81.8,免费评估
30,玛格丽特女王大学Queen Margaret University,74.1%,71.2%,,163,58.7%,81.7,免费评估
31,皇家农学院Royal Agricultural University,72.9%,78.1%,2.1%,103*,91.7%*,81.5,免费评估
32,"特威克南圣玛丽大学St Mary's, Twickenham",76.4%,79.5%,,123,74.1%,81.1,免费评估
33,格林威治大学The University of Greenwich,69.3%,77.3%,19.5%,,71.4%,80.9,免费评估
34,牛津布鲁克斯大学Oxford Brookes University,85.0%,86.1%,3.0%,121,57.7%,80.3,免费评估
35,诺桑比亚大学Northumbria University,62.4%,74.4%,14.0%,140,64.8%,80.0,免费评估
36,卡迪夫都市大学Cardiff Metropolitan University,73.4%,74.0%,,116,78.9%,79.9,免费评估
37,金斯顿大学Kingston University,77.9%,78.9%,2.6%,116*,65.2%,78.8,免费评估
38,威斯敏斯特大学University of Westminster,79.6%,81.8%,,123,57.3%,78.5,免费评估
39,利物浦大学The University of Liverpool,80.0%,75.7%,,104,61.9%,76.2,免费评估
40,利兹圣三一大学Leeds Trinity University,79.4%,78.4%,,105*,59.6%,76.1,免费评估
41,伦敦南岸大学London South Bank University,55.9%,48.3%,,102,60.0%,67.8,免费评估
