Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,83.0,90.2,98.3,74.0,87.7,84.7,免费评估
2,Harvard University,United States,92.1,77.7,98.4,66.7,44.7,82.7,免费评估
3,剑桥大学University of Cambridge,United Kingdom,77.4,88.5,98.8,68.8,50.0,80.4,免费评估
4,帝国理工学院Imperial College London,United Kingdom,82.2,93.6,90.3,69.0,55.6,80.0,免费评估
5,Stanford University,United States,85.9,60.3,89.5,73.3,50.3,79.7,免费评估
6,University of Toronto,Canada,87.0,71.1,96.6,61.6,60.0,78.9,免费评估
7,Johns Hopkins University,United States,86.2,69.7,90.1,67.0,64.1,78.8,免费评估
8,伦敦大学学院University College London,United Kingdom,80.4,94.4,90.4,65.2,48.6,78.1,免费评估
9,Yale University,United States,86.4,60.8,90.3,65.5,50.3,77.3,免费评估
10,Columbia University,United States,86.2,65.4,84.4,68.1,46.8,76.8,免费评估
11,"University of California, Los Angeles",United States,89.5,55.9,84.9,66.8,49.6,76.7,免费评估
12,"University of California, Berkeley",United States,79.0,63.0,91.9,67.8,45.2,76.6,免费评估
12,Karolinska Institute,Sweden,77.5,86.4,93.7,62.0,52.6,76.6,免费评估
14,University of Melbourne,Australia,77.1,90.8,88.0,63.0,84.5,76.4,免费评估
15,University of Pennsylvania,United States,85.9,48.4,86.9,67.6,60.0,76.3,免费评估
16,University of Washington,United States,81.5,46.1,86.6,68.2,48.0,74.8,免费评估
17,伦敦国王学院King's College London,United Kingdom,76.0,91.7,83.2,63.9,47.3,74.2,免费评估
18,Duke University,United States,83.9,42.9,82.8,66.0,74.8,74.0,免费评估
19,National University of Singapore,Singapore,83.2,87.2,90.3,52.9,46.6,73.9,免费评估
20,Washington University in St Louis,United States,77.7,47.8,79.9,69.9,44.5,72.5,免费评估
21,University of Michigan-Ann Arbor,United States,82.5,46.8,82.4,62.3,45.6,71.8,免费评估
21,The University of Tokyo,Japan,86.4,30.2,91.0,54.8,62.2,71.8,免费评估
23,McGill University,Canada,77.8,75.0,83.3,59.1,41.6,71.7,免费评估
24,爱丁堡大学The University of Edinburgh,United Kingdom,68.7,88.2,71.6,72.0,45.4,71.5,免费评估
25,University of Chicago,United States,77.7,47.8,81.4,64.7,54.0,71.4,免费评估
26,McMaster University,Canada,68.9,73.3,72.7,69.4,93.1,71.0,免费评估
27,Kyoto University,Japan,79.6,28.5,87.4,59.0,82.1,70.7,免费评估
28,University of Hong Kong,Hong Kong,72.9,96.1,79.1,57.3,53.6,70.4,免费评估
29,"University of California, San Diego",United States,68.4,42.4,81.8,67.3,73.7,69.9,免费评估
