Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.5,60.0,647.0,97.0,100.0,免费评估
2,帝国理工学院Imperial College London,84.6,46.7,581.0,90.0,92.2,免费评估
3,布拉德福德大学University of Bradford,85.7,40.0,524.0,92.2,89.1,免费评估
4,谢菲尔德大学The University of Sheffield,84.5,45.0,486.0,93.2,89.0,免费评估
5,利兹大学University of Leeds,91.6,38.3,440.0,90.3,87.3,免费评估
6,巴斯大学University of Bath,94.5,25.0,514.0,87.4,86.4,免费评估
7,诺丁汉大学University of Nottingham,85.0,41.7,467.0,86.1,85.6,免费评估
8,伯明翰大学University of Birmingham,85.5,36.7,437.0,94.6,85.5,免费评估
9,拉夫堡大学Loughborough University,84.4,36.7,448.0,90.9,84.5,免费评估
10,萨里大学University of Surrey,87.8,35.0,452.0,87.3,84.4,免费评估
11,南安普顿大学University of Southampton,83.4,30.0,479.0,94.4,84.2,免费评估
12,Cardiff University,86.0,35.0,419.0,87.4,82.5,免费评估
13,思克莱德大学University of Strathclyde,81.9,26.2,502.0,89.6,82.1,免费评估
14,曼彻斯特大学The University of Manchester,83.5,36.7,436.0,84.7,82.0,免费评估
15,赫瑞瓦特大学Heriot Watt University,89.8,25.0,444.0,86.0,81.6,免费评估
16,纽卡斯尔大学Newcastle University,82.1,31.7,424.0,90.8,81.2,免费评估
17,华威大学The University of Warwick,78.4,36.7,439.0,87.0,80.8,免费评估
18,兰卡斯特大学Lancaster University,77.7,23.3,467.0,95.8,80.0,免费评估
19,利物浦大学The University of Liverpool,82.3,35.4,413.0,82.4,79.7,免费评估
20,爱丁堡大学The University of Edinburgh,72.6,28.3,510.0,88.0,79.0,免费评估
21,利物浦约翰摩尔斯大学Liverpool John Moores University,88.6,33.3,326.0,84.1,78.7,免费评估
22,英国女王大学Queen's University Belfast,81.4,31.7,385.0,84.9,77.9,免费评估
23,埃克塞特大学University of Exeter,80.1,25.0,435.0,86.5,77.7,免费评估
24,阿伯丁大学University of Aberdeen,72.2,31.7,430.0,89.2,77.2,免费评估
25,罗伯特高登大学The Robert Gordon University,85.9,10.0,404.0,93.6,76.3,免费评估
25,格拉斯哥大学University of Glasgow,80.0,21.7,466.0,80.6,76.3,免费评估
25,布鲁内尔大学Brunel University,89.8,23.3,378.0,77.2,76.3,免费评估
28,斯旺西大学Swansea University,85.2,21.7,339.0,90.2,76.1,免费评估
29,伦敦大学学院University College London,72.4,31.7,525.0,69.4,75.4,免费评估
30,Coventry University,92.7,7.4,344.0,86.9,74.1,免费评估
31,埃塞克斯大学University of Essex,74.5,26.7,367.0,88.2,74.0,免费评估
32,阿斯顿大学Aston University,84.5,18.3,364.0,81.6,73.5,免费评估
33,邓迪大学University of Dundee,95.1,,400.0,76.7,72.1,免费评估
34,伦敦城市大学City University London,86.8,21.7,348.0,69.0,71.3,免费评估
35,桑德兰大学University of Sunderland,89.0,10.0,283.0,86.2,71.0,免费评估
35,格林威治大学The University of Greenwich,81.1,43.3,314.0,57.2,71.0,免费评估
37,朴茨茅斯大学University of Portsmouth,84.6,18.3,302.0,79.2,70.6,免费评估
37,德比大学University of Derby,92.3,,294.0,89.3,70.6,免费评估
39,哈德斯菲尔德大学University of Huddersfield,76.5,15.0,355.0,86.6,70.4,免费评估
40,西英格兰大学University of the West of England,72.5,25.0,346.0,79.8,69.6,免费评估
41,索尔福德大学University of Salford,71.2,23.3,,82.0,69.5,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,77.8,21.7,414.0,65.9,69.5,免费评估
43,哈珀亚当斯大学Harper Adams University,86.4,,319.0,88.4,69.0,免费评估
44,德蒙福特大学De Montfort University,82.4,20.0,266.0,77.8,68.5,免费评估
45,赫特福德大学University of Hertfordshire,76.3,26.7,329.0,70.2,68.4,免费评估
46,布拉德福德大学University of Bradford,71.6,20.0,292.0,87.5,68.0,免费评估
47,诺桑比亚大学Northumbria University,74.3,20.0,354.0,74.1,67.6,免费评估
48,蒂赛德大学Teesside University,87.3,,337.0,78.6,67.3,免费评估
49,中央兰开夏大学University of Central Lancashire,91.1,,379.0,65.9,66.9,免费评估
50,牛津布鲁克斯大学Oxford Brookes University,83.3,,448.0,65.1,66.3,免费评估
51,斯塔福德郡大学Staffordshire University,76.8,20.0,276.0,74.6,65.8,免费评估
52,阿尔斯特大学University of Ulster,77.7,,291.0,91.7,65.5,免费评估
53,普利茅斯大学University of Plymouth,79.8,8.3,314.0,74.5,64.9,免费评估
53,布莱顿大学University of Brighton,66.9,26.7,307.0,73.8,64.9,免费评估
55,Manchester Metropolitan University,78.6,11.7,335.0,69.0,64.8,免费评估
56,赫尔大学The University of Hull,76.2,13.3,310.0,73.2,64.5,免费评估
57,谢菲尔德哈莱姆大学Sheffield Hallam University,76.9,15.0,282.0,70.7,63.6,免费评估
58,伦敦南岸大学London South Bank University,77.4,23.3,252.0,54.2,60.6,免费评估
59,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,74.0,6.7,338.0,65.0,60.5,免费评估
60,西苏格兰大学University of the West of Scotland,77.0,,324.0,68.4,60.1,免费评估
61,剑桥安鲁大学Anglia Ruskin University,83.5,,223.0,71.4,59.7,免费评估
62,南威尔士大学The University of South Wales,56.8,23.3,,75.0,59.6,免费评估
63,伯明翰城市大学Birmingham City University,71.2,,276.0,79.2,59.0,免费评估
64,金斯顿大学Kingston University,65.3,11.7,296.0,57.4,55.1,免费评估
65,波尔顿大学University of Bolton,64.8,15.0,,35.0,46.0,免费评估
66,格林多大学Glyndwr University,49.2,15.0,,56.5,45.8,免费评估
