Rank,University,Country,Score,Free
35,帝国理工学院Imperial College London,United Kingdom,66.8,免费评估
35,University of Minnesota--Twin Cities,United States,66.8,免费评估
38,University of Copenhagen,Denmark,66.5,免费评估
39,南加州大学University of Southern California,United States,66.1,免费评估
40,Ohio State University--Columbus,United States,66.0,免费评估
41,波士顿大学Boston Universiy,United States,65.6,免费评估
41,University of Texas--Austin,United States,65.6,免费评估
43,McGill University,Canada,65.5,免费评估
43,芝加哥大学The University of Chicago,United States,65.5,免费评估
45,埃默里大学Emory University,United States,65.4,免费评估
46,蒙纳士大学Monash University,Australia,65.2,免费评估
47,曼彻斯特大学The University of Manchester,United Kingdom,64.8,免费评估
48,布里斯托大学University of Bristol,United Kingdom,64.5,免费评估
49,伦敦国王学院King's College London,United Kingdom,64.4,免费评估
50,密歇根州立大学Michigan State University,United States,64.1,免费评估
51,爱丁堡大学The University of Edinburgh,United Kingdom,64.0,免费评估
52,普林斯顿大学Princeton University,United States,63.9,免费评估
53,University of Maryland--College Park,United States,63.5,免费评估
53,University of Pittsburgh,United States,63.5,免费评估
55,Wageningen University and Research Center,Netherlands,62.8,免费评估
56,Karolinska Institute,Sweden,62.6,免费评估
57,澳大利亚国立大学The Australian National University,Australia,62.5,免费评估
58,Ghent University,Belgium,62.2,免费评估
59,National University of Singapore,Singapore,62.0,免费评估
60,Indiana University--Bloomington,United States,61.8,免费评估
61,范德堡大学Vanderbilt University,United States,61.5,免费评估
62,Aarhus University,Denmark,60.9,免费评估
63,Stockholm University,Sweden,60.8,免费评估
63,University of Hong Kong,Hong Kong,60.8,免费评估
65,Catholic University of Leuven,Belgium,60.4,免费评估
66,George Washington University,United States,60.0,免费评估
67,Peking University,China,59.9,免费评估
67,University of Oslo,Norway,59.9,免费评估
69,Leiden University,Netherlands,59.8,免费评估
69,"Rutgers, The State University of New Jersey--New Brunswick",United States,59.8,免费评估
71,University of Cape Town,South Africa,59.4,免费评估
72,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,59.3,免费评估
73,University of Arizona,United States,59.0,免费评估
74,埃克塞特大学University of Exeter,United Kingdom,58.7,免费评估
75,Swiss Federal Institute of Technology Zurich,Switzerland,58.5,免费评估
75,新南威尔士大学The University of New South Wales,Australia,58.5,免费评估
77,Lund University,Sweden,58.3,免费评估
77,圣路易斯华盛顿大学Washington University in St Louis,United States,58.3,免费评估
79,University of California--Davis,United States,58.2,免费评估
80,布朗大学Brown University,United States,58.1,免费评估
80,约克大学The University of York,United Kingdom,58.1,免费评估
82,利兹大学University of Leeds,United Kingdom,58.0,免费评估
83,University of Groningen,Netherlands,57.9,免费评估
84,Maastricht University,Netherlands,57.8,免费评估
85,南安普顿大学University of Southampton,United Kingdom,57.7,免费评估
86,University of Zurich,Switzerland,56.9,免费评估
87,University of Colorado--Boulder,United States,56.8,免费评估
87,University of Witwatersrand,South Africa,56.8,免费评估
89,佛罗里达大学University of Florida,United States,56.5,免费评估
90,University of Ottawa,Canada,56.4,免费评估
90,萨塞克斯大学University of Sussex,United Kingdom,56.4,免费评估
92,卡迪夫大学Cardiff University,United Kingdom,56.2,免费评估
92,University of Helsinki,Finland,56.2,免费评估
94,迪肯大学Deakin University,Australia,56.0,免费评估
94,University of Illinois--Chicago,United States,56.0,免费评估
96,达特茅斯学院Dartmouth College,United States,55.3,免费评估
97,乔治亚大学University of Georgia,United States,55.2,免费评估
98,Simon Fraser University,Canada,55.0,免费评估
99,Hong Kong Polytechnic University,Hong Kong,54.9,免费评估
100,University of Montreal,Canada,54.8,免费评估
100,谢菲尔德大学The University of Sheffield,United Kingdom,54.8,免费评估
102,格里菲斯大学Griffith University,Australia,54.6,免费评估
102,McMaster University,Canada,54.6,免费评估
104,乔治城大学Georgetown University,United States,54.5,免费评估
105,杜伦大学Durham University,United Kingdom,54.2,免费评估
105,University of Utah,United States,54.2,免费评估
107,Humboldt-Universität zu Berlin,Germany,54.1,免费评估
108,Uppsala University,Sweden,53.9,免费评估
109,Pompeu Fabra University,Spain,53.6,免费评估
110,University of California--Santa Barbara,United States,53.5,免费评估
111,Florida State University,United States,53.4,免费评估
112,University of Bergen,Norway,53.2,免费评估
113,Radboud University Nijmegen,Netherlands,53.0,免费评估
113,University of Munich,Germany,53.0,免费评估
115,Purdue University--West Lafayette,United States,52.8,免费评估
116,Universite Paris Saclay (ComUE),France,52.7,免费评估
116,东英吉利大学University of East Anglia,United Kingdom,52.7,免费评估
118,University of South Carolina,United States,52.6,免费评估
119,University of Auckland,New Zealand,52.5,免费评估
120,University of Alberta,Canada,52.4,免费评估
120,University of California--Irvine,United States,52.4,免费评估
120,西澳大学The University of Western Australia,Australia,52.4,免费评估
123,华威大学The University of Warwick,United Kingdom,52.3,免费评估
124,德克萨斯A&M大学Texas A & M University,United States,52.1,免费评估
125,Umeå University,Sweden,52.0,免费评估
126,Heidelberg University,Germany,51.9,免费评估
126,伯明翰大学University of Birmingham,United Kingdom,51.9,免费评估
126,格拉斯哥大学University of Glasgow,United Kingdom,51.9,免费评估
126,诺丁汉大学University of Nottingham,United Kingdom,51.9,免费评估
130,利物浦大学The University of Liverpool,United Kingdom,51.8,免费评估
131,Chinese University Hong Kong,Hong Kong,51.7,免费评估
131,Universite Sorbonne Paris Cite-USPC (ComUE),France,51.7,免费评估
133,Delft University of Technology,Netherlands,51.4,免费评估
133,昆士兰科技大学Queensland University of Technology,Australia,51.4,免费评估
135,"弗吉尼亚大学University of Virginia,Main Campus",United States,51.3,免费评估
136,Tsinghua University,China,51.2,免费评估
137,Hebrew University of Jerusalem,Israel,51.0,免费评估
137,University of Southern Denmark,Denmark,51.0,免费评估
139,纽卡斯尔大学Newcastle University,United Kingdom,50.9,免费评估
140,Autonomous University of Barcelona,Spain,50.7,免费评估
140,Nanyang Technological University,Singapore,50.7,免费评估
142,"Eberhard Karls University, Tübingen",Germany,50.5,免费评估
143,Communaute d'Universites et Etablissements d'Aquitaine (ComUE),France,50.3,免费评估
144,爱荷华大学University of Iowa,United States,50.2,免费评估
144,University of Massachusetts--Amherst,United States,50.2,免费评估
146,University of Gothenburg,Sweden,50.1,免费评估
147,拉夫堡大学Loughborough University,United Kingdom,50.0,免费评估
148,University of Waterloo,Canada,49.7,免费评估
149,Stony Brook University--SUNY,United States,49.0,免费评估
150,Freie Universität Berlin,Germany,48.9,免费评估
151,Seoul National University,South Korea,48.8,免费评估
152,佐治亚理工学院Georgia Institute of Technology,United States,48.7,免费评估
153,Norwegian University of Science and Technology,Norway,48.6,免费评估
153,University of South Florida,United States,48.6,免费评估
153,University of Tokyo,Japan,48.6,免费评估
156,Beijing Normal University,China,48.5,免费评估
157,阿伯丁大学University of Aberdeen,United Kingdom,48.4,免费评估
157,University of Bern,Switzerland,48.4,免费评估
159,University of Barcelona,Spain,48.2,免费评估
160,George Mason University,United States,48.0,免费评估
160,兰卡斯特大学Lancaster University,United Kingdom,48.0,免费评估
162,Tel Aviv University,Israel,47.6,免费评估
162,University of Connecticut,United States,47.6,免费评估
162,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,47.6,免费评估
165,University of Basel,Switzerland,47.4,免费评估
166,莱斯特大学University of Leicester,United Kingdom,47.0,免费评估
167,City University Hong Kong,Hong Kong,46.8,免费评估
167,Temple University,United States,46.8,免费评估
169,伍伦贡大学The University of Wollongong,Australia,46.7,免费评估
170,Copenhagen Business School,Denmark,46.6,免费评估
170,University of Maryland--Baltimore,United States,46.6,免费评估
172,卡内基梅隆大学Carnegie Mellon University,United States,46.4,免费评估
173,科廷大学Curtin University,Australia,46.3,免费评估
173,Fudan University,China,46.3,免费评估
175,University at Buffalo--SUNY,United States,46.2,免费评估
175,University of Otago,New Zealand,46.2,免费评估
177,Georgia State University,United States,46.1,免费评估
178,Universidade de São Paulo,Brazil,46.0,免费评估
178,University of Kansas,United States,46.0,免费评估
178,University of Rochester,United States,46.0,免费评估
181,University of Freiburg,Germany,45.9,免费评估
181,南澳大学The University of South Australia,Australia,45.9,免费评估
183,凯斯西储大学Case Western Reserve University,United States,45.7,免费评估
184,Drexel University,United States,45.6,免费评估
184,University at Albany--SUNY,United States,45.6,免费评估
184,University of New Mexico,United States,45.6,免费评估
187,University of Missouri,United States,45.5,免费评估
187,University of Twente,Netherlands,45.5,免费评估
189,Free University of Brussels,Belgium,45.3,免费评估
190,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,45.1,免费评估
190,University of Geneva,Switzerland,45.1,免费评估
192,Virginia Commonwealth University,United States,45.0,免费评估
193,Mount Sinai School of Medicine,United States,44.9,免费评估
194,纽卡斯尔大学Newcastle University,Australia,44.8,免费评估
195,San Diego State University,United States,44.7,免费评估
196,University of Cincinnati,United States,44.6,免费评估
197,University of Alabama--Birmingham,United States,44.3,免费评估
197,University of Antwerp,Belgium,44.3,免费评估
199,National Taiwan University,Taiwan,44.1,免费评估
199,University of Victoria,Canada,44.1,免费评估
201,University Catholique of Louvain,Belgium,44.0,免费评估
202,Trinity College Dublin,Ireland,43.8,免费评估
202,塔夫茨大学Tufts University,United States,43.8,免费评估
204,PSL Research University Paris (ComUE),France,43.7,免费评估
205,American University of Beirut,Lebanon,43.6,免费评估
205,University of Hamburg,Germany,43.6,免费评估
205,圣安德鲁斯大学University of St Andrews,United Kingdom,43.6,免费评估
208,Western University,Canada,43.4,免费评估
209,Northeastern University,United States,43.3,免费评估
209,University of Cologne,Germany,43.3,免费评估
211,Oregon State University,United States,43.2,免费评估
211,萨里大学University of Surrey,United Kingdom,43.2,免费评估
213,埃塞克斯大学University of Essex,United Kingdom,43.0,免费评估
214,University of Vienna,Austria,42.9,免费评估
215,National and Kapodistrian University of Athens,Greece,42.8,免费评估
216,英国女王大学Queen's University Belfast,United Kingdom,42.6,免费评估
217,雪城大学Syracuse University,United States,42.4,免费评估
218,University of Calgary,Canada,42.3,免费评估
219,Sun Yat-sen University,China,42.1,免费评估
219,University of Bologna,Italy,42.1,免费评估
221,Wayne State University,United States,42.0,免费评估
222,乐卓博大学La Trobe University,Australia,41.9,免费评估
222,University of Kentucky,United States,41.9,免费评估
222,University of Malaya,Malaysia,41.9,免费评估
225,Tilburg University,Netherlands,41.8,免费评估
225,University of Technology Sydney,Australia,41.8,免费评估
227,阿德莱德大学University of Adelaide,Australia,41.5,免费评估
228,Linköping University,Sweden,41.3,免费评估
229,麦考瑞大学Macquarie University,Australia,41.0,免费评估
229,University of Western Sydney,Australia,41.0,免费评估
231,美利坚大学American University,United States,40.9,免费评估
231,Washington State University,United States,40.9,免费评估
233,University of Aix-Marseille,France,40.7,免费评估
234,詹姆士库克大学James Cook University,Australia,40.6,免费评估
234,Sapienza University of Rome,Italy,40.6,免费评估
236,Technical University of Munich,Germany,40.5,免费评估
236,University of Bonn,Germany,40.5,免费评估
238,Aalborg University,Denmark,40.3,免费评估
238,Stellenbosch University,South Africa,40.3,免费评估
238,University of Oregon,United States,40.3,免费评估
238,University of Texas--Dallas,United States,40.3,免费评估
238,Zhejiang University,China,40.3,免费评估
243,CUNY--Hunter College,United States,40.0,免费评估
244,University of Lausanne,Switzerland,39.9,免费评估
245,Tulane University,United States,39.8,免费评估
245,University of Haifa,Israel,39.8,免费评估
245,University of KwaZulu Natal,South Africa,39.8,免费评估
245,University of Tennessee,United States,39.8,免费评估
249,University of Central Florida,United States,39.7,免费评估
249,University of Turku,Finland,39.7,免费评估
251,Indiana University-Purdue University--Indianapolis,United States,39.6,免费评估
251,University of Milan,Italy,39.6,免费评估
253,European University Institute,Italy,39.5,免费评估
254,Nanjing University,China,39.3,免费评估
254,University of Lisbon,Portugal,39.3,免费评估
256,University of Jyväskylä,Finland,39.2,免费评估
257,University of Mannheim,Germany,38.9,免费评估
258,Kyoto University,Japan,38.8,免费评估
258,Université Libre de Bruxelles,Belgium,38.8,免费评估
260,University College Dublin,Ireland,38.7,免费评估
260,巴斯大学University of Bath,United Kingdom,38.7,免费评估
260,Yonsei University,South Korea,38.7,免费评估
263,Complutense University of Madrid,Spain,38.6,免费评估
263,Dalhousie University,Canada,38.6,免费评估
265,Autonomous University of Madrid,Spain,38.5,免费评估
266,University of Granada,Spain,38.3,免费评估
266,University of Göttingen,Germany,38.3,免费评估
266,肯特大学University of Kent,United Kingdom,38.3,免费评估
266,University of Turin,Italy,38.3,免费评估
270,University of Colorado--Denver,United States,38.2,免费评估
271,University of Hawaii--Manoa,United States,38.0,免费评估
272,弗林德斯大学Flinders University,Australia,37.9,免费评估
272,Kyung Hee University,South Korea,37.9,免费评估
272,York University,Canada,37.9,免费评估
275,Wuhan University,China,37.8,免费评估
276,Queen's University,Canada,37.7,免费评估
277,迈阿密大学University of Miami,United States,37.6,免费评估
278,University of Tampere,Finland,37.5,免费评估
278,Victoria University of Wellington,New Zealand,37.5,免费评估
280,圣母诺特丹大学University of Notre Dame,United States,37.4,免费评估
281,Colorado State University,United States,37.3,免费评估
281,Louisiana State University--Baton Rouge,United States,37.3,免费评估
283,Bocconi University,Italy,37.2,免费评估
283,Iowa State University,United States,37.2,免费评估
283,Pontificia University Católica de Chile,Chile,37.2,免费评估
286,Charles University in Prague,Czech Republic,37.1,免费评估
286,Laval University,Canada,37.1,免费评估
288,Université du Québec à Montréal,Canada,37.0,免费评估
289,雷丁大学University of Reading,United Kingdom,36.9,免费评估
290,Massey University,New Zealand,36.8,免费评估
291,Open University,United Kingdom,36.7,免费评估
292,Universite Federale Toulouse Midi-Pyrenees (ComUE),France,36.1,免费评估
293,Technical University of Berlin,Germany,36.0,免费评估
294,Renmin University of China,China,35.9,免费评估
294,Shanghai Jiao Tong University,China,35.9,免费评估
294,塔斯马尼亚大学The University of Tasmania,Australia,35.9,免费评估
297,Universite de Lyon (ComUE),France,35.8,免费评估
298,Portland State University,United States,35.7,免费评估
299,Boston College,United States,35.6,免费评估
299,University of Tromsø,Norway,35.6,免费评估
301,伯恩茅斯大学Bournemouth University,United Kingdom,35.5,免费评估
301,Korea University,South Korea,35.5,免费评估
301,思克莱德大学University of Strathclyde,United Kingdom,35.5,免费评估
304,University of Wisconsin--Milwaukee,United States,35.4,免费评估
305,Baylor College of Medicine,United States,35.3,免费评估
305,斯特林大学University of Stirling,United Kingdom,35.3,免费评估
307,Makerere University,Uganda,35.2,免费评估
308,University of Florence,Italy,35.0,免费评估
309,Florida International University,United States,34.8,免费评估
310,皇家墨尔本理工大学Royal Melbourne Institute of Technology University,Australia,34.7,免费评估
310,University of Johannesburg,South Africa,34.7,免费评估
310,University of Manitoba,Canada,34.7,免费评估
313,Eindhoven University of Technology,Netherlands,34.4,免费评估
314,伦敦城市大学City University London,United Kingdom,34.3,免费评估
315,University of Kiel,Germany,34.2,免费评估
315,University of London School Oriental,United Kingdom,34.2,免费评估
317,普利茅斯大学University of Plymouth,United Kingdom,34.0,免费评估
318,澳大利亚凯斯林大学Australian Catholic University,Australia,33.9,免费评估
318,Johann Wolfgang Goethe University Frankfurt am Main,Germany,33.9,免费评估
320,National Research University - Higher School of Economics,Russia,33.8,免费评估
320,Technical University of Denmark,Denmark,33.8,免费评估
320,University of Konstanz,Germany,33.8,免费评估
323,Federal University of Minas Gerais,Brazil,33.6,免费评估
324,North Carolina State University--Raleigh,United States,33.5,免费评估
324,University of Padua,Italy,33.5,免费评估
324,Yeshiva University,United States,33.5,免费评估
327,National Taiwan University of Science and Technology,Taiwan,33.3,免费评估
328,邓迪大学University of Dundee,United Kingdom,33.1,免费评估
328,University of Houston,United States,33.1,免费评估
330,Universite Paris-Est (ComUE),France,33.0,免费评估
331,Ben-Gurion University of the Negev,Israel,32.9,免费评估
331,University of the Western Cape,South Africa,32.9,免费评估
333,National Cheng Kung University,Taiwan,32.8,免费评估
333,University of Tartu,Estonia,32.8,免费评估
335,坎特伯雷大学Canterbury Christ Church University,New Zealand,32.7,免费评估
335,University of Naples Federico II,Italy,32.7,免费评估
335,University of Nova de Lisboa,Portugal,32.7,免费评估
338,University of Nebraska--Lincoln,United States,32.4,免费评估
339,Brigham Young University--Provo,United States,32.3,免费评估
339,University of Rovira i Virgili,Spain,32.3,免费评估
341,Bar-Ilan University,Israel,32.1,免费评估
341,Bielefeld University,Germany,32.1,免费评估
343,"Royal Holloway, University of London (RHUL)",United Kingdom,32.0,免费评估
343,University of Bremen,Germany,32.0,免费评估
345,Aalto University,Finland,31.7,免费评估
346,University of Massachusetts Worcester,United States,31.5,免费评估
346,University of Vermont,United States,31.5,免费评估
348,St. Louis University,United States,31.4,免费评估
348,University of North Carolina--Charlotte,United States,31.4,免费评估
350,Polytechnic University of Milan,Italy,31.2,免费评估
350,University of the Basque Country,Spain,31.2,免费评估
352,University of Ljubljana,Slovenia,31.1,免费评估
353,特拉华大学University of Delaware,United States,31.0,免费评估
354,University of Porto,Portugal,30.9,免费评估
355,University of Zaragoza,Spain,30.6,免费评估
356,Hong Kong Institute of Education,Hong Kong,30.5,免费评估
357,University of Chile,Chile,30.3,免费评估
357,University of Pretoria,South Africa,30.3,免费评估
357,University of Waikato,New Zealand,30.3,免费评估
360,Johannes Gutenberg University of Mainz,Germany,30.1,免费评估
360,Royal Institute of Technology,Sweden,30.1,免费评估
360,University of North Texas,United States,30.1,免费评估
363,University of Eastern Finland,Finland,30.0,免费评估
364,University of Valencia,Spain,29.8,免费评估
365,University of Alabama,United States,29.7,免费评估
365,University of Coimbra,Portugal,29.7,免费评估
365,University of Oulu,Finland,29.7,免费评估
368,Technion Israel Institute of Technology,Israel,29.6,免费评估
369,莱斯大学Rice University,United States,29.5,免费评估
369,堪培拉大学University of Canberra,Australia,29.5,免费评估
369,University of Nevada--Las Vegas,United States,29.5,免费评估
372,Catholic University of Sacred Heart,Italy,29.4,免费评估
372,Loyola University Chicago,United States,29.4,免费评估
372,Sungkyunkwan University,South Korea,29.4,免费评估
375,Communaute Universite Grenoble Alpes,France,29.3,免费评估
376,Ruhr University Bochum,Germany,29.2,免费评估
377,Middle East Technical University,Turkey,29.1,免费评估
377,斯旺西大学Swansea University,United Kingdom,29.1,免费评估
377,Universiti Sains Malaysia,Malaysia,29.1,免费评估
380,University of Arkansas,United States,28.8,免费评估
380,University of Ghana,Ghana,28.8,免费评估
382,Huazhong University of Science and Technology,China,28.7,免费评估
382,heSam Universite,France,28.7,免费评估
384,Mahidol University,Thailand,28.5,免费评估
385,Universite Bourgogne Franche-Comte (ComUE),France,28.2,免费评估
385,University of Louisville,United States,28.2,免费评估
387,丹佛大学University of Denver,United States,28.1,免费评估
387,University of Leipzig,Germany,28.1,免费评估
389,亚伯大学Aberystwyth University,United Kingdom,28.0,免费评估
390,Orebro University,Sweden,27.9,免费评估
390,University of Iceland,Iceland,27.9,免费评估
392,Heinrich Heine University of Dusseldorf,Germany,27.8,免费评估
393,Concordia University,Canada,27.7,免费评估
394,牛津布鲁克斯大学Oxford Brookes University,United Kingdom,27.5,免费评估
395,Kent State University,United States,27.4,免费评估
395,Oregon Health & Science University,United States,27.4,免费评估
395,University of California--Riverside,United States,27.4,免费评估
398,University of Duisburg-Essen,Germany,27.2,免费评估
398,威斯敏斯特大学University of Westminster,United Kingdom,27.2,免费评估
400,King Saud University,Saudi Arabia,27.1,免费评估
