Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.3,559,0.86,0.85,免费评估
2,格拉斯哥大学University of Glasgow,3.0,403,0.85,0.86,免费评估
3,牛津大学University of Oxford,2.8,551,0.79,0.86,免费评估
4,杜伦大学Durham University,3.0,528,0.84,0.77,免费评估
5,帝国理工学院Imperial College London,3.0,523,0.78,0.84,免费评估
6,谢菲尔德大学The University of Sheffield,3.0,392,0.87,0.81,免费评估
7,伯明翰大学University of Birmingham,2.9,458,0.88,0.74,免费评估
8,圣安德鲁斯大学University of St Andrews,3.3,483,0.79,0.79,免费评估
9,南安普顿大学University of Southampton,2.7,452,0.85,0.8,免费评估
10,阿伯丁大学University of Aberdeen,2.8,364,0.83,0.85,免费评估
11,兰卡斯特大学Lancaster University,3.4,384,0.83,0.71,免费评估
12,曼彻斯特大学The University of Manchester,2.8,479,0.82,0.73,免费评估
13,华威大学The University of Warwick,2.6,493,0.82,0.75,免费评估
14,诺丁汉大学University of Nottingham,3.3,422,0.77,0.77,免费评估
15,埃克塞特大学University of Exeter,2.8,386,0.88,0.7,免费评估
16,利兹大学University of Leeds,2.5,424,0.79,0.81,免费评估
17,萨塞克斯大学University of Sussex,2.8,403,0.81,0.74,免费评估
18,约克大学The University of York,2.6,399,0.84,0.71,免费评估
19,利物浦大学The University of Liverpool,2.8,371,0.8,0.76,免费评估
20,中央兰开夏大学University of Central Lancashire,3.0,437,0.72,0.79,免费评估
20,爱丁堡大学The University of Edinburgh,3.1,466,0.76,0.71,免费评估
22,赫尔大学The University of Hull,2.2,251,0.86,0.84,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,2.4,346,0.85,0.75,免费评估
24,布里斯托大学University of Bristol,2.8,459,0.77,0.73,免费评估
24,巴斯大学University of Bath,3.2,400,0.77,0.72,免费评估
26,拉夫堡大学Loughborough University,2.5,356,0.84,0.72,免费评估
27,基尔大学Keele University,1.8,309,0.82,0.82,免费评估
28,赫瑞瓦特大学Heriot Watt University,2.7,339,0.78,0.73,免费评估
29,伦敦国王学院King's College London,2.4,418,0.77,0.74,免费评估
30,莱斯特大学University of Leicester,2.6,373,0.76,0.74,免费评估
31,萨里大学University of Surrey,2.4,367,0.77,0.74,免费评估
32,斯旺西大学Swansea University,2.4,282,0.77,0.8,免费评估
33,亚伯大学Aberystwyth University,1.3,237,0.9,0.77,免费评估
34,肯特大学University of Kent,2.5,254,0.77,0.76,免费评估
35,思克莱德大学University of Strathclyde,1.9,330,0.81,0.73,免费评估
36,卡迪夫大学Cardiff University,2.0,341,0.8,0.71,免费评估
36,英国女王大学Queen's University Belfast,2.3,390,0.74,0.71,免费评估
38,伦敦大学玛丽女王学院Queen Mary University of London,2.5,314,0.8,0.64,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,2.7,238,0.73,0.74,免费评估
40,赫特福德大学University of Hertfordshire,2.6,230,0.82,0.58,免费评估
41,阿伯泰邓迪大学University of Abertay Dundee,,320,0.82,0.81,免费评估
42,索尔福德大学University of Salford,,211,,0.71,免费评估
