Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,,,32.0%,232,85.1%,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,81.9%,85.0%,43.8%,212,85.5%,98.3,免费评估
3,华威大学The University of Warwick,79.6%,85.3%,40.4%,188,86.2%,95.8,免费评估
3,巴斯大学University of Bath,82.0%,83.7%,41.8%,187,83.2%,95.8,免费评估
5,拉夫堡大学Loughborough University,82.7%,87.9%,32.6%,164,92.5%,95.4,免费评估
6,利兹大学University of Leeds,82.8%,86.6%,39.3%,167,85.9%,95.1,免费评估
7,兰卡斯特大学Lancaster University,81.8%,83.3%,42.6%,152,89.3%,94.6,免费评估
8,思克莱德大学University of Strathclyde,77.7%,79.1%,44.3%,207,71.7%,93.6,免费评估
8,埃克塞特大学University of Exeter,79.1%,83.0%,24.4%,174,94.0%,93.6,免费评估
10,伦敦大学学院University College London,66.5%,69.7%,43.9%,192,87.3%,91.4,免费评估
11,伦敦政治经济学院The London School of Economics and Political Science,63.1%,64.1%,52.3%,193,85.4%,90.7,免费评估
12,东英吉利大学University of East Anglia,80.5%,83.7%,28.1%,148,80.7%,90.3,免费评估
13,南安普顿大学University of Southampton,79.5%,80.4%,24.0%,151,85.6%,90.2,免费评估
14,约克大学The University of York,78.9%,80.5%,24.0%,149,85.7%,89.9,免费评估
15,杜伦大学Durham University,72.3%,73.6%,23.1%,177,88.5%,89.7,免费评估
16,布里斯托大学University of Bristol,75.0%,73.9%,32.1%,176,77.3%,89.4,免费评估
17,伦敦国王学院King's College London,64.5%,72.5%,38.2%,186,82.8%,89.2,免费评估
18,阿伯丁大学University of Aberdeen,73.7%,77.9%,24.9%,178,78.6%,89.1,免费评估
19,斯特林大学University of Stirling,78.6%,79.0%,25.2%,162,76.5%,89.0,免费评估
19,伯明翰大学University of Birmingham,71.6%,73.4%,29.1%,162,87.2%,89.0,免费评估
19,谢菲尔德大学The University of Sheffield,74.1%,79.9%,26.8%,143,87.7%,89.0,免费评估
22,英国女王大学Queen's University Belfast,80.3%,77.2%,32.7%,147,75.1%,88.9,免费评估
23,诺丁汉大学University of Nottingham,71.4%,74.4%,32.6%,157,84.8%,88.8,免费评估
