Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Massachusetts Institute of Technology (MIT),UnitedStates,70.8,99.3,77.8,100.0,95.7,381.4,免费评估
2,"University of California, Berkeley",UnitedStates,67.9,95.2,78.3,86.0,100.0,364.7,免费评估
3,Harvard University,UnitedStates,55.1,99.9,81.4,91.8,89.0,352.0,免费评估
4,Georgia Institute of Technology,UnitedStates,68.4,95.3,78.2,87.2,84.2,350.7,免费评估
5,剑桥大学University of Cambridge,UnitedKingdom,64.8,85.8,87.9,80.4,89.0,337.5,免费评估
6,Stanford University,UnitedStates,60.6,100.0,77.7,92.4,64.5,333.1,免费评估
7,Northwestern University,UnitedStates,59.3,92.2,72.7,69.9,88.2,324.1,免费评估
8,University of Illinois at Urbana-Champaign,UnitedStates,58.8,81.4,68.7,64.3,86.6,304.8,免费评估
9,"University of California, Los Angeles",UnitedStates,47.8,100.0,76.4,59.9,76.4,299.3,免费评估
10,Nanyang Technological University,Singapore,80.6,99.5,84.7,98.6,0.0,295.6,免费评估
11,Tsinghua University,China,100.0,83.9,57.2,95.3,0.0,290.6,免费评估
12,Pennsylvania State University - University Park,UnitedStates,60.4,85.9,74.1,55.7,64.5,281.4,免费评估
13,Peking University,China,75.7,91.0,59.5,93.0,0.0,271.5,免费评估
14,帝国理工学院Imperial College London,UnitedKingdom,59.7,82.8,83.7,63.4,40.8,263.5,免费评估
15,University of Michigan-Ann Arbor,UnitedStates,57.6,83.5,69.6,56.6,47.1,258.7,免费评估
16,牛津大学University of Oxford,UnitedKingdom,55.2,97.1,85.3,59.0,28.9,257.2,免费评估
17,University of Science and Technology of China,China,77.3,90.7,55.3,77.0,0.0,256.0,免费评估
18,National University of Singapore,Singapore,72.0,89.1,81.4,73.4,0.0,250.7,免费评估
19,Zhejiang University,China,80.3,83.1,59.8,72.2,0.0,247.6,免费评估
20,Soochow University (China),China,69.9,91.9,58.6,73.4,0.0,246.9,免费评估
21,Fudan University,China,65.4,94.2,57.3,74.8,0.0,246.0,免费评估
22,"University of California, Santa Barbara",UnitedStates,45.6,88.1,70.7,66.3,28.9,243.1,免费评估
23,Shanghai Jiao Tong University,China,84.1,80.0,58.1,66.8,0.0,242.5,免费评估
24,Seoul National University,SouthKorea,73.4,76.4,54.9,81.1,0.0,241.9,免费评估
25,Princeton University,UnitedStates,39.5,84.3,73.6,38.3,64.5,241.4,免费评估
26,Cornell University,UnitedStates,42.0,90.5,67.8,46.6,45.6,238.3,免费评估
26,Swiss Federal Institute of Technology Lausanne,Switzerland,59.5,98.7,87.5,62.6,0.0,238.3,免费评估
28,The University of Texas at Austin,UnitedStates,53.0,93.1,68.9,49.5,28.9,238.2,免费评估
29,"University of California, San Diego",UnitedStates,46.3,83.7,73.2,46.6,45.6,236.9,免费评估
30,Korea Advanced Institute of Science and Technology,SouthKorea,64.9,80.9,55.1,79.4,0.0,236.2,免费评估
31,Sungkyunkwan University,SouthKorea,68.3,80.5,53.4,74.5,0.0,233.9,免费评估
32,University of Chicago,UnitedStates,66.4,85.3,71.3,65.1,0.0,231.1,免费评估
33,King Abdullah University of Science and Technology,SaudiArabia,42.7,100.0,86.6,69.5,0.0,229.6,免费评估
34,Beihang University,China,70.0,74.8,51.0,74.1,0.0,229.1,免费评估
35,Swiss Federal Institute of Technology Zurich,Switzerland,62.1,80.7,84.5,66.8,0.0,226.5,免费评估
36,The University of Tokyo,Japan,72.2,70.0,62.7,71.1,0.0,225.9,免费评估
37,Jilin University,China,77.4,79.8,49.5,58.5,0.0,225.6,免费评估
38,University of Massachusetts Amherst,UnitedStates,31.8,86.1,74.9,51.6,40.8,225.4,免费评估
39,Huazhong University of Science and Technology,China,72.1,86.4,53.5,54.7,0.0,223.9,免费评估
40,Tianjin University,China,74.1,77.3,51.3,61.7,0.0,223.4,免费评估
41,Nanjing University,China,67.3,84.2,55.1,59.0,0.0,221.5,免费评估
42,Ulsan National Institute of Science and Technology,SouthKorea,45.2,99.6,59.7,64.3,0.0,221.0,免费评估
43,South China University of Technology,China,77.6,81.8,50.3,51.1,0.0,220.6,免费评估
44,Pohang University of Science and Technology,SouthKorea,60.6,80.2,63.0,66.8,0.0,220.2,免费评估
45,Xi'an Jiaotong University,China,76.3,78.6,59.2,52.6,0.0,219.3,免费评估
46,California Institute of Technology,UnitedStates,38.9,87.5,71.7,37.6,40.8,219.2,免费评估
47,University of Wisconsin - Madison,UnitedStates,45.1,85.8,65.5,45.4,28.9,218.3,免费评估
48,"University of California, Riverside",UnitedStates,31.7,87.0,68.9,27.6,57.7,217.8,免费评估
49,Harbin Institute of Technology,China,91.0,73.2,54.7,41.7,0.0,216.8,免费评估
50,Carnegie Mellon University,UnitedStates,35.2,82.3,66.0,35.4,50.0,216.1,免费评估
