Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87,1.3,427.0,76,100.0,免费评估
2,格拉斯哥大学University of Glasgow,86,1.1,,74,95.2,免费评估
3,伦敦大学学院University College London,89,1.4,407.0,52,93.5,免费评估
4,兰卡斯特大学Lancaster University,76,1.3,467.0,58,92.2,免费评估
5,纽卡斯尔大学Newcastle University,86,1.4,420.0,51,91.9,免费评估
6,布鲁内尔大学Brunel University,87,0.4,387.0,72,89.1,免费评估
7,雷丁大学University of Reading,73,1.4,371.0,70,88.8,免费评估
8,爱丁堡大学The University of Edinburgh,76,0.9,422.0,61,87.3,免费评估
9,伯恩茅斯大学Bournemouth University,80,1.0,316.0,63,83.5,免费评估
10,拉夫堡大学Loughborough University,80,1.3,336.0,50,83.4,免费评估
11,伦敦大学金史密斯学院Goldsmiths University of London,81,1.1,339.0,51,82.9,免费评估
12,赫瑞瓦特大学Heriot Watt University,69,0.8,351.0,72,82.2,免费评估
13,利兹大学University of Leeds,68,1.1,385.0,57,81.0,免费评估
14,肯特大学University of Kent,63,1.4,335.0,63,79.9,免费评估
15,林肯大学University of Lincoln,79,0.3,324.0,63,78.3,免费评估
16,邓迪大学University of Dundee,67,1.3,366.0,48,78.2,免费评估
17,布莱顿大学University of Brighton,78,1.4,308.0,39,77.8,免费评估
18,班戈大学Bangor University,81,,278.0,75,77.7,免费评估
19,西英格兰大学University of the West of England,76,0.8,288.0,57,76.9,免费评估
20,University College Falmouth,82,0.4,293.0,57,76.8,免费评估
21,伦敦艺术大学University of the Arts London,68,1.0,310.0,55,75.4,免费评估
22,威斯敏斯特大学University of Westminster,66,1.2,295.0,56,75.1,免费评估
23,伯明翰城市大学Birmingham City University,69,1.2,316.0,45,74.8,免费评估
24,金斯顿大学Kingston University,74,0.3,338.0,56,74.7,免费评估
25,诺里奇艺术大学Norwich University of the Arts,78,0.5,300.0,53,74.4,免费评估
26,诺丁汉特伦特大学Nottingham Trent University,71,0.5,315.0,60,74.3,免费评估
27,伯恩茅斯大学Bournemouth University,79,0.1,281.0,63,74.1,免费评估
28,哈德斯菲尔德大学University of Huddersfield,76,,314.0,63,74.0,免费评估
29,诺桑比亚大学Northumbria University,68,0.8,315.0,56,74.0,免费评估
30,卡迪夫都市大学Cardiff Metropolitan University,79,0.9,293.0,39,73.8,免费评估
31,罗伯特高登大学The Robert Gordon University,69,0.6,339.0,54,73.6,免费评估
32,亚伯大学Aberystwyth University,80,,305.0,55,72.9,免费评估
33,蒂赛德大学Teesside University,79,,332.0,48,72.3,免费评估
34,曼彻斯特城市大学Manchester Metropolitan University,69,0.7,322.0,49,72.1,免费评估
35,考文垂大学Coventry University,72,0.5,299.0,52,71.9,免费评估
36,谢菲尔德哈莱姆大学Sheffield Hallam University,67,0.9,311.0,46,71.7,免费评估
37,曼彻斯特大学The University of Manchester,76,,355.0,45,71.3,免费评估
38,赫特福德大学University of Hertfordshire,72,0.8,267.0,49,71.1,免费评估
39,阿尔斯特大学University of Ulster,72,0.9,291.0,42,71.1,免费评估
40,切斯特大学University of Chester,74,0.1,308.0,56,71.0,免费评估
41,德比大学University of Derby,76,0.4,300.0,46,70.9,免费评估
42,普利茅斯大学University of Plymouth,69,0.8,288.0,50,70.8,免费评估
43,坎特伯雷大学Canterbury Christ Church University,74,,264.0,65,70.6,免费评估
44,纽波特大学University of Wales Newport,67,0.9,299.0,45,70.6,免费评估
45,中央兰开夏大学University of Central Lancashire,77,0.2,271.0,52,69.9,免费评估
46,龙比亚大学Napier University,66,0.3,337.0,54,69.7,免费评估
47,德蒙福特大学De Montfort University,71,0.6,284.0,47,69.4,免费评估
48,牛津布鲁克斯大学Oxford Brookes University,76,0.6,289.0,37,69.4,免费评估
49,巴斯斯巴大学Bath Spa University,72,0.3,298.0,48,69.2,免费评估
50,南安普顿大学University of Southampton,64,0.4,385.0,41,69.1,免费评估
51,格罗斯特大学University of Gloucestershire,78,0.2,307.0,37,68.5,免费评估
52,格林威治大学The University of Greenwich,79,,270.0,46,67.6,免费评估
53,奇切斯特大学University of Chichester,75,,328.0,39,67.0,免费评估
54,朴茨茅斯大学University of Portsmouth,77,0.1,271.0,43,67.0,免费评估
55,桑德兰大学University of Sunderland,74,0.5,257.0,42,67.0,免费评估
56,新白金汉大学Buckinghamshire New University,70,0.4,269.0,48,66.8,免费评估
57,格拉摩根大学University of Glamorgan,75,,286.0,47,66.8,免费评估
58,埃塞克斯大学University of Essex,76,,241.0,53,66.6,免费评估
59,创意艺术大学University for the Creative Arts,70,0.4,258.0,49,66.5,免费评估
60,斯塔福德郡大学Staffordshire University,76,0.1,272.0,43,66.3,免费评估
61,利兹都会大学Leeds Metropolitan University,82,0.3,233.0,37,65.7,免费评估
62,索尔福德大学University of Salford,74,0.3,254.0,42,65.5,免费评估
63,米德塞斯大学Middlesex University,69,0.4,248.0,50,65.4,免费评估
64,剑桥安鲁大学Anglia Ruskin University,73,0.4,260.0,37,64.5,免费评估
65,赫尔大学The University of Hull,79,,301.0,26,63.6,免费评估
66,约克圣约翰大学York St John University,67,,289.0,46,62.9,免费评估
67,波尔顿大学University of Bolton,79,0.0,256.0,33,62.8,免费评估
68,东伦敦大学University of East London,67,0.6,190.0,46,61.7,免费评估
69,格林多大学Glyndwr University,66,0.1,242.0,48,60.5,免费评估
70,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,66,,344.0,28,60.4,免费评估
71,西伦敦大学University of West London,66,0.2,234.0,42,59.7,免费评估
72,北安普顿大学The University of Northampton,68,0.1,238.0,41,59.2,免费评估
73,伍斯特大学University of Worcester,66,,313.0,29,59.2,免费评估
74,南安普顿索伦特大学Southampton Solent University,62,0.3,261.0,37,58.9,免费评估
75,利物浦约翰摩尔斯大学Liverpool John Moores University,63,0.4,218.0,36,56.7,免费评估
76,哥比亚大学University of Cumbria,55,0.1,308.0,36,56.3,免费评估
77,贝德福德大学University of Bedfordshire,72,,190.0,35,56.1,免费评估
78,伦敦都市大学London Metropolitan University,54,0.1,268.0,44,56.0,免费评估
79,伦敦南岸大学London South Bank University,61,,205.0,41,53.5,免费评估
