Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,伦敦国王学院King's College London,449.0,3.95,2.85,90.0,100.0,免费评估
2,利兹大学University of Leeds,396.0,4.33,2.6,75.0,94.5,免费评估
3,雷丁大学University of Reading,348.0,3.93,2.6,85.0,91.7,免费评估
4,诺丁汉大学University of Nottingham,370.0,4.05,2.7,65.0,90.6,免费评估
5,纽卡斯尔大学Newcastle University,371.0,3.54,2.4,85.0,90.5,免费评估
6,英国女王大学Queen's University Belfast,355.0,4.09,2.2,70.0,88.1,免费评估
7,萨里大学University of Surrey,398.0,4.18,,80.0,87.9,免费评估
8,阿尔斯特大学University of Ulster,315.0,4.41,2.25,70.0,87.2,免费评估
9,考文垂大学Coventry University,345.0,4.49,,85.0,86.7,免费评估
10,诺桑比亚大学Northumbria University,327.0,3.81,1.95,85.0,86.6,免费评估
11,罗伯特高登大学The Robert Gordon University,402.0,4.24,,65.0,85.8,免费评估
12,哈珀亚当斯大学Harper Adams University,316.0,4.09,1.95,75.0,85.3,免费评估
13,格林威治大学The University of Greenwich,,3.68,2.15,,85.0,免费评估
14,普利茅斯大学University of Plymouth,330.0,4.25,1.7,70.0,84.7,免费评估
15,利物浦约翰摩尔斯大学Liverpool John Moores University,297.0,4.2,2.0,65.0,83.2,免费评估
16,利兹都会大学Leeds Metropolitan University,324.0,4.45,,65.0,81.9,免费评估
17,赫特福德大学University of Hertfordshire,321.0,4.0,,75.0,81.7,免费评估
18,玛格丽特女王大学Queen Margaret University,352.0,3.84,,65.0,81.2,免费评估
19,谢菲尔德哈莱姆大学Sheffield Hallam University,328.0,4.05,,65.0,80.6,免费评估
20,伦敦都市大学London Metropolitan University,287.0,3.74,1.45,80.0,80.5,免费评估
21,曼彻斯特城市大学Manchester Metropolitan University,313.0,3.91,2.0,50.0,80.5,免费评估
22,哈德斯菲尔德大学University of Huddersfield,271.0,4.02,,85.0,80.4,免费评估
23,巴斯斯巴大学Bath Spa University,322.0,4.33,,55.0,79.6,免费评估
24,切斯特大学University of Chester,322.0,4.08,,,79.6,免费评估
25,林肯大学University of Lincoln,,3.74,1.65,55.0,78.8,免费评估
26,利兹圣三一大学Leeds Trinity University,,4.11,,55.0,78.0,免费评估
27,中央兰开夏大学University of Central Lancashire,330.0,,,55.0,78.0,免费评估
28,威斯敏斯特大学University of Westminster,300.0,3.94,,60.0,77.6,免费评估
29,卡迪夫都市大学Cardiff Metropolitan University,312.0,4.08,,50.0,77.2,免费评估
30,伯恩茅斯大学Bournemouth University,291.0,4.32,,50.0,76.8,免费评估
31,英国圣玛丽大学学院St Mary's University College,290.0,4.03,,55.0,76.5,免费评估
32,皇家农学院Royal Agricultural University,264.0,3.88,1.5,,75.6,免费评估
33,牛津布鲁克斯大学Oxford Brookes University,278.0,4.04,,50.0,75.0,免费评估
34,金斯顿大学Kingston University,302.0,4.0,,40.0,74.6,免费评估
35,罗汉普顿大学Roehampton University,259.0,3.95,,50.0,73.5,免费评估
36,伦敦南岸大学London South Bank University,,3.94,,30.0,71.5,免费评估
