Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85.2,60.0,622,96.7,100.0,免费评估
2,帝国理工学院Imperial College London,89.6,51.7,552,93.5,97.4,免费评估
3,圣安德鲁斯大学University of St Andrews,97.6,30.0,517,100.0,97.1,免费评估
4,牛津大学University of Oxford,83.0,50.0,576,85.3,92.7,免费评估
5,南安普顿大学University of Southampton,84.0,51.7,470,94.9,92.0,免费评估
6,伯明翰大学University of Birmingham,89.7,45.0,422,92.0,91.3,免费评估
7,布里斯托大学University of Bristol,81.6,43.3,506,96.6,90.4,免费评估
8,格拉斯哥大学University of Glasgow,87.2,46.7,477,81.0,89.9,免费评估
9,巴斯大学University of Bath,82.1,41.7,467,96.7,89.0,免费评估
10,爱丁堡大学The University of Edinburgh,78.3,51.7,490,90.9,88.8,免费评估
11,杜伦大学Durham University,85.9,35.0,472,91.7,88.7,免费评估
12,约克大学The University of York,85.1,41.7,470,85.4,88.4,免费评估
13,伦敦大学学院University College London,77.0,50.0,466,93.9,87.6,免费评估
14,曼彻斯特大学The University of Manchester,83.4,48.3,425,85.9,87.5,免费评估
15,谢菲尔德大学The University of Sheffield,88.3,31.7,403,92.5,87.1,免费评估
16,利物浦大学The University of Liverpool,83.5,45.0,388,85.3,85.4,免费评估
17,纽卡斯尔大学Newcastle University,85.5,36.7,377,88.1,84.9,免费评估
18,华威大学The University of Warwick,73.8,31.7,493,97.4,83.5,免费评估
19,埃克塞特大学University of Exeter,,31.7,435,0.0,83.3,免费评估
20,拉夫堡大学Loughborough University,84.9,28.3,376,89.6,83.0,免费评估
21,卡迪夫大学Cardiff University,81.2,36.7,404,84.3,82.7,免费评估
22,思克莱德大学University of Strathclyde,82.6,26.7,425,86.1,82.4,免费评估
23,诺丁汉大学University of Nottingham,77.0,46.7,363,89.0,82.3,免费评估
24,肯特大学University of Kent,82.8,31.7,370,88.3,82.1,免费评估
25,莱斯特大学University of Leicester,80.7,35.0,362,87.4,81.3,免费评估
26,阿伯丁大学University of Aberdeen,80.7,36.7,415,76.7,81.2,免费评估
27,利兹大学University of Leeds,79.3,43.3,382,78.0,81.1,免费评估
28,英国女王大学Queen's University Belfast,82.3,30.0,358,87.7,81.0,免费评估
29,赫瑞瓦特大学Heriot Watt University,85.4,30.0,358,79.1,80.8,免费评估
30,萨里大学University of Surrey,84.0,23.3,387,84.7,80.7,免费评估
31,兰卡斯特大学Lancaster University,80.4,43.3,355,75.5,80.2,免费评估
32,埃塞克斯大学University of Essex,88.4,31.7,297,76.2,80.1,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,81.0,38.3,365,76.1,79.9,免费评估
34,萨塞克斯大学University of Sussex,78.3,36.7,355,81.1,78.8,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,78.2,41.7,340,73.8,77.8,免费评估
36,伦敦国王学院King's College London,77.9,30.0,382,77.9,77.4,免费评估
37,斯旺西大学Swansea University,68.4,40.0,359,94.3,77.3,免费评估
38,邓迪大学University of Dundee,82.8,31.7,409,56.6,76.8,免费评估
39,伦敦大学金史密斯学院Goldsmiths University of London,79.4,33.3,307,77.8,76.3,免费评估
40,林肯大学University of Lincoln,81.7,26.7,322,74.0,75.8,免费评估
41,东英吉利大学University of East Anglia,75.3,35.0,366,74.1,75.7,免费评估
42,布鲁内尔大学Brunel University,78.4,30.0,334,75.0,75.4,免费评估
43,赫尔大学The University of Hull,85.4,13.3,328,75.1,75.2,免费评估
44,雷丁大学University of Reading,74.7,13.3,350,93.8,74.2,免费评估
45,普利茅斯大学University of Plymouth,74.6,41.7,303,68.6,73.6,免费评估
46,伦敦城市大学City University London,74.3,28.3,360,74.0,73.5,免费评估
47,伯恩茅斯大学Bournemouth University,76.7,15.0,337,84.6,73.3,免费评估
48,阿斯顿大学Aston University,79.8,18.3,352,69.2,73.0,免费评估
49,西英格兰大学University of the West of England,76.8,21.7,295,80.8,72.6,免费评估
50,阿伯泰邓迪大学University of Abertay Dundee,79.7,,362,84.6,72.4,免费评估
50,罗伯特高登大学The Robert Gordon University,77.0,18.3,350,73.8,72.4,免费评估
52,亚伯大学Aberystwyth University,71.1,40.0,302,72.0,72.0,免费评估
53,考文垂大学Coventry University,85.1,13.5,255,71.7,71.9,免费评估
53,中央兰开夏大学University of Central Lancashire,87.1,,312,71.6,71.9,免费评估
55,德蒙福特大学De Montfort University,79.3,22.5,309,65.2,71.3,免费评估
56,斯特林大学University of Stirling,78.4,18.3,358,63.6,71.2,免费评估
57,布莱顿大学University of Brighton,75.7,28.3,265,74.1,71.0,免费评估
58,桑德兰大学University of Sunderland,84.9,11.7,275,64.6,70.6,免费评估
59,曼彻斯特城市大学Manchester Metropolitan University,78.5,15.0,310,70.6,70.4,免费评估
60,米德塞斯大学Middlesex University,86.2,18.3,200,63.2,69.9,免费评估
61,龙比亚大学Napier University,81.7,10.1,295,67.0,69.7,免费评估
62,艾芝西尔大学Edge Hill University,86.7,,273,67.2,69.4,免费评估
62,利物浦约翰摩尔斯大学Liverpool John Moores University,80.4,20.0,300,57.3,69.4,免费评估
64,基尔大学Keele University,83.6,,336,61.8,68.8,免费评估
65,索尔福德大学University of Salford,74.0,31.7,268,63.1,68.7,免费评估
66,卡迪夫都市大学Cardiff Metropolitan University,83.0,,293,68.8,68.5,免费评估
67,阿尔斯特大学University of Ulster,76.5,25.0,271,62.2,68.4,免费评估
68,蒂赛德大学Teesside University,75.6,25.0,335,52.5,68.1,免费评估
69,诺丁汉特伦特大学Nottingham Trent University,73.2,10.0,301,79.2,68.0,免费评估
69,布拉德福德大学University of Bradford,78.2,18.3,270,63.1,68.0,免费评估
71,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,78.4,5.0,331,65.7,67.8,免费评估
71,赫特福德大学University of Hertfordshire,76.5,25.0,277,58.2,67.8,免费评估
73,格林威治大学The University of Greenwich,86.3,6.7,274,51.3,67.3,免费评估
