Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harbin Institute of Technology,China,98.2,65.4,58.8,100.0,,275.4,免费评估
2,Tsinghua University,China,100.0,53.4,50.3,95.9,,259.4,免费评估
3,Zhejiang University,China,85.9,55.7,54.7,90.6,,243.2,免费评估
4,Beihang University,China,92.5,52.4,44.2,87.1,,240.9,免费评估
5,Nanyang Technological University,Singapore,72.9,61.8,80.5,81.4,,232.2,免费评估
6,Huazhong University of Science and Technology,China,85.4,51.9,40.5,82.5,,227.9,免费评估
7,Southeast University,China,76.0,59.3,53.3,79.9,,225.7,免费评估
8,Jilin University,China,65.7,63.4,32.1,77.5,,213.0,免费评估
9,Shanghai Jiao Tong University,China,77.2,49.9,52.9,71.1,,208.8,免费评估
10,Tianjin University,China,75.7,53.6,44.2,69.6,,207.8,免费评估
11,"University of California, Berkeley",UnitedStates,83.4,57.7,77.4,49.8,,206.5,免费评估
12,University of Chicago,UnitedStates,85.1,53.1,74.8,50.8,,204.0,免费评估
13,Xian Jiao Tong University,China,78.5,48.6,43.6,67.8,,203.7,免费评估
14,Aalborg University,Denmark,36.7,100.0,87.3,48.6,,202.7,免费评估
15,Dalian University of Technology,China,67.2,54.6,51.5,69.6,,201.6,免费评估
16,University of Malaya,Malaysia,60.1,61.0,74.6,62.4,,198.4,免费评估
17,National University of Singapore,Singapore,61.6,61.2,78.1,59.2,,197.6,免费评估
18,The University of Tokyo,Japan,85.6,46.2,59.9,53.4,,197.2,免费评估
19,Swiss Federal Institute of Technology Zurich,Switzerland,67.5,61.0,78.7,53.0,,197.1,免费评估
20,Korea Advanced Institute of Science and Technology,SouthKorea,67.2,54.6,49.3,64.8,,196.4,免费评估
21,University of Electronic Science and Technology of China,China,59.1,59.5,57.6,63.4,,193.5,免费评估
22,Swiss Federal Institute of Technology Lausanne,Switzerland,66.8,54.8,77.1,56.1,,193.2,免费评估
23,Stanford University,UnitedStates,70.5,57.7,78.9,49.1,,193.1,免费评估
24,Nanjing University of Aeronautics and Astronautics,China,58.6,60.3,50.8,63.6,,192.7,免费评估
25,Chongqing University,China,63.9,52.9,51.0,64.4,,191.3,免费评估
26,曼彻斯特大学The University of Manchester,UnitedKingdom,64.9,58.4,82.5,50.1,,189.8,免费评估
27,Massachusetts Institute of Technology (MIT),UnitedStates,74.0,53.6,67.1,48.3,,189.4,免费评估
28,Polytechnic University of Catalonia,Spain,51.4,63.2,75.5,59.6,,189.3,免费评估
29,University of Alberta,Canada,56.8,60.1,70.5,57.0,,188.0,免费评估
30,University of Science and Technology of China,China,72.6,47.6,56.0,55.9,,187.3,免费评估
31,帝国理工学院Imperial College London,UnitedKingdom,60.9,58.2,82.2,50.8,,186.3,免费评估
32,National Cheng Kung University,China-Taiwan,60.1,52.2,38.8,66.1,,186.1,免费评估
33,牛津大学University of Oxford,UnitedKingdom,61.3,57.5,83.2,49.8,,185.3,免费评估
34,City University of Hong Kong,China-HongKong,49.1,67.3,57.7,56.6,,184.5,免费评估
35,University of Michigan-Ann Arbor,UnitedStates,71.0,52.4,65.0,47.0,,183.5,免费评估
36,Northeastern University (Shenyang),China,59.6,52.4,38.2,63.8,,183.4,免费评估
37,Beijing Institute of Technology,China,58.9,50.2,48.4,63.6,,182.4,免费评估
38,Delft University of Technology,Netherlands,61.3,55.5,73.8,50.6,,182.1,免费评估
39,Wuhan University,China,60.1,46.0,51.0,64.0,,180.2,免费评估
40,Shandong University,China,55.8,55.9,51.1,58.1,,180.1,免费评估
41,King Abdulaziz University,SaudiArabia,37.8,80.1,94.4,42.9,,179.6,免费评估
42,The University of New South Wales,Australia,47.0,64.4,79.8,51.8,,179.1,免费评估
43,National Taiwan University,China-Taiwan,60.3,50.7,55.0,56.8,,178.8,免费评估
44,谢菲尔德大学The University of Sheffield,UnitedKingdom,50.3,62.2,76.4,49.8,,177.6,免费评估
45,Polytechnic Institute of Milan,Italy,65.6,52.2,64.7,45.7,,176.3,免费评估
46,Sapienza University of Rome,Italy,65.5,55.9,74.1,39.9,,176.1,免费评估
47,Seoul National University,SouthKorea,60.7,47.1,52.1,57.7,,175.8,免费评估
48,INHA University,SouthKorea,47.4,54.6,54.5,61.4,,174.2,免费评估
48,University of Seville,Spain,45.9,69.3,73.4,44.3,,174.2,免费评估
50,"University of Maryland, College Park",UnitedStates,55.2,60.1,70.5,44.6,,174.0,免费评估
