Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,,,61.3%,221,83.2%,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,86.0%,89.1%,52.7%,205,75.9%,98.9,免费评估
3,剑桥大学University of Cambridge,,,51.6%,210,81.5%,98.6,免费评估
4,伯明翰大学University of Birmingham,83.2%,77.5%,52.8%,157,83.9%,94.9,免费评估
5,兰卡斯特大学Lancaster University,83.7%,83.9%,53.0%,156,79.1%,94.7,免费评估
6,杜伦大学Durham University,79.8%,75.1%,30.1%,205,81.7%,93.2,免费评估
7,华威大学The University of Warwick,79.1%,76.8%,47.7%,187,72.9%,93.0,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,69.3%,63.8%,48.6%,197,86.1%,92.9,免费评估
9,伦敦大学学院University College London,,,55.6%,188,84.4%,92.8,免费评估
10,埃塞克斯大学University of Essex,84.2%,80.2%,44.0%,140,78.3%,91.5,免费评估
11,萨塞克斯大学University of Sussex,81.7%,77.8%,34.2%,149,86.3%,91.3,免费评估
12,伦敦国王学院King's College London,,,53.9%,177,65.1%,91.1,免费评估
12,约克大学The University of York,85.4%,82.7%,30.7%,158,77.8%,91.1,免费评估
12,埃克塞特大学University of Exeter,75.4%,71.9%,41.0%,182,77.9%,91.1,免费评估
12,布里斯托大学University of Bristol,,,40.9%,185,70.4%,91.1,免费评估
16,纽卡斯尔大学Newcastle University,81.9%,81.9%,54.3%,148,64.0%,90.5,免费评估
17,谢菲尔德大学The University of Sheffield,,,48.3%,158,71.8%,90.3,免费评估
18,曼彻斯特大学The University of Manchester,,,31.9%,161,70.7%,89.6,免费评估
19,利兹大学University of Leeds,81.8%,77.8%,39.5%,159,67.1%,89.0,免费评估
19,肯特大学University of Kent,84.5%,81.1%,31.0%,129,79.8%,89.0,免费评估
21,爱丁堡大学The University of Edinburgh,68.3%,67.3%,49.7%,179,67.7%,87.9,免费评估
22,诺丁汉大学University of Nottingham,81.3%,77.4%,28.2%,152,69.7%,86.9,免费评估
22,"伦敦大学伯克贝克学院Birkbeck, University Of London",82.8%,76.5%,37.4%,103,79.0%,86.9,免费评估
24,南安普顿大学University of Southampton,81.3%,77.8%,31.7%,135,71.2%,86.6,免费评估
25,阿伯丁大学University of Aberdeen,84.8%,82.4%,39.1%,151,52.2%,86.5,免费评估
26,赫特福德大学University of Hertfordshire,88.3%,82.9%,32.9%,104,67.6%,86.0,免费评估
27,东英吉利大学University of East Anglia,81.6%,76.4%,28.6%,156,60.7%,85.4,免费评估
28,卡迪夫大学Cardiff University,82.9%,77.1%,36.3%,140,56.0%,84.9,免费评估
29,基尔大学Keele University,87.2%,80.1%,23.7%,127,62.9%,84.6,免费评估
30,利物浦大学The University of Liverpool,,,28.4%,141,64.3%,84.0,免费评估
31,伦敦大学皇家霍洛威学院Royal Holloway University of London,75.2%,75.1%,30.5%,138,66.0%,83.8,免费评估
32,雷丁大学University of Reading,83.5%,79.9%,28.6%,132,54.9%,83.3,免费评估
33,格拉斯哥大学University of Glasgow,76.5%,72.0%,18.9%,172,60.3%,83.2,免费评估
34,西英格兰大学University of the West of England,94.2%,94.6%,18.6%,113,46.3%,82.5,免费评估
35,"特威克南圣玛丽大学St Mary's, Twickenham",93.4%,87.7%,7.0%,103,61.7%,82.0,免费评估
36,巴斯斯巴大学Bath Spa University,96.7%,93.9%,,109,57.2%,81.9,免费评估
36,利物浦霍普大学Liverpool Hope University,92.8%,90.7%,,111,62.9%,81.9,免费评估
38,班戈大学Bangor University,98.5%,96.5%,,109,52.9%,81.7,免费评估
39,邓迪大学University of Dundee,82.3%,76.0%,27.7%,141,48.0%,81.6,免费评估
40,英国女王大学Queen's University Belfast,71.2%,66.5%,40.3%,147,45.8%,80.0,免费评估
41,斯特林大学University of Stirling,76.9%,73.7%,22.7%,147,47.1%,79.5,免费评估
42,赫尔大学The University of Hull,83.5%,78.0%,10.5%,111,59.6%,79.3,免费评估
43,Manchester Metropolitan University,82.7%,79.6%,12.5%,118,54.1%,79.0,免费评估
44,诺丁汉特伦特大学Nottingham Trent University,87.3%,80.2%,10.0%,118,50.0%,78.9,免费评估
45,中央兰开夏大学University of Central Lancashire,92.1%,85.7%,8.3%,103*,43.2%,77.9,免费评估
46,格罗斯特大学University of Gloucestershire,81.5%,83.2%,6.9%,110,52.9%,77.3,免费评估
47,布莱顿大学University of Brighton,,,13.1%,106,55.9%,77.0,免费评估
48,剑桥安鲁大学Anglia Ruskin University,90.0%,80.8%,,90,48.9%,75.6,免费评估
49,牛津布鲁克斯大学Oxford Brookes University,75.8%,68.5%,8.4%,126,48.2%,74.8,免费评估
50,温切斯特大学University of Winchester,70.5%,60.1%,,112,66.7%,73.9,免费评估
51,罗汉普顿大学Roehampton University,69.6%,67.8%,,99,66.2%,73.5,免费评估
