Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Colorado School of Mines,United States,100.0,91.4,85.7,84.1,93.8,免费评估
2,Curtin University,Australia,67.8,76.4,95.0,100.0,78.4,免费评估
3,The University of Queensland,Australia,72.0,86.8,85.5,80.5,78.3,免费评估
4,Pennsylvania State University,United States,63.5,67.7,95.6,95.1,73.9,免费评估
5,The University of New South Wales (UNSW Australia),Australia,60.6,87.6,87.9,82.7,73.4,免费评估
6,McGill University,Canada,61.9,78.8,90.8,84.8,73.1,免费评估
6,Queen's University at Kingston,Canada,66.6,76.0,87.6,76.3,73.1,免费评估
6,University of British Columbia,Canada,60.0,84.0,90.0,85.5,73.1,免费评估
9,Technische Universit?t Bergakademie Freiberg,Germany,71.5,61.9,88.5,77.2,73.0,免费评估
10,Universidad de Chile,Chile,62.5,79.1,90.4,80.5,72.7,免费评估
11,The University of Western Australia,Australia,53.8,77.8,92.4,98.7,71.1,免费评估
12,RWTH Aachen University,Germany,59.6,85.7,84.9,71.5,70.4,免费评估
13,The University of Arizona,United States,60.3,54.6,97.6,97.0,70.3,免费评估
14,The University of Melbourne,Australia,50.1,90.9,96.1,82.7,70.1,免费评估
15,St.Petersburg Mining University,Russia,82.7,100.0,26.9,26.3,69.3,免费评估
16,Universidad Nacional Autónoma de México (UNAM),Mexico,58.0,74.3,85.9,82.0,69.0,免费评估
17,University of Toronto,Canada,49.6,82.0,93.6,88.0,68.4,免费评估
18,University of Alberta,Canada,55.2,69.8,89.0,89.2,68.3,免费评估
18,University of Utah,United States,67.6,48.7,87.0,78.0,68.3,免费评估
20,The University of Adelaide,Australia,49.9,79.5,91.5,86.8,67.6,免费评估
21,King Fahd University of Petroleum & Minerals,Saudi Arabia,67.0,89.3,57.7,45.6,66.9,免费评估
22,Universidad de Concepción,Chile,63.5,66.4,80.5,63.3,66.6,免费评估
22,University of the Witwatersrand,South Africa,56.2,71.4,86.2,75.4,66.6,免费评估
24,"Indian School of Mines (ISM) University, Dhanbad",India,72.9,50.5,73.4,58.9,66.4,免费评估
25,Universidade de S?o Paulo,Brazil,51.3,79.7,83.0,81.2,66.2,免费评估
26,University of Wollongong,Australia,52.0,73.9,88.8,78.9,65.9,免费评估
27,China University of Mining and Technology,China,64.2,43.1,78.6,84.8,65.2,免费评估
28,Central South University,China,60.6,53.1,73.7,73.5,63.0,免费评估
29,University of Illinois at Urbana-Champaign,United States,45.5,71.1,90.7,81.2,62.8,免费评估
30,"The University of Newcastle, Australia (UON)",Australia,45.2,74.6,85.9,78.0,62.1,免费评估
31,Istanbul Technical University,Turkey,46.8,71.2,82.6,78.9,61.9,免费评估
32,University of Copenhagen,Denmark,41.4,69.8,95.3,84.1,61.6,免费评估
33,AGH University of Science and Technology,Poland,59.9,55.6,73.2,63.3,61.5,免费评估
34,Laval University,Canada,46.4,67.0,87.3,78.0,61.4,免费评估
35,Indian Institute of Technology Kharagpur (IIT-KGP),India,44.8,72.0,84.7,78.0,61.2,免费评估
35,Universiti Sains Malaysia (USM),Malaysia,54.9,70.2,72.4,58.9,61.2,免费评估
37,Michigan Technological University,United States,52.0,61.8,79.6,67.1,60.4,免费评估
38,University of Science and Technology Beijing,China,60.2,45.7,73.0,67.1,60.3,免费评估
39,Virginia Polytechnic Institute and State University,United States,42.5,61.6,88.8,88.6,60.2,免费评估
40,Queensland University of Technology (QUT),Australia,49.2,76.4,72.2,58.9,59.5,免费评估
40,南安普顿大学University of Southampton,United Kingdom,39.7,66.5,90.8,84.8,59.5,免费评估
42,Nanjing University,China,29.2,81.1,94.4,96.0,59.4,免费评估
43,埃克塞特大学University of Exeter,United Kingdom,46.4,59.0,89.5,72.6,59.3,免费评估
44,University of Lisbon,Portugal,45.9,62.2,81.3,77.2,59.2,免费评估
45,Middle East Technical University,Turkey,43.8,72.3,82.8,68.3,59.0,免费评估
46,Ruhr-Universit?t Bochum,Germany,45.1,52.7,90.0,80.5,58.7,免费评估
47,阿伯丁大学University of Aberdeen,United Kingdom,37.5,75.1,89.5,75.4,58.5,免费评估
47,利物浦大学The University of Liverpool,United Kingdom,38.4,65.0,93.2,82.0,58.5,免费评估
49,Wuhan University,China,39.5,82.5,78.2,69.4,58.4,免费评估
50,伯明翰大学University of Birmingham,United Kingdom,37.1,75.0,86.5,77.2,58.1,免费评估
50,Waseda University,Japan,44.2,82.7,72.4,57.3,58.1,免费评估
