Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Sapienza University of Rome,Italy,100.0,,,68.8,96.9,免费评估
2,牛津大学University of Oxford,United Kingdom,96.2,,,97.4,96.3,免费评估
3,剑桥大学University of Cambridge,United Kingdom,95.6,,,98.0,95.8,免费评估
4,Ludwig-Maximilians-Universität München,Germany,98.0,,,59.5,94.2,免费评估
5,Harvard University,United States,91.4,,,100.0,92.3,免费评估
6,Princeton University,United States,89.7,,,86.2,89.4,免费评估
7,"University of Rome ""Tor Vergata""",Italy,89.7,,,82.0,88.9,免费评估
8,Leiden University,Netherlands,90.6,,,72.5,88.8,免费评估
9,Yale University,United States,87.7,,,90.4,88.0,免费评估
10,"University of California, Berkeley (UCB)",United States,88.9,,,76.9,87.7,免费评估
11,University of Chicago,United States,87.1,,,89.7,87.4,免费评估
12,Ruprecht-Karls-Universität Heidelberg,Germany,91.4,,,49.7,87.2,免费评估
13,"Trinity College Dublin, The University of Dublin",Ireland,87.3,,,82.5,86.8,免费评估
13,University of Toronto,Canada,87.9,,,77.0,86.8,免费评估
15,Sorbonne University,France,88.0,,,70.7,86.3,免费评估
16,伦敦大学学院University College London,United Kingdom,84.9,,,96.4,86.1,免费评估
16,University of Vienna,Austria,90.3,,,48.0,86.1,免费评估
18,圣安德鲁斯大学University of St Andrews,United Kingdom,87.0,,,75.4,85.8,免费评估
19,Stanford University,United States,84.9,,,91.2,85.5,免费评估
20,Université Paris 1 Panthéon-Sorbonne,France,84.4,,,91.3,85.1,免费评估
21,Humboldt-Universität zu Berlin,Germany,87.3,,,64.6,85.0,免费评估
22,Aristotle University of Thessaloniki,Greece,88.7,,,50.8,84.9,免费评估
22,KU Leuven,Belgium,87.3,,,62.9,84.9,免费评估
22,Scuola Normale Superiore di Pisa,Italy,88.8,,,49.8,84.9,免费评估
25,Alma Mater Studiorum - University of Bologna,Italy,82.7,,,94.6,83.9,免费评估
26,University of Pisa,Italy,84.3,,,79.1,83.8,免费评估
27,Columbia University,United States,84.7,,,70.4,83.3,免费评估
28,Albert-Ludwigs-Universitaet Freiburg,Germany,86.1,,,52.7,82.8,免费评估
29,伦敦国王学院King's College London,United Kingdom,83.2,,,75.3,82.4,免费评估
29,University of Milan,Italy,82.4,,,82.8,82.4,免费评估
31,杜伦大学Durham University,United Kingdom,82.3,,,82.7,82.3,免费评估
32,Cornell University,United States,83.5,,,69.2,82.1,免费评估
32,University of Zurich,Switzerland,84.9,,,56.4,82.1,免费评估
34,Waseda University,Japan,81.2,,,79.0,81.0,免费评估
35,Università degli Studi di Pavia,Italy,85.0,,,44.2,80.9,免费评估
36,Brown University,United States,80.3,,,83.6,80.6,免费评估
36,Utrecht University,Netherlands,84.3,,,47.7,80.6,免费评估
38,University of Göttingen,Germany,84.0,,,47.6,80.4,免费评估
39,University of Cologne,Germany,84.6,,,39.6,80.1,免费评估
40,University of Michigan,United States,79.5,,,81.9,79.7,免费评估
41,Freie Universitaet Berlin,Germany,81.4,,,60.8,79.3,免费评估
42,Aarhus University,Denmark,79.7,,,68.9,78.6,免费评估
42,Université catholique de Louvain (UCL),Belgium,81.6,,,51.3,78.6,免费评估
44,"University of California, Los Angeles (UCLA)",United States,78.6,,,77.8,78.5,免费评估
45,University of Groningen,Netherlands,80.4,,,59.2,78.3,免费评估
46,University of Copenhagen,Denmark,77.6,,,78.5,77.7,免费评估
47,Universidad Nacional Autónoma de México (UNAM),Mexico,77.7,,,75.8,77.5,免费评估
48,University of Basel,Switzerland,79.4,,,54.9,77.0,免费评估
49,Seoul National University,South Korea,76.4,,,76.1,76.4,免费评估
49,爱丁堡大学The University of Edinburgh,United Kingdom,76.7,,,73.7,76.4,免费评估
