Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,阿尔斯特大学University of Ulster,100.0,100.0,100.0,96.8,13.3,4,392,-,-,免费评估
2,卡迪夫大学Cardiff University,99.0,97.0,93.5,72.5,13.9,9,452,5,98,免费评估
3,诺丁汉大学University of Nottingham,97.6,92.0,87.7,62.7,14.1,9,488,7,97,免费评估
4,英国女王大学Queen's University Belfast,96.9,98.0,97.0,89.0,15.6,5,429,5,99,免费评估
5,阿斯顿大学Aston University,93.2,94.1,93.5,86.0,17.8,4,438,6,100,免费评估
6,利兹大学University of Leeds,92.5,100.0,96.7,80.2,11.0,7,405,4,-,免费评估
7,哈德斯菲尔德大学University of Huddersfield,92.0,98.0,97.3,77.5,14.8,3,403,8,98,免费评估
8,雷丁大学University of Reading,90.6,93.1,90.7,66.7,13.7,6,393,7,100,免费评估
9,梅德韦药学院Medway School of Pharmacy,90.0,98.0,95.0,77.4,21.8,7,355,9,99,免费评估
10,基尔大学Keele University,89.5,96.0,94.0,72.0,17.7,5,425,5,98,免费评估
11,东英吉利大学University of East Anglia,89.2,95.0,93.0,71.5,16.4,5,471,2,100,免费评估
12,曼彻斯特大学The University of Manchester,88.7,83.2,84.3,64.7,12.8,10,444,3,93,免费评估
13,伦敦大学学院University College London,87.8,75.0,80.8,44.4,13.9,9,474,5,94,免费评估
14,罗伯特高登大学The Robert Gordon University,87.6,90.1,88.5,67.3,17.0,3,480,7,98,免费评估
14,赫特福德大学University of Hertfordshire,87.6,96.0,91.0,70.5,11.0,5,364,6,97,免费评估
16,巴斯大学University of Bath,86.7,99.0,95.3,67.9,16.9,5,481,1,100,免费评估
17,伦敦国王学院King's College London,84.1,87.9,88.8,56.6,15.3,8,431,4,94,免费评估
18,布莱顿大学University of Brighton,84.0,93.0,85.8,73.3,23.0,4,368,9,98,免费评估
19,利物浦大学The University of Liverpool,83.0,91.9,90.3,57.4,7.7,9,413,4,82,免费评估
20,中央兰开夏大学University of Central Lancashire,82.8,88.9,90.5,81.7,20.2,3,406,4,100,免费评估
21,朴茨茅斯大学University of Portsmouth,78.7,96.0,93.0,75.7,16.6,4,351,6,90,免费评估
22,思克莱德大学University of Strathclyde,75.0,79.0,80.3,47.9,24.7,4,510,6,93,免费评估
23,桑德兰大学University of Sunderland,74.9,76.0,81.0,48.7,17.9,4,345,8,100,免费评估
24,布拉德福德大学University of Bradford,74.7,90.9,86.9,63.9,25.0,3,389,7,96,免费评估
25,德蒙福特大学De Montfort University,73.3,87.0,84.8,58.7,16.4,3,393,7,87,免费评估
26,利物浦约翰摩尔斯大学Liverpool John Moores University,66.8,81.0,74.0,38.1,23.5,3,393,7,96,免费评估
27,金斯顿大学Kingston University,64.2,70.0,75.4,50.2,17.6,6,336,8,80,免费评估
28,伦敦都市大学London Metropolitan University,42.0,81.0,83.5,72.4,34.2,2,250,1,-,免费评估
