Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,547.0,4.08,3.07,75.0,100.0,免费评估
2,杜伦大学Durham University,446.0,4.38,3.11,85.0,99.8,免费评估
3,牛津大学University of Oxford,526.0,4.14,3.19,75.0,98.8,免费评估
4,"伦敦大学伯克贝克学院Birkbeck, University Of London",,4.48,3.18,,96.6,免费评估
5,伦敦大学学院University College London,,4.47,3.1,,96.3,免费评估
6,埃克塞特大学University of Exeter,435.0,3.98,3.02,80.0,93.7,免费评估
7,纽卡斯尔大学Newcastle University,407.0,4.36,2.71,80.0,93.4,免费评估
8,伯明翰大学University of Birmingham,393.0,3.9,3.18,80.0,91.9,免费评估
9,约克大学The University of York,391.0,4.46,3.09,70.0,91.7,免费评估
10,曼彻斯特大学The University of Manchester,352.0,4.6,2.59,75.0,91.3,免费评估
11,利物浦大学The University of Liverpool,394.0,4.29,3.07,70.0,91.0,免费评估
12,格拉斯哥大学University of Glasgow,,4.42,2.52,80.0,90.1,免费评估
13,雷丁大学University of Reading,355.0,4.51,3.08,55.0,88.6,免费评估
14,南安普顿大学University of Southampton,337.0,4.2,3.01,65.0,88.2,免费评估
15,莱斯特大学University of Leicester,365.0,4.32,3.08,60.0,87.9,免费评估
16,谢菲尔德大学The University of Sheffield,366.0,4.21,2.93,65.0,87.5,免费评估
17,诺丁汉大学University of Nottingham,376.0,4.16,2.58,65.0,87.4,免费评估
18,爱丁堡大学The University of Edinburgh,440.0,3.89,2.51,60.0,87.1,免费评估
19,Cardiff,365.0,3.93,2.97,60.0,84.5,免费评估
20,阿伯丁大学University of Aberdeen,,3.89,2.77,60.0,84.1,免费评估
21,布拉德福德大学University of Bradford,309.0,4.03,3.04,70.0,83.6,免费评估
22,肯特大学University of Kent,325.0,4.16,2.86,55.0,83.4,免费评估
23,英国女王大学Queen's University Belfast,334.0,4.21,2.78,40.0,80.7,免费评估
24,伯恩茅斯大学Bournemouth University,284.0,4.09,2.65,60.0,80.2,免费评估
25,中央兰开夏大学University of Central Lancashire,326.0,3.95,2.09,65.0,80.1,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,309.0,4.03,2.26,,79.9,免费评估
27,温切斯特大学University of Winchester,250.0,4.32,2.02,65.0,77.5,免费评估
28,斯旺西大学Swansea University,286.0,4.07,,75.0,77.3,免费评估
29,伍斯特大学University of Worcester,277.0,3.93,2.07,65.0,76.9,免费评估
30,赫尔大学The University of Hull,299.0,4.0,2.96,35.0,76.2,免费评估
31,高地与群岛大学University of the Highlands and Islands,,4.1,2.33,,76.0,免费评估
32,切斯特大学University of Chester,272.0,4.15,1.9,50.0,75.0,免费评估
33,坎特伯雷大学Canterbury Christ Church University,226.0,3.97,2.63,,74.1,免费评估
34,剑桥安鲁大学Anglia Ruskin University,,4.01,2.64,10.0,68.2,免费评估
