Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,Cardiff University,88.0%,92.6%,36.8%,551,99.1%,100.0,免费评估
2,英国女王大学Queen's University Belfast,98.3%,98.3%,50.7%,474,98.8%,99.1,免费评估
3,格拉斯哥大学University of Glasgow,91.5%,94.5%,29.3%,533,99.4%,98.5,免费评估
4,纽卡斯尔大学Newcastle University,93.2%,94.8%,43.6%,498,97.7%,98.1,免费评估
5,曼彻斯特大学The University of Manchester,89.3%,90.0%,57.1%,495,98.5%,98.0,免费评估
6,伦敦大学玛丽女王学院Queen Mary University of London,93.1%,91.4%,48.3%,492,98.6%,97.7,免费评估
7,利物浦大学The University of Liverpool,97.9%,98.7%,31.7%,477,99.2%,96.3,免费评估
8,邓迪大学University of Dundee,90.3%,95.2%,22.1%,509,100.0%,94.8,免费评估
9,伯明翰大学University of Birmingham,93.9%,94.3%,19.2%,497,100.0%,94.2,免费评估
9,伦敦国王学院King's College London,88.3%,94.5%,40.9%,478,99.1%,94.2,免费评估
11,利兹大学University of Leeds,86.8%,91.5%,31.7%,483,97.7%,92.2,免费评估
12,谢菲尔德大学The University of Sheffield,91.2%,94.5%,28.5%,463,99.1%,91.7,免费评估
13,普利茅斯大学University of Plymouth,95.8%,95.3%,9.5%,479,100.0%,91.6,免费评估
14,布拉德福德大学University of Bradford,79.3%,86.8%,47.1%,461,99.0%,89.4,免费评估
15,中央兰开夏大学University of Central Lancashire,83.7%,79.5%,8.3%,..,100.0%,82.0,免费评估
