Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,United States,100.0,94.0,44.1,100.0,,351.4,免费评估
2,New York University,United States,88.1,81.5,36.9,39.7,,236.3,免费评估
3,Columbia University,United States,81.9,89.2,38.1,39.7,,230.8,免费评估
4,University of Chicago,United States,74.1,93.2,33.1,45.9,,229.9,免费评估
5,Yale University,United States,77.3,97.9,39.1,28.1,,210.9,免费评估
6,Georgetown University,United States,71.7,85.9,31.7,28.1,,195.9,免费评估
7,The George Washington University,United States,68.4,78.0,38.2,28.1,,187.5,免费评估
8,University of Pennsylvania,United States,71.6,83.2,39.7,22.9,,187.3,免费评估
9,牛津大学University of Oxford,United Kingdom,83.5,60.9,50.2,16.2,,185.1,免费评估
10,Duke University,United States,58.6,91.3,35.6,28.1,,179.2,免费评估
11,"University of California, Berkeley",United States,69.7,83.9,32.6,16.2,,174.1,免费评估
12,The University of Texas at Austin,United States,49.1,97.1,29.3,32.4,,173.8,免费评估
13,Florida State University,United States,57.0,94.4,47.2,22.9,,171.8,免费评估
14,剑桥大学University of Cambridge,United Kingdom,86.9,65.1,62.6,0.0,,169.2,免费评估
15,University of Michigan-Ann Arbor,United States,64.9,84.3,44.4,16.2,,168.2,免费评估
16,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,61.7,76.6,42.3,16.2,,159.5,免费评估
17,Northwestern University,United States,62.2,74.5,39.4,16.2,,158.9,免费评估
18,Stanford University,United States,67.9,92.5,32.1,0.0,,151.4,免费评估
19,Fordham University,United States,52.1,78.0,24.7,16.2,,143.9,免费评估
20,Washington University in St. Louis,United States,40.4,88.2,43.7,22.9,,143.4,免费评估
21,University of Virginia,United States,61.6,92.3,26.6,0.0,,141.1,免费评估
22,Arizona State University,United States,60.1,92.3,37.9,0.0,,140.0,免费评估
23,"University of California, Los Angeles",United States,59.3,87.8,47.3,0.0,,137.5,免费评估
24,University of Toronto,Canada,65.3,66.7,59.1,0.0,,137.3,免费评估
25,University of Southern California,United States,49.7,67.8,34.3,16.2,,136.2,免费评估
26,"University of Minnesota, Twin Cities",United States,63.3,70.6,43.7,0.0,,134.6,免费评估
27,"University of California, Irvine",United States,55.2,91.3,41.2,0.0,,132.6,免费评估
28,Monash University,Australia,66.2,53.5,62.6,0.0,,132.4,免费评估
29,George Mason University,United States,54.5,85.1,52.8,0.0,,129.6,免费评估
30,Vanderbilt University,United States,54.8,90.0,22.0,0.0,,129.3,免费评估
31,Boston University,United States,59.9,68.6,46.9,0.0,,128.8,免费评估
32,伦敦大学学院University College London,United Kingdom,60.5,63.5,55.3,0.0,,128.0,免费评估
33,The University of Georgia,United States,40.7,79.3,19.4,16.2,,126.9,免费评估
34,Simon Fraser University,Canada,52.1,78.0,90.4,0.0,,126.1,免费评估
34,University of Amsterdam,Netherlands,60.2,60.0,58.1,0.0,,126.1,免费评估
36,Cornell University,United States,55.8,75.7,39.9,0.0,,125.6,免费评估
37,The University of New South Wales,Australia,61.8,54.2,49.4,0.0,,124.8,免费评估
38,Griffith University,Australia,56.9,63.5,68.3,0.0,,123.9,免费评估
39,The Australian National University,Australia,60.8,51.5,56.5,0.0,,122.6,免费评估
40,Michigan State University,United States,55.1,71.1,37.0,0.0,,121.9,免费评估
41,King's College London,United Kingdom,60.1,53.2,51.4,0.0,,121.8,免费评估
42,University of Cincinnati,United States,52.5,78.2,36.8,0.0,,121.5,免费评估
43,McGill University,Canada,41.8,57.9,47.4,16.2,,120.8,免费评估
44,Sam Houston State University,United States,50.8,80.0,41.1,0.0,,120.3,免费评估
45,University of Denver,United States,37.3,75.4,21.2,16.2,,120.1,免费评估
46,Indiana University Bloomington,United States,56.8,61.8,28.9,0.0,,119.0,免费评估
46,The University of Texas at Dallas,United States,44.6,92.5,58.6,0.0,,119.0,免费评估
48,University of Washington,United States,51.6,74.0,45.0,0.0,,118.9,免费评估
49,诺丁汉大学University of Nottingham,United Kingdom,59.0,49.0,53.5,0.0,,118.3,免费评估
50,"University of Maryland, College Park",United States,49.8,78.2,40.8,0.0,,117.9,免费评估
