Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,210,,3.07,85.0,100.0,免费评估
2,剑桥大学University of Cambridge,198,,3.02,,98.3,免费评估
3,纽卡斯尔大学Newcastle University,160,4.16,3.04,,92.6,免费评估
4,爱丁堡大学The University of Edinburgh,181,3.98,2.91,65.0,92.2,免费评估
5,曼彻斯特大学The University of Manchester,158,3.96,3.16,65.0,91.8,免费评估
6,杜伦大学Durham University,174,3.75,2.87,,91.4,免费评估
7,诺丁汉大学University of Nottingham,135,3.8,2.75,80.0,91.2,免费评估
8,伦敦大学亚非学院SOAS University of London,167,3.99,2.78,60.0,90.2,免费评估
9,利兹大学University of Leeds,148,3.93,2.91,65.0,89.9,免费评估
10,诺丁汉特伦特大学Nottingham Trent University,134,4.51,2.81,,89.7,免费评估
11,谢菲尔德大学The University of Sheffield,145,3.87,2.77,60.0,88.1,免费评估
12,"University of Westminster, London",115,4.15,2.7,,86.7,免费评估
13,卡迪夫大学Cardiff University,138,4.13,,,85.7,免费评估
14,牛津布鲁克斯大学Oxford Brookes University,134,4.03,,60.0,85.3,免费评估
15,中央兰开夏大学University of Central Lancashire,118,4.03,,55.0,83.6,免费评估
